,SRR19064316,SRR19064317,SRR19064453,SRR19064454,SRR19064809
SRR19064316,0.0,0.8254016763443068,0.577391887630213,0.6449643132426399,0.675976142902213
SRR19064317,0.8254016763443068,0.0,0.8293362184688746,0.6846581091706775,0.7385901264757171
SRR19064453,0.577391887630213,0.8293362184688746,0.0,0.5373129100216677,0.5546632487533296
SRR19064454,0.6449643132426399,0.6846581091706775,0.5373129100216677,0.0,0.5736619993291852
SRR19064809,0.675976142902213,0.7385901264757171,0.5546632487533296,0.5736619993291852,0.0
