name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Flavobacterium sp. MDT1-60	1979344	S	27	16	43	0.00000
Flavobacterium sp. K5-23	2746225	S	22	8	30	0.00000
Flavobacterium sp. N502536	2986837	S	17	18	35	0.00000
Flavobacterium sp. ZE23DGlu08	3059026	S	17	14	31	0.00000
Flavobacterium sp. YJ01	3031997	S	16	34	50	0.00000
Flavobacterium endoglycinae	2816357	S	115	75	190	0.00002
Flavobacterium alkalisoli	2602769	S	55	7	62	0.00001
Flavobacterium lacustre	3016339	S	54	21	75	0.00001
Flavobacterium inviolabile	2748320	S	46	11	57	0.00000
Flavobacterium commune	1306519	S	44	16	60	0.00001
Flavobacterium rivulicola	2732161	S	42	11	53	0.00000
Flavobacterium ovatum	1928857	S	36	13	49	0.00000
Flavobacterium gilvum	1492737	S	21	5	26	0.00000
Flavobacterium flavigenum	3003258	S	17	21	38	0.00000
Flavobacterium marginilacus	3003256	S	16	5	21	0.00000
Flavobacterium johnsoniae	986	S	15	62	77	0.00001
Flavobacterium eburneipallidum	3003263	S	14	4	18	0.00000
Flavobacterium covae	2906076	S	14	23	37	0.00000
Flavobacterium davisii	2906077	S	14	7	21	0.00000
Capnocytophaga sp. oral taxon 878	1316596	S	84	11	95	0.00001
Capnocytophaga sp. ARDL2	3238809	S	11	2	13	0.00000
Capnocytophaga ochracea	1018	S	60	61	121	0.00001
Capnocytophaga haemolytica	45243	S	36	1	37	0.00000
Capnocytophaga stomatis	1848904	S	19	3	22	0.00000
Capnocytophaga endodontalis	2708117	S	17	5	22	0.00000
Capnocytophaga canis	1848903	S	11	24	35	0.00000
Flagellimonas aurea	2915619	S	294	138	432	0.00004
Seonamhaeicola sp. ML3	2937786	S	237	77	314	0.00003
Arenibacter algicola	616991	S	217	154	371	0.00003
Amniculibacterium sp. G2-70	2767188	S	214	77	291	0.00002
Cellulophaga sp. L1A9	2686362	S	98	141	239	0.00002
Formosa agariphila	320324	S	131	82	213	0.00002
Formosa sp. Hel1_33_131	1336794	S	20	4	24	0.00000
Formosa sediminum	2594004	S	14	8	22	0.00000
Polaribacter sp. Q13	2806551	S	72	37	109	0.00001
Polaribacter sp. ALD11	2058137	S	38	22	60	0.00001
Polaribacter gangjinensis	574710	S	19	11	30	0.00000
Polaribacter reichenbachii	996801	S	18	8	26	0.00000
Maribacter sp. MJ134	2496865	S	58	8	66	0.00001
Maribacter sp. BPC-D8	3053613	S	41	15	56	0.00000
Maribacter sp. R86514	3093854	S	12	3	15	0.00000
Tamlana carrageenivorans	2069432	S	85	45	130	0.00001
Tamlana fucoidanivorans	2583814	S	13	5	18	0.00000
Salegentibacter salegens	143223	S	83	18	101	0.00001
Allomuricauda sp. SCSIO 64092	2908842	S	62	4	66	0.00001
Algibacter sp. L1A34	2686365	S	68	54	122	0.00001
Aureibaculum algae	2584122	S	48	15	63	0.00001
Myroides sp. A21	1583100	S	12	34	46	0.00000
Antarcticibacterium sp. 1MA-6-2	2908210	S	32	7	39	0.00000
Muriicola soli	2507538	S	35	2	37	0.00000
Christiangramia flava	1486245	S	25	9	34	0.00000
Lacinutrix neustonica	2980107	S	25	17	42	0.00000
Flavivirga eckloniae	1803846	S	22	6	28	0.00000
Winogradskyella sp. MH6	2929510	S	16	6	22	0.00000
Mariniflexile litorale	3045158	S	17	8	25	0.00000
Leeuwenhoekiella sp. LLG6367-2.1	3160833	S	11	3	14	0.00000
Chryseobacterium sp. LJ668	2864040	S	98	101	199	0.00002
Chryseobacterium sp. SNU WT5	2594269	S	88	13	101	0.00001
Chryseobacterium sp. G0201	2487065	S	63	55	118	0.00001
Chryseobacterium sp. CY350	2997336	S	19	22	41	0.00000
Chryseobacterium sp. MA9	2966625	S	15	111	126	0.00001
Chryseobacterium sp. HR92	3094839	S	12	81	93	0.00001
Chryseobacterium sp. JJR-5R	3093923	S	11	2	13	0.00000
Chryseobacterium joostei	112234	S	131	38	169	0.00001
Chryseobacterium indologenes	253	S	47	13	60	0.00001
Chryseobacterium shandongense	1493872	S	11	2	13	0.00000
Chryseobacterium oranimense	421058	S	10	1	11	0.00000
Epilithonimonas vandammei	2487072	S	94	23	117	0.00001
Kaistella jeonii	266749	S	18	0	18	0.00000
Kaistella carnis	1241979	S	13	0	13	0.00000
Elizabethkingia anophelis	1117645	S	226	132	358	0.00003
Elizabethkingia ursingii	1756150	S	40	5	45	0.00000
Elizabethkingia meningoseptica	238	S	30	1	31	0.00000
Ornithobacterium rhinotracheale	28251	S	243	12	255	0.00002
Ichthyobacterium seriolicida	242600	S	316	2	318	0.00003
Blattabacterium cuenoti	1653831	S	281	15	296	0.00003
Hymenobacter sp. APR13	1356852	S	161	428	589	0.00005
Hymenobacter sp. NBH84	2596915	S	144	44	188	0.00002
Hymenobacter sp. BRD67	2675877	S	81	107	188	0.00002
Hymenobacter jejuensis	2502781	S	56	7	63	0.00001
Hymenobacter aerilatus	2932251	S	31	12	43	0.00000
Hymenobacter sediminicola	2761579	S	25	9	34	0.00000
Adhaeribacter radiodurans	2745197	S	326	15	341	0.00003
Adhaeribacter swui	2086471	S	45	2	47	0.00000
Pontibacter kalidii	2592049	S	148	12	160	0.00001
Pontibacter actiniarum	323450	S	90	7	97	0.00001
Pontibacter pudoricolor	2694930	S	75	5	80	0.00001
Pontibacter sp. G13	3074898	S	14	0	14	0.00000
Rufibacter tibetensis	512763	S	79	12	91	0.00001
Persicobacter psychrovividus	387638	S	478	13	491	0.00004
Fulvitalea axinellae	1182444	S	156	3	159	0.00001
Aureibacter tunicatorum	866807	S	10	0	10	0.00000
Runella slithyformis	106	S	270	10	280	0.00002
Dyadobacter chenhuakuii	2909339	S	102	2	104	0.00001
Dyadobacter pollutisoli	2910158	S	63	1	64	0.00001
Dyadobacter fermentans	94254	S	38	1	39	0.00000
Dyadobacter sp. 676	3088362	S	23	0	23	0.00000
Catalinimonas niigatensis	1397264	S	275	8	283	0.00002
Tunicatimonas pelagia	931531	S	84	1	85	0.00001
Porifericola rhodea	930972	S	44	1	45	0.00000
Algoriphagus sp. NG3	3097546	S	58	3	61	0.00001
Algoriphagus machipongonensis	388413	S	31	2	33	0.00000
Roseivirga spongicola	333140	S	144	11	155	0.00001
Spirosoma montaniterrae	1178516	S	36	2	38	0.00000
Spirosoma pollinicola	2057025	S	19	0	19	0.00000
Spirosoma sp. KNUC1025	2894082	S	14	0	14	0.00000
Rhodocytophaga rosea	2704465	S	13	0	13	0.00000
Flammeovirga yaeyamensis	367791	S	53	4	57	0.00000
Flammeovirga pectinis	2494373	S	20	1	21	0.00000
Fulvivirga maritima	2904247	S	62	3	65	0.00001
Chryseolinea soli	2321403	S	17	0	17	0.00000
Marinilongibacter aquaticus	2975157	S	26	0	26	0.00000
Marivirga tractuosa	1006	S	11	1	12	0.00000
Mucilaginibacter gotjawali	1550579	S	170	4	174	0.00001
Mucilaginibacter paludis	423351	S	147	6	153	0.00001
Mucilaginibacter sp. SMC90	2929803	S	38	49	87	0.00001
Mucilaginibacter sp. 21P	2778902	S	30	10	40	0.00000
Mucilaginibacter gossypii	551996	S	113	5	118	0.00001
Mucilaginibacter ginsenosidivorans	398053	S	90	2	92	0.00001
Mucilaginibacter mali	2740462	S	58	1	59	0.00001
Mucilaginibacter rubeus	2027860	S	58	14	72	0.00001
Mucilaginibacter jinjuensis	1176721	S	51	2	53	0.00000
Mucilaginibacter sabulilitoris	1173583	S	47	1	48	0.00000
Mucilaginibacter ginsenosidivorax	862126	S	37	1	38	0.00000
Mucilaginibacter daejeonensis	398049	S	30	1	31	0.00000
Mucilaginibacter ginkgonis	2682091	S	12	0	12	0.00000
Pedobacter sp. UC225_65	3350173	S	198	24	222	0.00002
Pedobacter sp. G11	2482728	S	120	46	166	0.00001
Pedobacter sp. FW305-3-2-15-E-R2A2	3140251	S	29	16	45	0.00000
Pedobacter sp. KACC 23697	3149230	S	11	9	20	0.00000
Pedobacter steynii	430522	S	103	62	165	0.00001
Pedobacter foliorum	2739058	S	82	38	120	0.00001
Pedobacter ginsengisoli	363852	S	22	10	32	0.00000
Pedobacter aquae	2605747	S	21	1	22	0.00000
Pedobacter heparinus	984	S	19	4	23	0.00000
Sphingobacterium sp. DR205	2713573	S	319	143	462	0.00004
Sphingobacterium sp. ML3W	1538644	S	38	14	52	0.00000
Sphingobacterium sp. E70	2853439	S	32	12	44	0.00000
Sphingobacterium sp. R2	3112958	S	26	44	70	0.00001
Sphingobacterium sp. SYP-B4668	2996035	S	26	5	31	0.00000
Sphingobacterium spiritivorum	258	S	10	5	15	0.00000
Pseudopedobacter saltans	151895	S	58	10	68	0.00001
Anseongella ginsenosidimutans	496056	S	17	0	17	0.00000
Chitinophaga sp. HK235	2952571	S	29	185	214	0.00002
Chitinophaga sp. MM2321	3137178	S	14	114	128	0.00001
Chitinophaga sancti	1004	S	84	59	143	0.00001
Chitinophaga agri	2703787	S	66	10	76	0.00001
Chitinophaga filiformis	104663	S	60	5	65	0.00001
Chitinophaga horti	2920382	S	18	0	18	0.00000
Chitinophaga oryzae	2725414	S	10	1	11	0.00000
Niastella koreensis	354356	S	236	1	237	0.00002
Arachidicoccus soli	2341117	S	146	0	146	0.00001
Pseudobacter ginsenosidimutans	661488	S	128	0	128	0.00001
Paraflavitalea speifideaquila	3076558	S	65	0	65	0.00001
Lacibacter sp. MH-610	3020883	S	48	0	48	0.00000
Ferruginibacter albus	2875540	S	46	0	46	0.00000
Flavisolibacter tropicus	1492898	S	20	0	20	0.00000
Panacibacter ginsenosidivorans	1813871	S	10	0	10	0.00000
Aureispira sp. CCB-E	3051121	S	101	1	102	0.00001
Haliscomenobacter hydrossis	2350	S	11	0	11	0.00000
Prosthecochloris sp. CIB 2401	1868325	S	250	2	252	0.00002
Prosthecochloris aestuarii	1102	S	13	0	13	0.00000
Fidelibacter multiformis	3377529	S	36	0	36	0.00000
Gaopeijia maritima	3119007	S	17	2	19	0.00000
Sutterella wadsworthensis	40545	S	173118	3170	176288	0.01511
Sutterella faecalis	2584944	S	32	0	32	0.00000
Sutterella megalosphaeroides	2494234	S	20	0	20	0.00000
Duodenibacillus massiliensis	1852381	S	560	6	566	0.00005
Turicimonas muris	1796652	S	27	0	27	0.00000
Burkholderia dolosa	152500	S	2632	62875	65507	0.00561
Burkholderia cenocepacia	95486	S	38	11	49	0.00000
Burkholderia multivorans	87883	S	12	1	13	0.00000
Burkholderia pseudomallei	28450	S	11	484	495	0.00004
Cupriavidus oxalaticus	96344	S	258	49	307	0.00003
Cupriavidus sp. KK10	1478019	S	10	11	21	0.00000
Cupriavidus campinensis	151783	S	19	2	21	0.00000
Cupriavidus taiwanensis	164546	S	14	5	19	0.00000
Ralstonia solanacearum	305	S	249	41	290	0.00002
Mycoavidus sp. SF9855	2968475	S	192	1	193	0.00002
Polynucleobacter necessarius	576610	S	17	8	25	0.00000
Polynucleobacter wuianus	1743168	S	15	11	26	0.00000
Paraburkholderia caribensis	75105	S	20	15	35	0.00000
Paraburkholderia bonniea	2152891	S	15	0	15	0.00000
Comamonas antarctica	2743470	S	109	19	128	0.00001
Comamonas thiooxydans	363952	S	46	10	56	0.00000
Comamonas testosteroni	285	S	32	8	40	0.00000
Variovorax sp. PBL-H6	434009	S	47	10	57	0.00000
Acidovorax sp. NCPPB 3576	2940488	S	22	16	38	0.00000
Rhodoferax aquaticus	2527691	S	10	0	10	0.00000
Candidatus Symbiobacter mobilis	1436290	S	21	0	21	0.00000
Alcaligenes sp. SDU_A2	3136634	S	18	2	20	0.00000
Alcaligenes faecalis	511	S	14	17	31	0.00000
Bordetella flabilis	463014	S	14	3	17	0.00000
Bordetella genomosp. 9	1416803	S	13	4	17	0.00000
Advenella alkanexedens	1481665	S	12	3	15	0.00000
Advenella mimigardefordensis	302406	S	10	0	10	0.00000
Massilia sp. PAMC28688	2861283	S	13	21	34	0.00000
Oxalobacter formigenes	847	S	19	0	19	0.00000
Janthinobacterium agaricidamnosum	55508	S	12	1	13	0.00000
Candidatus Ichthyocystis hellenicum	1561003	S	12	0	12	0.00000
Iodobacter fluviatilis	537	S	152	3	155	0.00001
Chitiniphilus eburneus	2571148	S	31	3	34	0.00000
Chitiniphilus purpureus	2981137	S	10	1	11	0.00000
Snodgrassella alvi	1196083	S	22	3	25	0.00000
Vitreoscilla massiliensis	1689272	S	15	1	16	0.00000
Kingella denitrificans	502	S	12	18	30	0.00000
Nitrosomonas sp. Is79A3	261292	S	72	5	77	0.00001
Nitrosomonas sp.	42353	S	12	0	12	0.00000
Nitrosospira sp. Is2	3080532	S	10	0	10	0.00000
Candidatus Methylopumilus planktonicus	1581557	S	54	0	54	0.00000
Candidatus Methylopumilus universalis	2588536	S	14	0	14	0.00000
Thiobacillus sp.	924	S	21	1	22	0.00000
Pseudazoarcus pumilus	2067960	S	23	38	61	0.00001
Klebsiella variicola	244366	S	983	2971	3954	0.00034
Klebsiella pneumoniae	573	S	140	7500	7640	0.00065
Klebsiella pasteurii	2587529	S	11	33	44	0.00000
Escherichia coli	562	S	764	13569	14333	0.00123
Enterobacter hormaechei	158836	S	539	15672	16211	0.00139
Enterobacter roggenkampii	1812935	S	41	50	91	0.00001
Enterobacter ludwigii	299767	S	16	26	42	0.00000
Leclercia adecarboxylata	83655	S	191	185	376	0.00003
Citrobacter arsenatis	2546350	S	62	38	100	0.00001
Citrobacter meridianamericanus	2894201	S	36	50	86	0.00001
Salmonella enterica	28901	S	140	19836	19976	0.00171
Mangrovibacter phragmitis	1691903	S	72	17	89	0.00001
Superficieibacter sp. HKU1	3031919	S	33	2	35	0.00000
Scandinavium goeteborgense	1851514	S	10	0	10	0.00000
Serratia plymuthica	82996	S	25	13	38	0.00000
Serratia ureilytica	300181	S	18	90	108	0.00001
Rahnella aceris	2703885	S	35	7	42	0.00000
Erwinia sorbitola	2681984	S	57	2	59	0.00001
Erwinia pyrifoliae	79967	S	15	1	16	0.00000
Pantoea agglomerans	549	S	20	21	41	0.00000
Pantoea dispersa	59814	S	13	4	17	0.00000
Buchnera aphidicola	9	S	37	1	38	0.00000
Brenneria uluponensis	3057057	S	35	4	39	0.00000
Brenneria rubrifaciens	55213	S	11	3	14	0.00000
Lonsdalea populi	1172565	S	35	1	36	0.00000
Dickeya chrysanthemi	556	S	28	1	29	0.00000
Morganella morganii	582	S	34	5	39	0.00000
Providencia huaxiensis	2027290	S	14	10	24	0.00000
Moellerella wisconsensis	158849	S	15	4	19	0.00000
Hafnia alvei	569	S	29	4	33	0.00000
Limnobaculum parvum	2172103	S	30	0	30	0.00000
Pseudomonas fluorescens	294	S	1459	491	1950	0.00017
Pseudomonas marginalis	298	S	962	467	1429	0.00012
Pseudomonas lijiangensis	2995658	S	196	11	207	0.00002
Pseudomonas entomophila	312306	S	144	18	162	0.00001
Pseudomonas sp. LPH1	1898684	S	24	26	50	0.00000
Pseudomonas promysalinigenes	485898	S	57	3	60	0.00001
Pseudomonas versuta	1788301	S	55	3	58	0.00000
Pseudomonas chlororaphis	587753	S	12	14	26	0.00000
Pseudomonas aeruginosa	287	S	15	57	72	0.00001
Pseudomonas parafulva	157782	S	17	6	23	0.00000
uncultured Pseudomonas sp.	114707	S	10	0	10	0.00000
Azotobacter chroococcum	353	S	25	2	27	0.00000
Entomomonas asaccharolytica	2785331	S	10	0	10	0.00000
Marinobacter alexandrii	2570351	S	17	16	33	0.00000
Pseudoalteromonas sp. Scap25	2589992	S	671	35592	36263	0.00311
Colwellia sp. PAMC 20917	1816218	S	120	0	120	0.00001
Colwellia sp. MT41	58049	S	10	0	10	0.00000
Thalassomonas actiniarum	485447	S	11	0	11	0.00000
Shewanella algae	38313	S	11	13	24	0.00000
Saliniradius amylolyticus	2183582	S	27	0	27	0.00000
Halioxenophilus aromaticivorans	1306992	S	13	0	13	0.00000
Xanthomonas citri	346	S	361	841	1202	0.00010
Xanthomonas sp. CFBP 8445	2971236	S	18	1	19	0.00000
Xanthomonas hyacinthi	56455	S	11	0	11	0.00000
Lysobacter sp. KIS68-7	2904252	S	15	0	15	0.00000
Vibrio campbellii	680	S	43	161	204	0.00002
Vibrio harveyi	669	S	37	154	191	0.00002
Vibrio spartinae	1918945	S	58	14	72	0.00001
Vibrio tubiashii	29498	S	36	4	40	0.00000
Photobacterium sp. CCB-ST2H9	2912855	S	12	7	19	0.00000
[Haemophilus] ducreyi	730	S	405	50	455	0.00004
Haemophilus parainfluenzae	729	S	34	6	40	0.00000
Pasteurella dagmatis	754	S	20	9	29	0.00000
Pasteurella atlantica	2827233	S	10	7	17	0.00000
Gallibacterium salpingitidis	505341	S	20	1	21	0.00000
Halomonas sp. I5-271120	3061632	S	23	3	26	0.00000
Halomonas sp. CKK8	3036127	S	10	5	15	0.00000
Vreelandella venusta	44935	S	30	53	83	0.00001
Marinomonas arctica	383750	S	21	3	24	0.00000
Endozoicomonas sp. GU-1	3009078	S	22	0	22	0.00000
Litorivicinus lipolyticus	418701	S	13	0	13	0.00000
Kineobactrum salinum	2708301	S	204	3	207	0.00002
Congregibacter litoralis	393662	S	10	0	10	0.00000
Marinagarivorans cellulosilyticus	2721545	S	13	0	13	0.00000
Simiduia litorea	1435348	S	12	0	12	0.00000
Microbulbifer sp. YPW16	2904242	S	30	2	32	0.00000
Acinetobacter baumannii	470	S	118	378	496	0.00004
Acinetobacter bereziniae	106648	S	13	3	16	0.00000
Psychrobacter sp. M13	3067275	S	22	0	22	0.00000
Sinimarinibacterium sp. NLF-5-8	2698684	S	287	16	303	0.00003
Thiomicrorhabdus sp.	2039724	S	21	0	21	0.00000
Thiomicrorhabdus lithotrophica	2949997	S	12	0	12	0.00000
Piscirickettsia salmonis	1238	S	40	0	40	0.00000
Candidatus Coxiella mudrowiae	2054173	S	80	0	80	0.00001
Coxiella burnetii	777	S	30	0	30	0.00000
Legionella spiritensis	452	S	59	0	59	0.00001
Aeromonas hydrophila	644	S	30	1267	1297	0.00011
Aeromonas salmonicida	645	S	14	1	15	0.00000
Aeromonas caviae	648	S	12	14	26	0.00000
Oceanisphaera sp. IT1-181	3081199	S	10	0	10	0.00000
uncultured Tolumonas sp.	263765	S	10	0	10	0.00000
Succinivibrio dextrinosolvens	83771	S	18	0	18	0.00000
Methylomonas sp. DH-1	1727196	S	61	8	69	0.00001
Methylomarinum roseum	3067653	S	15	0	15	0.00000
Methylomagnum ishizawai	1760988	S	14	0	14	0.00000
Dichelobacter nodosus	870	S	72	2	74	0.00001
Cardiobacterium hominis	2718	S	15	0	15	0.00000
Thiorhodovibrio frisius	631362	S	11	0	11	0.00000
Thioalkalivibrio sulfidiphilus	1033854	S	14	8	22	0.00000
Bartonella krasnovii	2267275	S	1929	39	1968	0.00017
Bartonella sp. C271	3070220	S	12	6	18	0.00000
Xanthobacter autotrophicus	280	S	1329	283	1612	0.00014
Labrys sp. KNU-23	2789216	S	15	1	16	0.00000
Rhizobium jaguaris	1312183	S	12	15	27	0.00000
Agrobacterium tumefaciens	358	S	28	43	71	0.00001
Agrobacterium vitis	373	S	15	23	38	0.00000
Pararhizobium sp. IMCC3301	3067904	S	25	0	25	0.00000
Pararhizobium sp. A13	3133975	S	11	2	13	0.00000
Hoeflea sp. IMCC20628	1620421	S	135	9	144	0.00001
Sinorhizobium meliloti	382	S	43	9	52	0.00000
Lentilitoribacter sp. Alg239-R112	2305987	S	33	0	33	0.00000
Bradyrhizobium sp. CB1717	3039154	S	48	30	78	0.00001
Bradyrhizobium sp. ma5	3344828	S	11	13	24	0.00000
Bradyrhizobium erythrophlei	1437360	S	31	2	33	0.00000
Bradyrhizobium symbiodeficiens	1404367	S	30	21	51	0.00000
Bradyrhizobium arachidis	858423	S	19	12	31	0.00000
Bradyrhizobium canariense	255045	S	18	1	19	0.00000
