name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Rhodopseudomonas sp. P2A-2r	2991972	S	83	10	93	0.00001
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	S	11	33	44	0.00000
Nitratireductor rhodophyticola	2854036	S	36	35	71	0.00001
Nitratireductor kimnyeongensis	430679	S	14	7	21	0.00000
Devosia sp. RR2S18	3049774	S	10	15	25	0.00000
Mariluticola halotolerans	2909283	S	47	2	49	0.00000
Methylovirgula sp. 4M-Z18	2293567	S	20	1	21	0.00000
Beijerinckia indica	533	S	14	0	14	0.00000
Methylobacterium radiodurans	2202828	S	22	8	30	0.00000
uncultured Cohaesibacter sp.	1002546	S	25	5	30	0.00000
Zymomonas mobilis	542	S	287	121	408	0.00003
Sphingomonas hengshuiensis	1609977	S	38	10	48	0.00000
Sphingomonas abietis	3012344	S	17	4	21	0.00000
Sphingomonas suaedae	2599297	S	13	3	16	0.00000
Paracoccus aminovorans	34004	S	21	14	35	0.00000
Roseinatronobacter bogoriensis	119542	S	16	1	17	0.00000
Gymnodinialimonas ceratoperidinii	2856823	S	15	5	20	0.00000
Paroceanicella profunda	2579971	S	14	10	24	0.00000
Rhodophyticola porphyridii	1852017	S	10	2	12	0.00000
Sulfitobacter albidus	2829501	S	24	12	36	0.00000
Dinoroseobacter shibae	215813	S	12	33	45	0.00000
Kordiimonas sp. SCSIO 12603	2829596	S	217	3	220	0.00002
Kordiimonas pumila	2161677	S	11	0	11	0.00000
Caulobacter sp. 73W	3161137	S	26	3	29	0.00000
Caulobacter rhizosphaerae	2010972	S	17	1	18	0.00000
Phenylobacterium sp. LH3H17	2903901	S	30	2	32	0.00000
Komagataeibacter oboediens	65958	S	45	4	49	0.00000
Neokomagataea tanensis	661191	S	11	0	11	0.00000
Thalassospira indica	1891279	S	13	3	16	0.00000
Varunaivibrio sulfuroxidans	1773489	S	11	0	11	0.00000
Orientia tsutsugamushi	784	S	11	4	15	0.00000
Hyphomonas sp. CACIAM 19H1	1873716	S	16	1	17	0.00000
Desulfovibrio piger	901	S	628	298	926	0.00008
Desulfovibrio desulfuricans	876	S	105	31	136	0.00001
Desulfovibrio fairfieldensis	44742	S	84	14	98	0.00001
Desulfovibrio subterraneus	2718620	S	48	13	61	0.00001
Desulfovibrio mangrovi	2976983	S	36	10	46	0.00000
Desulfovibrio sp. G11	631220	S	19	53	72	0.00001
Candidatus Desulfovibrio trichonymphae	1725232	S	18	1	19	0.00000
uncultured Mailhella sp.	1981031	S	641	339	980	0.00008
Pseudodesulfovibrio aespoeensis	182210	S	89	103	192	0.00002
Pseudodesulfovibrio methanolicus	3126690	S	60	118	178	0.00002
Pseudodesulfovibrio profundus	57320	S	52	72	124	0.00001
Pseudodesulfovibrio thermohalotolerans	2880651	S	21	45	66	0.00001
Pseudodesulfovibrio cashew	2678688	S	20	7	27	0.00000
Pseudodesulfovibrio mercurii	641491	S	19	17	36	0.00000
Pseudodesulfovibrio tunisiensis	463192	S	14	3	17	0.00000
Pseudodesulfovibrio sp. zrk46	2725288	S	11	2	13	0.00000
Maridesulfovibrio sp.	2795000	S	310	32	342	0.00003
Maridesulfovibrio hydrothermalis	191026	S	10	0	10	0.00000
Nitratidesulfovibrio vulgaris	881	S	190	101	291	0.00002
Nitratidesulfovibrio liaohensis	2604158	S	88	43	131	0.00001
Oleidesulfovibrio alaskensis	58180	S	142	312	454	0.00004
Solidesulfovibrio magneticus	184917	S	13	12	25	0.00000
Lawsonia intracellularis	29546	S	37	1	38	0.00000
Megalodesulfovibrio gigas	879	S	37	6	43	0.00000
Taurinivorans muris	2787751	S	34	1	35	0.00000
Desulfocurvibacter africanus	873	S	28	5	33	0.00000
Desulfolutivibrio sulfodismutans	63561	S	14	4	18	0.00000
Salidesulfovibrio onnuriiensis	2583823	S	19	9	28	0.00000
Oceanidesulfovibrio marinus	370038	S	14	2	16	0.00000
Desulfobaculum bizertense	376490	S	13	1	14	0.00000
Desulfomicrobium orale	132132	S	25	14	39	0.00000
Desulfomicrobium sp. ZS1	2952228	S	10	6	16	0.00000
Thermodesulfomicrobium sp. WS	3004129	S	36	8	44	0.00000
Desulfotalea psychrophila	84980	S	319	13	332	0.00003
Desulfobulbus oligotrophicus	1909699	S	69	89	158	0.00001
Geobacter sulfurreducens	35554	S	25	22	47	0.00000
Geobacter sp. SVR	2495594	S	17	1	18	0.00000
Geotalea uraniireducens	351604	S	48	6	54	0.00000
Trichlorobacter lovleyi	313985	S	13	1	14	0.00000
Desulfuromonas soudanensis	1603606	S	43	4	47	0.00000
Pelobacter propionicus	29543	S	10	2	12	0.00000
Geoalkalibacter subterraneus	483547	S	33	44	77	0.00001
Desulfonema limicola	45656	S	60	1	61	0.00001
Desulfonema magnum	45655	S	12	0	12	0.00000
Desulfococcus multivorans	897	S	49	11	60	0.00001
Desulfosarcina alkanivorans	571177	S	40	22	62	0.00001
Desulfosarcina sp. BuS5	933262	S	22	0	22	0.00000
Desulfobacter hydrogenophilus	2291	S	12	1	13	0.00000
Syntrophus aciditrophicus	316277	S	62	4	66	0.00001
Syntrophus buswellii	43774	S	29	7	36	0.00000
Syntrophobacter fumaroxidans	119484	S	55	39	94	0.00001
Desulfarculus baarsii	453230	S	26	35	61	0.00001
Campylobacter jejuni	197	S	376	2760	3136	0.00027
Campylobacter hyointestinalis	198	S	49	4	53	0.00000
Campylobacter gracilis	824	S	10	0	10	0.00000
Helicobacter pullorum	35818	S	119	4	123	0.00001
Helicobacter pylori	210	S	38	4	42	0.00000
Helicobacter sp. NHP19-012	2849642	S	12	1	13	0.00000
Helicobacter sp. NHP21005	3040201	S	11	1	12	0.00000
Aliarcobacter trophiarum	708186	S	51	6	57	0.00000
Aliarcobacter cryaerophilus	28198	S	12	2	14	0.00000
Nitratiruptor sp. YY09-18	2724901	S	51	8	59	0.00001
Akkermansia muciniphila	239935	S	526	81	607	0.00005
Akkermansia sp. AE01SA01	3115151	S	16	43	59	0.00001
Opitutus terrae	107709	S	11	0	11	0.00000
Rubellicoccus peritrichatus	3080537	S	12	0	12	0.00000
Gimesia aquarii	2527964	S	28	0	28	0.00000
Gimesia fumaroli	2527976	S	19	1	20	0.00000
Planctellipticum variicoloris	3064265	S	22	1	23	0.00000
Rubinisphaera brasiliensis	119	S	15	0	15	0.00000
Blastopirellula sp. J2-11	2943192	S	20	3	23	0.00000
Kiritimatiella glycovorans	1307763	S	14	0	14	0.00000
Treponema denticola	158	S	64	22	86	0.00001
Treponema ruminis	744515	S	21	0	21	0.00000
Oceanispirochaeta crateris	2518645	S	66	0	66	0.00001
Marispirochaeta aestuarii	1963862	S	16	0	16	0.00000
Gracilinema caldarium	215591	S	30	0	30	0.00000
Sphaerochaeta pleomorpha	1131707	S	11	2	13	0.00000
Thermospira aquatica	2828656	S	65	0	65	0.00001
Myxococcus stipitatus	83455	S	12	20	32	0.00000
Melittangium boletus	83453	S	24	19	43	0.00000
Sandaracinus amylolyticus	927083	S	23	5	28	0.00000
Tunturibacter empetritectus	3069691	S	31	5	36	0.00000
Edaphobacter sp. 4G125	2763071	S	12	0	12	0.00000
Acidobacterium capsulatum	33075	S	15	1	16	0.00000
Terriglobus saanensis	870903	S	10	0	10	0.00000
Micavibrio aeruginosavorus	349221	S	17	0	17	0.00000
Halobacteriovorax marinus	97084	S	16	0	16	0.00000
Silvanigrella aquatica	1915309	S	12	0	12	0.00000
Thermodesulfobium narugense	184064	S	18	0	18	0.00000
Mediterraneibacter gnavus	33038	S	534698	81675	616373	0.05282
[Ruminococcus] torques	33039	S	106839	22886	129725	0.01112
Mediterraneibacter glycyrrhizinilyticus	342942	S	1376	230	1606	0.00014
[Ruminococcus] lactaris	46228	S	1257	113	1370	0.00012
Blautia wexlerae	418240	S	467653	191744	659397	0.05651
Blautia sp. SC05B48	2479767	S	26979	22078	49057	0.00420
Blautia luti	89014	S	17010	4178	21188	0.00182
Blautia obeum	40520	S	13719	2749	16468	0.00141
Blautia hansenii	1322	S	3518	1464	4982	0.00043
Blautia hydrogenotrophica	53443	S	2903	176	3079	0.00026
Blautia argi	1912897	S	2890	456	3346	0.00029
Blautia coccoides	1532	S	2026	4528	6554	0.00056
Blautia parvula	2877527	S	1843	289	2132	0.00018
Blautia producta	33035	S	724	1894	2618	0.00022
Blautia pseudococcoides	1796616	S	681	40	721	0.00006
Blautia liquoris	2779518	S	178	4	182	0.00002
Anaerostipes hadrus	649756	S	126486	13161	139647	0.01197
Anaerostipes caccae	105841	S	837	86	923	0.00008
Anaerostipes rhamnosivorans	1229621	S	271	17	288	0.00002
Anaerostipes sp. PC18	3036926	S	179	27	206	0.00002
Agathobacter rectalis	39491	S	117309	19949	137258	0.01176
Faecalimonas umbilicata	1912855	S	98189	17977	116166	0.00996
Enterocloster bolteae	208479	S	68735	9393	78128	0.00670
Enterocloster clostridioformis	1531	S	5853	1330	7183	0.00062
Enterocloster asparagiformis	333367	S	4128	93	4221	0.00036
Roseburia intestinalis	166486	S	61572	26745	88317	0.00757
Roseburia hominis	301301	S	6241	1006	7247	0.00062
Roseburia faecis	301302	S	3424	408	3832	0.00033
Roseburia rectibacter	2763062	S	1729	327	2056	0.00018
Roseburia sp. 831b	1261635	S	534	42	576	0.00005
Roseburia sp. 499	1261634	S	442	25	467	0.00004
Anaerobutyricum hallii	39488	S	36060	4033	40093	0.00344
Dorea formicigenerans	39486	S	19969	4227	24196	0.00207
Dorea longicatena	88431	S	3885	727	4612	0.00040
Sellimonas catena	2994035	S	14811	2265	17076	0.00146
Sellimonas caecigallum	2592333	S	649	42	691	0.00006
Sellimonas intestinalis	1653434	S	598	32	630	0.00005
[Clostridium] symbiosum	1512	S	2806	169	2975	0.00025
[Clostridium] scindens	29347	S	2337	172	2509	0.00022
[Clostridium] hylemonae	89153	S	530	32	562	0.00005
Lachnoclostridium phytofermentans	66219	S	110	1	111	0.00001
Lacrimispora sp. BS-2	3151850	S	418	255	673	0.00006
Lacrimispora sp. JR3	3111456	S	360	73	433	0.00004
Lacrimispora sp. HJ-01	3375704	S	333	317	650	0.00006
Lacrimispora saccharolytica	84030	S	764	274	1038	0.00009
Lacrimispora xylanolytica	29375	S	721	99	820	0.00007
Lacrimispora xylanisolvens	384636	S	434	53	487	0.00004
Lacrimispora sphenoides	29370	S	370	360	730	0.00006
Coprococcus comes	410072	S	1393	305	1698	0.00015
Coprococcus catus	116085	S	932	125	1057	0.00009
Coprococcus sp. ART55/1	751585	S	716	174	890	0.00008
Coprococcus eutactus	33043	S	384	95	479	0.00004
Hungatella hathewayi	154046	S	3150	161	3311	0.00028
Simiaoa sunii	2763672	S	1346	143	1489	0.00013
Eisenbergiella porci	2652274	S	1189	73	1262	0.00011
Anaerocolumna sp. MB42-C2	3070997	S	206	16	222	0.00002
Anaerocolumna sp. AGMB13025	3039116	S	124	5	129	0.00001
Anaerocolumna sp. AGMB13020	3081750	S	72	1	73	0.00001
Anaerocolumna sedimenticola	2696063	S	405	25	430	0.00004
Anaerocolumna chitinilytica	1727145	S	70	1	71	0.00001
Anaerocolumna cellulosilytica	433286	S	54	0	54	0.00000
Butyrivibrio fibrisolvens	831	S	522	27	549	0.00005
Butyrivibrio hungatei	185008	S	143	13	156	0.00001
Butyrivibrio proteoclasticus	43305	S	73	7	80	0.00001
Wujia chipingensis	2763670	S	686	111	797	0.00007
Claveliimonas bilis	3028070	S	565	41	606	0.00005
Lachnospira eligens	39485	S	541	29	570	0.00005
Marvinbryantia formatexigens	168384	S	488	10	498	0.00004
Qiania dongpingensis	2763669	S	457	22	479	0.00004
Eshraghiella crossota	45851	S	400	35	435	0.00004
Wansuia hejianensis	2763667	S	379	13	392	0.00003
Novisyntrophococcus fermenticellae	2068655	S	362	12	374	0.00003
Chordicoccus furentiruminis	2709410	S	309	8	317	0.00003
Kineothrix sp. IPX-CK	3123317	S	183	4	187	0.00002
Kineothrix sp. MB12-C1	3070215	S	121	2	123	0.00001
Lachnoanaerobaculum gingivalis	2490855	S	126	42	168	0.00001
Lachnoanaerobaculum umeaense	617123	S	64	20	84	0.00001
Pseudobutyrivibrio xylanivorans	185007	S	173	2	175	0.00001
[Clostridium] colinum	36835	S	141	2	143	0.00001
Stomatobaculum sp. F0698	3059030	S	123	2	125	0.00001
Anaeromicropila herbilytica	2785025	S	74	1	75	0.00001
Herbinix luporum	1679721	S	63	4	67	0.00001
Anaeropeptidivorans aminofermentans	2934315	S	37	0	37	0.00000
Chakrabartyella piscis	2918914	S	35	0	35	0.00000
Candidatus Epulonipiscium viviparus	420336	S	18	0	18	0.00000
Anaerotignum sp. MB30-C6	3070814	S	29	29	58	0.00000
Anaerotignum propionicum	28446	S	13	11	24	0.00000
Vallitalea pronyensis	1348613	S	21	1	22	0.00000
Petrocella atlantisensis	2173034	S	18	0	18	0.00000
Defluviitalea saccharophila	879970	S	12	0	12	0.00000
Faecalibacterium prausnitzii	853	S	53121	18774	71895	0.00616
Faecalibacterium sp. I4-3-84	2929495	S	1087	1179	2266	0.00019
Faecalibacterium sp. I4-1-79	2929494	S	975	539	1514	0.00013
Faecalibacterium sp. I2-3-92	2929490	S	669	961	1630	0.00014
Faecalibacterium sp. IP-1-18	2929488	S	622	1554	2176	0.00019
Faecalibacterium sp. I3-3-89	2929493	S	547	128	675	0.00006
Faecalibacterium sp. I3-3-33	2929492	S	483	208	691	0.00006
Faecalibacterium sp. i25-0019-C1	3141185	S	357	1224	1581	0.00014
Faecalibacterium sp. i21-0019-B1	3141184	S	285	431	716	0.00006
Faecalibacterium sp. IP-3-29	2929489	S	229	244	473	0.00004
Faecalibacterium taiwanense	3030638	S	952	1735	2687	0.00023
Faecalibacterium duncaniae	411483	S	409	1250	1659	0.00014
Faecalibacterium wellingii	2929491	S	304	316	620	0.00005
Flavonifractor plautii	292800	S	61181	5480	66661	0.00571
Lawsonibacter asaccharolyticus	2108523	S	7483	682	8165	0.00070
Anaerotruncus colihominis	169435	S	5135	720	5855	0.00050
Ruminococcus sp. SR1/5	657323	S	2944	5539	8483	0.00073
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	216	33	249	0.00002
Ruminococcus gauvreauii	438033	S	195	13	208	0.00002
Ruminococcus champanellensis	1161942	S	79	10	89	0.00001
Ruminococcus albus	1264	S	25	0	25	0.00000
Ruminococcus bovis	2564099	S	25	1	26	0.00000
Ruthenibacterium lactatiformans	1550024	S	2700	174	2874	0.00025
Ruthenibacterium sp. TH_2024_36131	3136601	S	473	88	561	0.00005
Oscillibacter sp. PEA192	2109687	S	2038	8639	10677	0.00092
Oscillibacter hominis	2763056	S	598	72	670	0.00006
Dysosmobacter welbionis	2093857	S	1292	5066	6358	0.00054
Vescimonas coprocola	2714355	S	487	117	604	0.00005
Vescimonas fastidiosa	2714353	S	382	86	468	0.00004
Pusillibacter faecalis	2714358	S	844	86	930	0.00008
Pseudoflavonifractor gallinarum	2779352	S	397	57	454	0.00004
Paludicola sp. MB14-C6	3070656	S	327	4	331	0.00003
Subdoligranulum variabile	214851	S	207	29	236	0.00002
uncultured Subdoligranulum sp.	512298	S	76	14	90	0.00001
Caproicibacterium argilliputei	3030016	S	199	16	215	0.00002
Caproicibacterium sp. BJN0003	2994078	S	47	4	51	0.00000
Caproicibacterium lactatifermentans	2666138	S	14	1	15	0.00000
Caproicibacterium amylolyticum	2766537	S	13	2	15	0.00000
Solibaculum mannosilyticum	2780922	S	114	16	130	0.00001
Ruminiclostridium herbifermentans	2488810	S	67	3	70	0.00001
Acetivibrio thermocellus	1515	S	49	3	52	0.00000
Acetivibrio clariflavus	288965	S	10	1	11	0.00000
Thermoclostridium stercorarium	1510	S	37	1	38	0.00000
Petroclostridium sp. X23	3045146	S	30	0	30	0.00000
Amygdalobacter indicium	3029272	S	18	5	23	0.00000
Ethanoligenens harbinense	253239	S	17	0	17	0.00000
Eubacterium ramulus	39490	S	9821	1467	11288	0.00097
Eubacterium callanderi	53442	S	598	66	664	0.00006
Eubacterium ventriosum	39496	S	289	27	316	0.00003
Eubacterium maltosivorans	2041044	S	289	19	308	0.00003
Eubacterium sp. MSJ-33	2841528	S	197	20	217	0.00002
Eubacterium limosum	1736	S	57	3	60	0.00001
Acetobacterium sp. KB-1	2184575	S	49	0	49	0.00000
Acetobacterium wieringae	52694	S	18	0	18	0.00000
Clostridium sp. M62/1	411486	S	4439	2804	7243	0.00062
Clostridium sp. C45	3373596	S	3157	374	3531	0.00030
Clostridium sp. SY8519	1042156	S	94	4	98	0.00001
Clostridium sp. MD294	97138	S	39	0	39	0.00000
Clostridium sp. C1	1155388	S	20	48	68	0.00001
Clostridium sp. MB40-C1	3070996	S	18	1	19	0.00000
Clostridium sp. DL-VIII	641107	S	17	2	19	0.00000
Clostridium sp. BJN0001	2930219	S	13	1	14	0.00000
Clostridium sp. 'deep sea'	2779445	S	11	0	11	0.00000
Clostridium perfringens	1502	S	184	341	525	0.00004
Clostridium cadaveris	1529	S	144	10	154	0.00001
Clostridium kluyveri	1534	S	39	3	42	0.00000
Clostridium scatologenes	1548	S	38	30	68	0.00001
Clostridium thermosuccinogenes	84032	S	38	2	40	0.00000
Clostridium tetani	1513	S	38	13	51	0.00000
Clostridium estertheticum	238834	S	26	1	27	0.00000
Clostridium intestinale	36845	S	26	1	27	0.00000
Clostridium formicaceticum	1497	S	23	1	24	0.00000
Clostridium pasteurianum	1501	S	20	0	20	0.00000
Clostridium tyrobutyricum	1519	S	20	0	20	0.00000
Clostridium saccharoperbutylacetonicum	36745	S	18	1	19	0.00000
Clostridium septicum	1504	S	17	2	19	0.00000
Clostridium thermarum	1716543	S	14	1	15	0.00000
Clostridium acetobutylicum	1488	S	13	0	13	0.00000
Clostridium botulinum	1491	S	12	9	21	0.00000
Clostridium baratii	1561	S	11	1	12	0.00000
Clostridium saccharobutylicum	169679	S	10	0	10	0.00000
Lactonifactor longoviformis	341220	S	371	20	391	0.00003
Crassaminicella thermophila	2599308	S	20	6	26	0.00000
Proteiniclasticum sp. QWL-01	3036945	S	24	1	25	0.00000
Caloramator sp. E03	2576307	S	11	0	11	0.00000
Haloimpatiens lingqiaonensis	1380675	S	10	4	14	0.00000
Flintibacter sp. KGMB00164	2610895	S	1155	158	1313	0.00011
Intestinimonas butyriciproducens	1297617	S	936	105	1041	0.00009
Massilistercora timonensis	2086584	S	301	60	361	0.00003
Agathobaculum sp. NTUH-O15-33	3079302	S	527	14	541	0.00005
Agathobaculum massiliense	3014267	S	34	292	326	0.00003
Butyricicoccus sp. GAM44	2109686	S	200	0	200	0.00002
Intestinibacillus sp. NTUH-41-i26	3079303	S	91	877	968	0.00008
Acutalibacter muris	1796620	S	174	6	180	0.00002
Caproiciproducens sp. CPB-2	3030017	S	47	25	72	0.00001
uncultured Caproiciproducens sp.	1738647	S	26	2	28	0.00000
Caproicibacter fermentans	2576756	S	15	10	25	0.00000
Maliibacterium massiliense	2086585	S	229	18	247	0.00002
Desulfitobacterium dehalogenans	36854	S	44	0	44	0.00000
Desulfosporosinus acidiphilus	885581	S	10	0	10	0.00000
Syntrophobotulus glycolicus	51197	S	22	0	22	0.00000
Aristaeella lactis	3046383	S	41	4	45	0.00000
Syntrophomonas wolfei	863	S	14	0	14	0.00000
Desulfoscipio sp. XC116	3144975	S	13	0	13	0.00000
Clostridioides difficile	1496	S	4672	3382	8054	0.00069
Clostridioides sp. ES-S-0107-01	2770772	S	20	1	21	0.00000
Romboutsia ilealis	1115758	S	44	20	64	0.00001
Romboutsia sp. 13368	2708053	S	27	15	42	0.00000
Peptacetobacter hiranonis	89152	S	87	5	92	0.00001
Intestinibacter bartlettii	261299	S	64	3	67	0.00001
Paraclostridium sordellii	1505	S	22	4	26	0.00000
Emergencia timonensis	1776384	S	218	8	226	0.00002
Emergencia sp. JLR.KK010	3114296	S	66	4	70	0.00001
Aminipila butyrica	433296	S	29	4	33	0.00000
Aminipila luticellarii	2507160	S	21	4	25	0.00000
Aminipila terrae	2697030	S	21	4	25	0.00000
Mogibacterium diversum	114527	S	14	1	15	0.00000
Mogibacterium neglectum	114528	S	13	2	15	0.00000
Filifactor alocis	143361	S	303	49	352	0.00003
Alkaliphilus oremlandii	461876	S	51	1	52	0.00000
Alkaliphilus metalliredigens	208226	S	16	0	16	0.00000
Peptoclostridium acidaminophilum	1731	S	28	1	29	0.00000
Geosporobacter ferrireducens	1424294	S	10	0	10	0.00000
Christensenella massiliensis	1805714	S	242	12	254	0.00002
Christensenella minuta	626937	S	108	3	111	0.00001
Monoglobus pectinilyticus	1981510	S	87	5	92	0.00001
Gelria sp. Kuro-4	2796927	S	20	0	20	0.00000
Caldanaerobacter subterraneus	911092	S	14	2	16	0.00000
Carboxydothermus hydrogenoformans	129958	S	10	0	10	0.00000
Halanaerobium hydrogeniformans	656519	S	17	4	21	0.00000
Halanaerobium praevalens	2331	S	13	2	15	0.00000
Anoxybacter fermentans	1323375	S	20	0	20	0.00000
Thermanaeromonas toyohensis	161154	S	17	0	17	0.00000
Zhaonella formicivorans	2528593	S	11	0	11	0.00000
Phascolarctobacterium faecium	33025	S	112901	2081	114982	0.00985
Phascolarctobacterium succinatutens	626940	S	14	6	20	0.00000
Acidaminococcus intestini	187327	S	167	7	174	0.00001
Acidaminococcus fermentans	905	S	19	0	19	0.00000
Megasphaera elsdenii	907	S	490	33	523	0.00004
Megasphaera massiliensis	1232428	S	30	1	31	0.00000
Megasphaera stantonii	2144175	S	21	1	22	0.00000
Veillonella parvula	29466	S	143	21	164	0.00001
Veillonella rogosae	423477	S	20	5	25	0.00000
Dialister pneumosintes	39950	S	24	5	29	0.00000
Pelosinus fermentans	365349	S	409	9	418	0.00004
Sporomusa termitida	2377	S	10	24	34	0.00000
Selenomonas dianae	135079	S	225	37	262	0.00002
Selenomonas ruminantium	971	S	16	0	16	0.00000
Streptococcus thermophilus	1308	S	12471	5630	18101	0.00155
Streptococcus salivarius	1304	S	3813	5623	9436	0.00081
Streptococcus pasteurianus	197614	S	2370	20848	23218	0.00199
Streptococcus sp. LPB0220	2610896	S	234	223	457	0.00004
Streptococcus sp. A12	1759399	S	180	93	273	0.00002
Streptococcus sp. ZY1909104	3233335	S	139	141	280	0.00002
Streptococcus sp. FDAARGOS_192	1839799	S	109	286	395	0.00003
Streptococcus sp. FSL R7-0248	2975324	S	94	286	380	0.00003
Streptococcus sp. CP1998	3238303	S	52	99	151	0.00001
Streptococcus sp. Marseille-Q3533	2759692	S	42	13	55	0.00000
Streptococcus sp. oral taxon 061	712623	S	35	17	52	0.00000
Streptococcus sp. oral taxon 431	712633	S	35	19	54	0.00000
Streptococcus sp. Marseille-Q6470	2972784	S	30	13	43	0.00000
Streptococcus sp. SN-1	3074854	S	29	19	48	0.00000
Streptococcus sp. HSISS2	1316411	S	27	48	75	0.00001
Streptococcus sp. FSL K6-1323	2954513	S	25	163	188	0.00002
Streptococcus sp. HSISS3	1316412	S	22	38	60	0.00001
Streptococcus sp. FSL W7-1342	2954545	S	21	186	207	0.00002
Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	3077584	S	17	8	25	0.00000
Streptococcus sp. NPS 308	1902136	S	12	9	21	0.00000
Streptococcus sp. 116-D4	2598453	S	10	5	15	0.00000
Streptococcus parasanguinis	1318	S	618	481	1099	0.00009
Streptococcus vestibularis	1343	S	384	203	587	0.00005
Streptococcus oralis	1303	S	201	193	394	0.00003
Streptococcus cristatus	45634	S	177	36	213	0.00002
Streptococcus ilei	1156431	S	158	212	370	0.00003
Streptococcus mitis	28037	S	153	113	266	0.00002
Streptococcus sanguinis	1305	S	141	46	187	0.00002
Streptococcus gallolyticus	315405	S	125	211	336	0.00003
Streptococcus australis	113107	S	119	158	277	0.00002
Streptococcus lingualis	3098076	S	117	129	246	0.00002
Streptococcus suis	1307	S	116	69	185	0.00002
Streptococcus gordonii	1302	S	83	13	96	0.00001
Streptococcus intermedius	1338	S	32	20	52	0.00000
Streptococcus anginosus	1328	S	23	54	77	0.00001
Streptococcus rubneri	1234680	S	74	81	155	0.00001
Streptococcus pneumoniae	1313	S	65	71	136	0.00001
Streptococcus agalactiae	1311	S	65	572	637	0.00005
Streptococcus koreensis	2382163	S	63	98	161	0.00001
Streptococcus oriscaviae	2781599	S	54	4	58	0.00000
Streptococcus lactarius	684066	S	48	11	59	0.00001
Streptococcus dentalis	3098075	S	40	77	117	0.00001
Streptococcus toyakuensis	2819619	S	30	46	76	0.00001
Streptococcus merionis	400065	S	25	0	25	0.00000
Streptococcus gwangjuense	1433513	S	18	18	36	0.00000
Streptococcus infantis	68892	S	15	5	20	0.00000
Streptococcus parasuis	1501662	S	14	5	19	0.00000
Streptococcus pseudopneumoniae	257758	S	14	19	33	0.00000
Streptococcus pseudoporcinus	361101	S	13	3	16	0.00000
Streptococcus parapneumoniae	2993430	S	13	14	27	0.00000
Streptococcus nidrosiense	3140788	S	11	5	16	0.00000
Streptococcus pyogenes	1314	S	10	12	22	0.00000
Streptococcus equinus	1335	S	10	4	14	0.00000
Streptococcus iniae	1346	S	10	1	11	0.00000
Lactococcus lactis	1358	S	74	72	146	0.00001
Lactococcus petauri	1940789	S	49	124	173	0.00001
Lactococcus garvieae	1363	S	18	6	24	0.00000
Lactococcus cremoris	1359	S	15	61	76	0.00001
Lactobacillus ultunensis	227945	S	245	24	269	0.00002
Leuconostoc lactis	1246	S	47	58	105	0.00001
Leuconostoc mesenteroides	1245	S	17	16	33	0.00000
Leuconostoc citreum	33964	S	17	89	106	0.00001
Leuconostoc pseudomesenteroides	33968	S	17	14	31	0.00000
Weissella cibaria	137591	S	74	14	88	0.00001
Lactiplantibacillus plantarum	1590	S	69	69	138	0.00001
Ligilactobacillus ruminis	1623	S	32	6	38	0.00000
Ligilactobacillus salivarius	1624	S	22	10	32	0.00000
Lacticaseibacillus rhamnosus	47715	S	45	17	62	0.00001
Lacticaseibacillus paracasei	1597	S	19	14	33	0.00000
Pediococcus pentosaceus	1255	S	59	19	78	0.00001
Limosilactobacillus mucosae	97478	S	16	1	17	0.00000
Levilactobacillus brevis	1580	S	17	10	27	0.00000
Companilactobacillus crustorum	392416	S	10	3	13	0.00000
Enterococcus avium	33945	S	443	170	613	0.00005
Enterococcus faecium	1352	S	314	607	921	0.00008
Enterococcus faecalis	1351	S	96	126	222	0.00002
Enterococcus cecorum	44008	S	38	8	46	0.00000
Enterococcus casseliflavus	37734	S	25	31	56	0.00000
Enterococcus raffinosus	71452	S	14	1	15	0.00000
Tetragenococcus halophilus	51669	S	21	3	24	0.00000
Granulicatella adiacens	46124	S	110	14	124	0.00001
Carnobacterium maltaromaticum	2751	S	15	2	17	0.00000
Jeotgalibaca ciconiae	2496265	S	17	3	20	0.00000
Aerococcus sanguinicola	119206	S	11	1	12	0.00000
Abiotrophia defectiva	46125	S	12	4	16	0.00000
Staphylococcus aureus	1280	S	5214	61259	66473	0.00570
Staphylococcus saprophyticus	29385	S	292	65	357	0.00003
Staphylococcus nepalensis	214473	S	21	1	22	0.00000
Staphylococcus haemolyticus	1283	S	14	4	18	0.00000
Staphylococcus piscifermentans	70258	S	11	0	11	0.00000
Macrococcus brunensis	198483	S	89	5	94	0.00001
Bacillus velezensis	492670	S	54	512	566	0.00005
Bacillus paralicheniformis	1648923	S	24	44	68	0.00001
Bacillus sp. 1NLA3E	666686	S	52	9	61	0.00001
Bacillus sp. T3	467262	S	16	2	18	0.00000
Bacillus sp. FJAT-42376	2014076	S	12	2	14	0.00000
Bacillus smithii	1479	S	47	19	66	0.00001
Bacillus pseudomycoides	64104	S	10	10	20	0.00000
Bacillus swezeyi	1925020	S	19	1	20	0.00000
Bacillus altitudinis	293387	S	15	36	51	0.00000
Bacillus infantis	324767	S	12	1	13	0.00000
