name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sphingomonas sp. S2-65	2903960	S	47	26	73	0.00001
Sphingomonas sp. QA11	2950605	S	17	7	24	0.00000
Sphingomonas sp. LY29	3095341	S	13	6	19	0.00000
Sphingomonas sp. NY01	2968057	S	12	8	20	0.00000
Sphingomonas sp. MMS24-J45	3238806	S	11	5	16	0.00000
Sphingomonas sinipercae	2714944	S	18	10	28	0.00000
Sphingomonas albertensis	2762591	S	17	11	28	0.00000
Sphingomonas donggukensis	2949093	S	15	11	26	0.00000
Sphingomonas aerolata	185951	S	15	9	24	0.00000
Sphingomonas changnyeongensis	2698679	S	13	10	23	0.00000
Novosphingobium sp. RL4	3109595	S	12	10	22	0.00000
Novosphingobium sp. 9	2025349	S	11	8	19	0.00000
Novosphingobium ginsenosidimutans	1176536	S	22	15	37	0.00000
Sphingobium yanoikuyae	13690	S	12	63	75	0.00001
Sphingorhabdus sp. YGSMI21	2077182	S	28	7	35	0.00000
Zymomonas mobilis	542	S	118	106	224	0.00002
Paraurantiacibacter namhicola	645517	S	11	17	28	0.00000
Sphingosinicella microcystinivorans	335406	S	20	26	46	0.00000
Komagataeibacter oboediens	65958	S	482	144	626	0.00005
Asaia bogorensis	91915	S	51	10	61	0.00000
Commensalibacter melissae	2070537	S	49	2	51	0.00000
Acetobacter aceti	435	S	17	9	26	0.00000
Acetobacter persici	1076596	S	11	8	19	0.00000
Gluconobacter oxydans	442	S	11	6	17	0.00000
Roseomonas haemaphysalidis	2768162	S	24	11	35	0.00000
Roseomonas gilardii	257708	S	12	10	22	0.00000
Elioraea tepida	2843330	S	36	12	48	0.00000
Leisingera aquaemixtae	1396826	S	31	76	107	0.00001
Roseobacter ponti	1891787	S	43	27	70	0.00001
Jannaschia ovalis	3038773	S	11	20	31	0.00000
Roseicyclus elongatus	159346	S	14	21	35	0.00000
Paracoccus seriniphilus	184748	S	26	37	63	0.00000
Roseinatronobacter sp. S2	3035471	S	12	7	19	0.00000
Pikeienuella piscinae	2748098	S	15	14	29	0.00000
Tabrizicola piscis	2494374	S	13	20	33	0.00000
Azospirillum sp. A29	3160606	S	14	26	40	0.00000
Niveispirillum cyanobacteriorum	1612173	S	11	5	16	0.00000
Magnetospirillum gryphiswaldense	55518	S	20	5	25	0.00000
Magnetospirillum sp. XM-1	1663591	S	13	7	20	0.00000
Ferrovibrio terrae	2594003	S	11	3	14	0.00000
Aestuariispira ectoiniformans	2775080	S	47	7	54	0.00000
Varunaivibrio sulfuroxidans	1773489	S	35	5	40	0.00000
Nisaea acidiphila	1862145	S	15	4	19	0.00000
Paramagnetospirillum magneticum	84159	S	20	11	31	0.00000
Terasakiella sp. SH-1	2560057	S	11	0	11	0.00000
Brevundimonas sp. LM2	1938605	S	46	22	68	0.00000
Brevundimonas olei	657642	S	10	8	18	0.00000
Caulobacter vibrioides	155892	S	50	24	74	0.00001
Phenylobacterium zucineum	284016	S	14	8	22	0.00000
Wolbachia endosymbiont (group B) of Ennomos erosarius	3066175	S	34	41	75	0.00001
Hirschia baltica	2724	S	50	2	52	0.00000
Candidatus Nucleicultrix amoebiphila	1509244	S	29	1	30	0.00000
Candidatus Nesciobacter abundans	2601668	S	11	0	11	0.00000
Sneathiella marina	2950108	S	25	1	26	0.00000
Sneathiella aquimaris	2599305	S	18	1	19	0.00000
Pseudemcibacter aquimaris	2857064	S	30	1	31	0.00000
Tistrella mobilis	171437	S	14	15	29	0.00000
Maricaulis maris	74318	S	14	3	17	0.00000
Akkermansia massiliensis	2927224	S	6032	13283	19315	0.00140
Akkermansia muciniphila	239935	S	473	31	504	0.00004
Akkermansia sp. N21116	3040764	S	24	3	27	0.00000
Akkermansia glycaniphila	1679444	S	15	0	15	0.00000
Luteolibacter sp. SL250	2995170	S	12	0	12	0.00000
Verrucomicrobium sp. GAS474	1882831	S	11	0	11	0.00000
Fontisphaera persica	2974023	S	11	0	11	0.00000
Opitutus sp. GAS368	1882749	S	15	1	16	0.00000
Actomonas aquatica	2866162	S	19	1	20	0.00000
Planctomyces sp. SH-PL62	1636152	S	21	4	25	0.00000
Lacipirellula parvula	2650471	S	10	4	14	0.00000
Paludisphaera borealis	1387353	S	11	1	12	0.00000
Poriferisphaera corsica	2528020	S	10	0	10	0.00000
Mucisphaera calidilacus	2527982	S	10	0	10	0.00000
Campylobacter jejuni	197	S	2240	15611	17851	0.00130
Campylobacter coli	195	S	50	34	84	0.00001
Campylobacter concisus	199	S	19	0	19	0.00000
Campylobacter insulaenigrae	260714	S	12	1	13	0.00000
Sulfurimonas sp. HSL-3221	2894755	S	11	5	16	0.00000
Sulfurimonas marina	2590551	S	27	20	47	0.00000
Hydrogenimonas thermophila	223786	S	27	1	28	0.00000
Desulfovibrio piger	901	S	281	126	407	0.00003
Desulfovibrio desulfuricans	876	S	79	24	103	0.00001
Desulfovibrio mangrovi	2976983	S	45	17	62	0.00000
Desulfovibrio fairfieldensis	44742	S	35	7	42	0.00000
Desulfovibrio subterraneus	2718620	S	18	6	24	0.00000
Pseudodesulfovibrio profundus	57320	S	21	26	47	0.00000
Pseudodesulfovibrio sediminis	2810563	S	14	6	20	0.00000
Pseudodesulfovibrio piezophilus	879567	S	13	4	17	0.00000
Pseudodesulfovibrio cashew	2678688	S	13	11	24	0.00000
Pseudodesulfovibrio nedwellii	2973072	S	12	3	15	0.00000
Nitratidesulfovibrio vulgaris	881	S	43	32	75	0.00001
Nitratidesulfovibrio liaohensis	2604158	S	25	11	36	0.00000
uncultured Mailhella sp.	1981031	S	56	22	78	0.00001
Maridesulfovibrio sp.	2795000	S	26	2	28	0.00000
Maridesulfovibrio salexigens	880	S	22	3	25	0.00000
Taurinivorans muris	2787751	S	39	2	41	0.00000
Solidesulfovibrio carbinolicus	296842	S	11	9	20	0.00000
Oleidesulfovibrio alaskensis	58180	S	23	25	48	0.00000
Salidesulfovibrio onnuriiensis	2583823	S	18	7	25	0.00000
Lawsonia intracellularis	29546	S	15	0	15	0.00000
Desulfobaculum bizertense	376490	S	10	0	10	0.00000
Desulfomicrobium orale	132132	S	18	6	24	0.00000
Geotalea daltonii	1203471	S	43	3	46	0.00000
Geotalea uraniireducens	351604	S	15	3	18	0.00000
Geobacter sp. FeAm09	2597769	S	15	3	18	0.00000
Geobacter sp. SVR	2495594	S	10	2	12	0.00000
Geobacter pickeringii	345632	S	11	8	19	0.00000
Trichlorobacter lovleyi	313985	S	13	2	15	0.00000
Desulfuromonas soudanensis	1603606	S	23	3	26	0.00000
Desulfuromonas thiophila	57664	S	22	3	25	0.00000
Desulfuromonas sp. DDH964	1823759	S	11	2	13	0.00000
Desulfuromonas versatilis	2802975	S	11	2	13	0.00000
Syntrophotalea carbinolica	19	S	15	1	16	0.00000
Syntrophotalea acetylenica	29542	S	10	1	11	0.00000
Desulfosarcina alkanivorans	571177	S	20	5	25	0.00000
Desulforapulum autotrophicum	2296	S	10	0	10	0.00000
Desulfonema magnum	45655	S	14	0	14	0.00000
Desulfofustis limnaeus	2740163	S	17	2	19	0.00000
Desulfocapsa sulfexigens	65555	S	10	0	10	0.00000
Desulfobulbus propionicus	894	S	14	4	18	0.00000
Desulfobulbus oralis	1986146	S	10	4	14	0.00000
Desulfobacca acetoxidans	60893	S	52	2	54	0.00000
Syntrophobacter fumaroxidans	119484	S	21	5	26	0.00000
Desulfoglaeba alkanexedens	361111	S	10	0	10	0.00000
Desulfomonile tiedjei	2358	S	19	0	19	0.00000
Desulfoferula mesophila	3058419	S	11	0	11	0.00000
Treponema peruense	2787628	S	34	1	35	0.00000
Treponema vincentii	69710	S	27	43	70	0.00001
Treponema sp. OMZ 787	2563669	S	12	16	28	0.00000
Treponema denticola	158	S	25	44	69	0.00001
Treponema bryantii	163	S	24	0	24	0.00000
Treponema primitia	88058	S	23	0	23	0.00000
Treponema ruminis	744515	S	20	0	20	0.00000
Treponema brennaborense	81028	S	18	0	18	0.00000
Treponema saccharophilum	165	S	18	0	18	0.00000
Treponema medium	58231	S	17	21	38	0.00000
Treponema putidum	221027	S	12	9	21	0.00000
Brucepastera parasyntrophica	2880008	S	18	1	19	0.00000
Marispirochaeta aestuarii	1963862	S	87	2	89	0.00001
Salinispira pacifica	1307761	S	22	0	22	0.00000
Spirochaeta thermophila	154	S	13	0	13	0.00000
Breznakiella homolactica	2798577	S	27	0	27	0.00000
Leadbettera azotonutricia	150829	S	24	0	24	0.00000
Sphaerochaeta globosa	1131703	S	16	1	17	0.00000
Sphaerochaeta pleomorpha	1131707	S	11	0	11	0.00000
Leptospira kobayashii	1917830	S	45	16	61	0.00000
Leptospira sp. WS58.C1	3235173	S	22	3	25	0.00000
Leptospira sp. WS4.C2	3235172	S	10	14	24	0.00000
Turneriella parva	29510	S	31	0	31	0.00000
Brachyspira pilosicoli	52584	S	12	7	19	0.00000
Archangium gephyra	48	S	26	25	51	0.00000
Anaeromyxobacter sp. Fw109-5	404589	S	10	10	20	0.00000
Vulgatibacter incomptus	1391653	S	12	2	14	0.00000
Pendulispora brunnea	2905690	S	15	1	16	0.00000
Sorangium cellulosum	56	S	39	5	44	0.00000
Polyangium aurulentum	2567896	S	11	0	11	0.00000
Chondromyces crocatus	52	S	10	0	10	0.00000
Sandaracinus amylolyticus	927083	S	15	1	16	0.00000
Nannocystis poenicansa	2995304	S	26	2	28	0.00000
Haliangium ochraceum	80816	S	21	2	23	0.00000
Telmatobacter sp. DSM 110680	3036704	S	29	2	31	0.00000
Edaphobacter sp. 4G125	2763071	S	13	2	15	0.00000
Candidatus Korobacter versatilis	658062	S	11	0	11	0.00000
Paludibaculum fermentans	1473598	S	12	0	12	0.00000
Geothrix sp. PMB-07	3068640	S	21	16	37	0.00000
Mesoterricola sediminis	2927980	S	21	4	25	0.00000
Sulfidibacter corallicola	2818388	S	19	0	19	0.00000
Micavibrio aeruginosavorus	349221	S	26	0	26	0.00000
Bdellovibrio bacteriovorus	959	S	24	0	24	0.00000
Thermodesulfovibrio yellowstonii	28262	S	12	0	12	0.00000
Flexistipes sinusarabici	2352	S	10	0	10	0.00000
Hydrogenobacter thermophilus	940	S	20	0	20	0.00000
Sphaerobacter thermophilus	2057	S	22	1	23	0.00000
Nitrospina watsonii	1323948	S	11	1	12	0.00000
Blautia wexlerae	418240	S	558793	233528	792321	0.05760
Blautia obeum	40520	S	99583	20246	119829	0.00871
Blautia sp. SC05B48	2479767	S	19748	19220	38968	0.00283
Blautia luti	89014	S	17008	4326	21334	0.00155
Blautia hydrogenotrophica	53443	S	4564	262	4826	0.00035
Blautia hansenii	1322	S	2042	327	2369	0.00017
Blautia parvula	2877527	S	1324	216	1540	0.00011
Blautia coccoides	1532	S	1320	3262	4582	0.00033
Blautia argi	1912897	S	1083	183	1266	0.00009
Blautia producta	33035	S	991	2920	3911	0.00028
Blautia pseudococcoides	1796616	S	772	46	818	0.00006
Blautia liquoris	2779518	S	478	9	487	0.00004
Blautia massiliensis (ex Durand et al. 2017)	1737424	S	37	102759	102796	0.00747
Roseburia intestinalis	166486	S	622438	262249	884687	0.06431
Roseburia hominis	301301	S	36156	5448	41604	0.00302
Roseburia rectibacter	2763062	S	16690	2963	19653	0.00143
Roseburia faecis	301302	S	4080	479	4559	0.00033
Roseburia sp. 831b	1261635	S	2460	110	2570	0.00019
Roseburia sp. 499	1261634	S	1440	51	1491	0.00011
Coprococcus sp. ART55/1	751585	S	405207	50250	455457	0.03311
Coprococcus comes	410072	S	133844	69211	203055	0.01476
Coprococcus eutactus	33043	S	37714	26647	64361	0.00468
Coprococcus catus	116085	S	26225	3256	29481	0.00214
Agathobacter rectalis	39491	S	433763	79152	512915	0.03729
[Ruminococcus] torques	33039	S	65149	14085	79234	0.00576
Mediterraneibacter gnavus	33038	S	62678	14759	77437	0.00563
[Ruminococcus] lactaris	46228	S	3374	303	3677	0.00027
Mediterraneibacter glycyrrhizinilyticus	342942	S	3227	497	3724	0.00027
Simiaoa sunii	2763672	S	134211	16084	150295	0.01093
Dorea longicatena	88431	S	72325	12510	84835	0.00617
Dorea formicigenerans	39486	S	21897	4028	25925	0.00188
Anaerobutyricum hallii	39488	S	87886	8324	96210	0.00699
Anaerostipes hadrus	649756	S	41450	3533	44983	0.00327
Anaerostipes rhamnosivorans	1229621	S	369	29	398	0.00003
Anaerostipes caccae	105841	S	215	43	258	0.00002
Anaerostipes sp. PC18	3036926	S	152	31	183	0.00001
Enterocloster bolteae	208479	S	22513	2286	24799	0.00180
Enterocloster clostridioformis	1531	S	8952	1511	10463	0.00076
Enterocloster asparagiformis	333367	S	6088	130	6218	0.00045
Lachnospira eligens	39485	S	30225	1356	31581	0.00230
[Clostridium] scindens	29347	S	7866	408	8274	0.00060
[Clostridium] symbiosum	1512	S	1692	86	1778	0.00013
[Clostridium] hylemonae	89153	S	699	25	724	0.00005
Lachnoclostridium phytofermentans	66219	S	239	1	240	0.00002
Hungatella hathewayi	154046	S	7134	419	7553	0.00055
Eisenbergiella porci	2652274	S	6306	393	6699	0.00049
Sellimonas catena	2994035	S	3345	549	3894	0.00028
Sellimonas intestinalis	1653434	S	1383	77	1460	0.00011
Sellimonas caecigallum	2592333	S	535	23	558	0.00004
Eshraghiella crossota	45851	S	3372	261	3633	0.00026
Wansuia hejianensis	2763667	S	3240	87	3327	0.00024
Lacrimispora saccharolytica	84030	S	965	216	1181	0.00009
Lacrimispora sp. JR3	3111456	S	269	36	305	0.00002
Lacrimispora sp. HJ-01	3375704	S	225	145	370	0.00003
Lacrimispora sp. BS-2	3151850	S	202	89	291	0.00002
Lacrimispora xylanisolvens	384636	S	345	25	370	0.00003
Lacrimispora xylanolytica	29375	S	282	23	305	0.00002
Lacrimispora sphenoides	29370	S	147	86	233	0.00002
Butyrivibrio fibrisolvens	831	S	862	52	914	0.00007
Butyrivibrio proteoclasticus	43305	S	387	63	450	0.00003
Butyrivibrio hungatei	185008	S	271	38	309	0.00002
Wujia chipingensis	2763670	S	1544	237	1781	0.00013
Qiania dongpingensis	2763669	S	1388	56	1444	0.00010
Marvinbryantia formatexigens	168384	S	1328	25	1353	0.00010
Anaerocolumna sp. MB42-C2	3070997	S	181	52	233	0.00002
Anaerocolumna sp. AGMB13025	3039116	S	159	10	169	0.00001
Anaerocolumna sp. AGMB13020	3081750	S	159	9	168	0.00001
Anaerocolumna sedimenticola	2696063	S	234	83	317	0.00002
Anaerocolumna chitinilytica	1727145	S	177	11	188	0.00001
Anaerocolumna cellulosilytica	433286	S	114	7	121	0.00001
Faecalimonas umbilicata	1912855	S	1014	167	1181	0.00009
Novisyntrophococcus fermenticellae	2068655	S	774	23	797	0.00006
Claveliimonas bilis	3028070	S	704	40	744	0.00005
Lachnoanaerobaculum gingivalis	2490855	S	298	185	483	0.00004
Lachnoanaerobaculum umeaense	617123	S	119	75	194	0.00001
Kineothrix sp. IPX-CK	3123317	S	212	7	219	0.00002
Kineothrix sp. MB12-C1	3070215	S	197	6	203	0.00001
Chordicoccus furentiruminis	2709410	S	330	9	339	0.00002
Stomatobaculum sp. F0698	3059030	S	312	4	316	0.00002
Pseudobutyrivibrio xylanivorans	185007	S	227	2	229	0.00002
Herbinix luporum	1679721	S	163	7	170	0.00001
Chakrabartyella piscis	2918914	S	135	1	136	0.00001
Anaeropeptidivorans aminofermentans	2934315	S	119	0	119	0.00001
Anaeromicropila herbilytica	2785025	S	98	0	98	0.00001
[Clostridium] colinum	36835	S	16	0	16	0.00000
Candidatus Epulonipiscium viviparus	420336	S	13	0	13	0.00000
Anaerotignum propionicum	28446	S	165	18	183	0.00001
Anaerotignum sp. MB30-C6	3070814	S	67	9	76	0.00001
Vallitalea pronyensis	1348613	S	40	18	58	0.00000
Vallitalea guaymasensis	1185412	S	30	14	44	0.00000
Petrocella atlantisensis	2173034	S	43	1	44	0.00000
Cellulosilyticum lentocellum	29360	S	13	14	27	0.00000
Cellulosilyticum sp. WCF-2	2497860	S	13	14	27	0.00000
Defluviitalea saccharophila	879970	S	27	1	28	0.00000
Faecalibacterium prausnitzii	853	S	748997	418971	1167968	0.08491
Faecalibacterium sp. I3-3-89	2929493	S	77498	27429	104927	0.00763
Faecalibacterium sp. IP-3-29	2929489	S	27839	52861	80700	0.00587
Faecalibacterium sp. I2-3-92	2929490	S	25106	52065	77171	0.00561
Faecalibacterium sp. i21-0019-B1	3141184	S	10627	28939	39566	0.00288
Faecalibacterium sp. I4-3-84	2929495	S	10446	18212	28658	0.00208
Faecalibacterium sp. I4-1-79	2929494	S	8419	6786	15205	0.00111
Faecalibacterium sp. I3-3-33	2929492	S	8412	4813	13225	0.00096
Faecalibacterium sp. IP-1-18	2929488	S	4813	25571	30384	0.00221
Faecalibacterium sp. i25-0019-C1	3141185	S	3568	14617	18185	0.00132
Faecalibacterium duncaniae	411483	S	58545	116429	174974	0.01272
Faecalibacterium wellingii	2929491	S	39905	35212	75117	0.00546
Faecalibacterium taiwanense	3030638	S	15291	44270	59561	0.00433
Ruminococcus sp. SR1/5	657323	S	40214	93380	133594	0.00971
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	1462	293	1755	0.00013
Ruminococcus champanellensis	1161942	S	1018	184	1202	0.00009
Ruminococcus bovis	2564099	S	484	25	509	0.00004
Ruminococcus albus	1264	S	381	10	391	0.00003
Ruminococcus gauvreauii	438033	S	376	21	397	0.00003
Flavonifractor plautii	292800	S	33696	2971	36667	0.00267
Lawsonibacter asaccharolyticus	2108523	S	26205	2057	28262	0.00205
Anaerotruncus colihominis	169435	S	23253	2803	26056	0.00189
Vescimonas coprocola	2714355	S	10256	2338	12594	0.00092
Vescimonas fastidiosa	2714353	S	5628	1551	7179	0.00052
Subdoligranulum variabile	214851	S	6354	3448	9802	0.00071
uncultured Subdoligranulum sp.	512298	S	3681	2298	5979	0.00043
Oscillibacter sp. PEA192	2109687	S	7687	30124	37811	0.00275
Oscillibacter hominis	2763056	S	5832	743	6575	0.00048
Dysosmobacter welbionis	2093857	S	12588	45923	58511	0.00425
Ruthenibacterium lactatiformans	1550024	S	10281	606	10887	0.00079
Ruthenibacterium sp. TH_2024_36131	3136601	S	1577	273	1850	0.00013
Pusillibacter faecalis	2714358	S	6162	516	6678	0.00049
Pseudoflavonifractor gallinarum	2779352	S	1757	189	1946	0.00014
Caproicibacterium argilliputei	3030016	S	402	120	522	0.00004
Caproicibacterium lactatifermentans	2666138	S	334	90	424	0.00003
Caproicibacterium amylolyticum	2766537	S	154	39	193	0.00001
Caproicibacterium sp. BJN0003	2994078	S	121	12	133	0.00001
Solibaculum mannosilyticum	2780922	S	738	117	855	0.00006
Paludicola sp. MB14-C6	3070656	S	241	2	243	0.00002
Mageeibacillus indolicus	884684	S	195	18	213	0.00002
Ruminiclostridium herbifermentans	2488810	S	82	4	86	0.00001
Ruminiclostridium cellulolyticum	1521	S	45	7	52	0.00000
Ruminiclostridium papyrosolvens	29362	S	35	7	42	0.00000
Petroclostridium sp. X23	3045146	S	141	1	142	0.00001
Ethanoligenens harbinense	253239	S	107	4	111	0.00001
Thermocaproicibacter melissae	2966552	S	98	3	101	0.00001
Amygdalobacter indicium	3029272	S	29	21	50	0.00000
Amygdalobacter nucleatus	3029274	S	21	17	38	0.00000
Acetivibrio thermocellus	1515	S	35	5	40	0.00000
Acetivibrio clariflavus	288965	S	30	2	32	0.00000
Thermoclostridium stercorarium	1510	S	52	2	54	0.00000
Fastidiosipila sanguinis	236753	S	27	1	28	0.00000
Eubacterium ramulus	39490	S	24748	3790	28538	0.00207
Eubacterium ventriosum	39496	S	4616	466	5082	0.00037
Eubacterium callanderi	53442	S	2337	214	2551	0.00019
Eubacterium sp. MSJ-33	2841528	S	348	36	384	0.00003
Eubacterium limosum	1736	S	328	16	344	0.00003
Eubacterium maltosivorans	2041044	S	155	6	161	0.00001
Acetobacterium wieringae	52694	S	26	2	28	0.00000
Acetobacterium woodii	33952	S	21	1	22	0.00000
uncultured Acetobacterium sp.	217139	S	12	1	13	0.00000
Acetobacterium sp. KB-1	2184575	S	11	1	12	0.00000
Alkalibacter rhizosphaerae	2815577	S	19	0	19	0.00000
Clostridium sp. M62/1	411486	S	7550	1906	9456	0.00069
Clostridium sp. C45	3373596	S	708	57	765	0.00006
Clostridium sp. SY8519	1042156	S	359	12	371	0.00003
Clostridium sp. BJN0013	3236840	S	74	17	91	0.00001
Clostridium sp. DL-VIII	641107	S	65	7	72	0.00001
Clostridium sp. MD294	97138	S	54	0	54	0.00000
Clostridium sp. BJN0001	2930219	S	25	2	27	0.00000
Clostridium sp. JN-9	2507159	S	19	0	19	0.00000
Clostridium sp. BNL1100	755731	S	18	4	22	0.00000
Clostridium sp. 'deep sea'	2779445	S	14	0	14	0.00000
Clostridium sp. JS66	3064705	S	10	7	17	0.00000
Clostridium perfringens	1502	S	2142	4980	7122	0.00052
Clostridium cadaveris	1529	S	211	9	220	0.00002
Clostridium manihotivorum	2320868	S	79	2	81	0.00001
Clostridium botulinum	1491	S	73	63	136	0.00001
Clostridium intestinale	36845	S	57	1	58	0.00000
Clostridium estertheticum	238834	S	56	3	59	0.00000
Clostridium thermosuccinogenes	84032	S	43	2	45	0.00000
Clostridium thermarum	1716543	S	39	2	41	0.00000
Clostridium argentinense	29341	S	35	1	36	0.00000
Clostridium pasteurianum	1501	S	34	0	34	0.00000
Clostridium isatidis	182773	S	34	2	36	0.00000
Clostridium tyrobutyricum	1519	S	29	0	29	0.00000
Clostridium cellulovorans	1493	S	29	0	29	0.00000
Clostridium saccharoperbutylacetonicum	36745	S	29	1	30	0.00000
Clostridium gasigenes	94869	S	28	1	29	0.00000
Clostridium kluyveri	1534	S	28	3	31	0.00000
Clostridium aceticum	84022	S	27	1	28	0.00000
Clostridium culturomicium	1499683	S	27	0	27	0.00000
Clostridium baratii	1561	S	23	1	24	0.00000
Clostridium tetani	1513	S	21	1	22	0.00000
Clostridium felsineum	36839	S	20	1	21	0.00000
Clostridium gelidum	704125	S	17	0	17	0.00000
Clostridium butyricum	1492	S	17	58	75	0.00001
Clostridium septicum	1504	S	16	1	17	0.00000
Clostridium bornimense	1216932	S	15	0	15	0.00000
Clostridium novyi	1542	S	13	42	55	0.00000
Clostridium formicaceticum	1497	S	12	0	12	0.00000
Clostridium fermenticellae	2068654	S	12	0	12	0.00000
Clostridium acetobutylicum	1488	S	10	0	10	0.00000
Lactonifactor longoviformis	341220	S	426	20	446	0.00003
Caloramator sp. E03	2576307	S	32	0	32	0.00000
Caloramator sp. mosi_1	3023090	S	25	0	25	0.00000
Caloramator sp. Dgby_cultured_2	3029174	S	16	0	16	0.00000
Proteiniclasticum sp. QWL-01	3036945	S	71	3	74	0.00001
Haloimpatiens lingqiaonensis	1380675	S	39	6	45	0.00000
Crassaminicella profunda	1286698	S	11	0	11	0.00000
Crassaminicella indica	2855394	S	10	1	11	0.00000
Hathewaya histolytica	1498	S	17	0	17	0.00000
Oceanirhabdus sp. W0125-5	2999116	S	13	0	13	0.00000
Sarcina sp. JB2	2726954	S	10	0	10	0.00000
Intestinimonas butyriciproducens	1297617	S	6602	592	7194	0.00052
Flintibacter sp. KGMB00164	2610895	S	1779	195	1974	0.00014
Massilistercora timonensis	2086584	S	559	129	688	0.00005
Sinanaerobacter sp. ZZT-01	3111540	S	28	0	28	0.00000
Proteiniborus sp. MB09-C3	3050072	S	22	1	23	0.00000
Agathobaculum sp. NTUH-O15-33	3079302	S	1583	23	1606	0.00012
Agathobaculum massiliense	3014267	S	970	2364	3334	0.00024
Butyricicoccus sp. GAM44	2109686	S	384	0	384	0.00003
Intestinibacillus sp. NTUH-41-i26	3079303	S	309	759	1068	0.00008
Maliibacterium massiliense	2086585	S	1400	61	1461	0.00011
Acutalibacter muris	1796620	S	607	16	623	0.00005
Caproiciproducens sp. CPB-2	3030017	S	160	8	168	0.00001
uncultured Caproiciproducens sp.	1738647	S	136	6	142	0.00001
Caproicibacter fermentans	2576756	S	219	13	232	0.00002
Caproicibacter sp. BJN0012	3110227	S	24	157	181	0.00001
Aristaeella lactis	3046383	S	177	146	323	0.00002
Aristaeella hokkaidonensis	3046382	S	135	111	246	0.00002
Desulforamulus ruminis	1564	S	83	1	84	0.00001
Desulfofundulus kuznetsovii	58135	S	22	0	22	0.00000
Thermanaerosceptrum fracticalcis	1712410	S	22	0	22	0.00000
Dehalobacterium formicoaceticum	51515	S	10	0	10	0.00000
Desulfosporosinus acidiphilus	885581	S	28	1	29	0.00000
Desulfosporosinus orientis	1563	S	23	1	24	0.00000
Desulfosporosinus meridiei	79209	S	19	1	20	0.00000
Desulfitobacterium dichloroeliminans	233055	S	13	2	15	0.00000
Desulfitobacterium dehalogenans	36854	S	12	1	13	0.00000
Desulfitobacterium hafniense	49338	S	12	1	13	0.00000
Dehalobacter sp. DCM	2907827	S	15	10	25	0.00000
Syntrophobotulus glycolicus	51197	S	10	0	10	0.00000
Heliomicrobium modesticaldum	35701	S	66	2	68	0.00000
Thermincola potens	863643	S	40	1	41	0.00000
Symbiobacterium thermophilum	2734	S	29	0	29	0.00000
Desulfoscipio sp. XC116	3144975	S	20	1	21	0.00000
Syntrophothermus lipocalidus	86170	S	13	0	13	0.00000
Clostridioides difficile	1496	S	15184	1459	16643	0.00121
Clostridioides sp. ES-S-0054-01	2770780	S	10	0	10	0.00000
Romboutsia ilealis	1115758	S	307	135	442	0.00003
Romboutsia sp. 13368	2708053	S	94	51	145	0.00001
Romboutsia sp. CE17	2724150	S	29	4	33	0.00000
Romboutsia hominis	1507512	S	10	1	11	0.00000
Intestinibacter bartlettii	261299	S	106	7	113	0.00001
Paraclostridium sordellii	1505	S	27	6	33	0.00000
Paraclostridium ghonii	29358	S	27	12	39	0.00000
Paraclostridium bifermentans	1490	S	14	7	21	0.00000
Terrisporobacter petrolearius	1460447	S	12	21	33	0.00000
Peptacetobacter hiranonis	89152	S	11	0	11	0.00000
Peptostreptococcus equinus	3003601	S	10	0	10	0.00000
Emergencia timonensis	1776384	S	441	26	467	0.00003
Emergencia sp. JLR.KK010	3114296	S	169	11	180	0.00001
Aminipila butyrica	433296	S	93	14	107	0.00001
Aminipila luticellarii	2507160	S	71	17	88	0.00001
Aminipila terrae	2697030	S	34	8	42	0.00000
Mogibacterium diversum	114527	S	67	11	78	0.00001
Mogibacterium neglectum	114528	S	21	5	26	0.00000
Mogibacterium pumilum	86332	S	19	2	21	0.00000
Filifactor alocis	143361	S	89	7	96	0.00001
Acetoanaerobium sticklandii	1511	S	19	0	19	0.00000
Alkaliphilus sp. B6464	2731219	S	28	0	28	0.00000
Alkaliphilus oremlandii	461876	S	18	0	18	0.00000
Alkaliphilus metalliredigens	208226	S	17	0	17	0.00000
Serpentinicella alkaliphila	1734049	S	17	0	17	0.00000
Peptoclostridium acidaminophilum	1731	S	25	0	25	0.00000
Christensenella massiliensis	1805714	S	1253	81	1334	0.00010
Christensenella minuta	626937	S	1106	45	1151	0.00008
Christensenella sp. MSJ-20	2841518	S	291	6	297	0.00002
Monoglobus pectinilyticus	1981510	S	201	11	212	0.00002
Thermoanaerobacterium sp. RBIITD	1550240	S	30	3	33	0.00000
Thermoanaerobacterium sp. CMT5567-10	3061989	S	18	17	35	0.00000
Thermacetogenium phaeum	85874	S	15	0	15	0.00000
Gelria sp. Kuro-4	2796927	S	14	0	14	0.00000
Moorella thermoacetica	1525	S	37	1	38	0.00000
Moorella humiferrea	676965	S	16	0	16	0.00000
Metallumcola ferriviriculae	3039180	S	42	0	42	0.00000
Zhaonella formicivorans	2528593	S	18	0	18	0.00000
Koleobacter methoxysyntrophicus	2751313	S	70	0	70	0.00001
Halanaerobium praevalens	2331	S	10	10	20	0.00000
Anoxybacter fermentans	1323375	S	11	0	11	0.00000
Biomaibacter acetigenes	2316383	S	17	0	17	0.00000
