name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Massilia varians	457921	S	14	3	17	0.00000
Massilia antarctica	2765360	S	14	4	18	0.00000
Pseudoduganella flava	871742	S	10	3	13	0.00000
Pseudoduganella sp. UC29_71	3350174	S	10	5	15	0.00000
Telluria beijingensis	3068633	S	15	6	21	0.00000
Rugamonas sp. DEMB1	3039386	S	12	4	16	0.00000
Oxalobacter formigenes	847	S	91	2	93	0.00000
Oxalobacter vibrioformis	933080	S	11	0	11	0.00000
Herbaspirillum sp. DW155	3095609	S	12	22	34	0.00000
Herbaspirillum frisingense	92645	S	10	11	21	0.00000
Janthinobacterium tructae	2590869	S	13	21	34	0.00000
Undibacterium sp. YM2	2058625	S	10	0	10	0.00000
Undibacterium parvum	401471	S	12	0	12	0.00000
Bordetella bronchialis	463025	S	11	24	35	0.00000
Alcaligenes faecalis	511	S	26	16	42	0.00000
Pelistega ratti	2652177	S	21	3	24	0.00000
Pigmentiphaga sp. H8	2488560	S	10	8	18	0.00000
Paralcaligenes sp. KSB-10	2901142	S	11	5	16	0.00000
Roseateles sp. SL47	2995138	S	19	5	24	0.00000
Roseateles sp. DAIF2	2714952	S	17	3	20	0.00000
Caldimonas aquatica	376175	S	29	2	31	0.00000
Caldimonas thermodepolymerans	215580	S	13	1	14	0.00000
Leptothrix cholodnii	34029	S	12	0	12	0.00000
Ideonella dechloratans	36863	S	10	0	10	0.00000
Snodgrassella alvi	1196083	S	11	44	55	0.00000
Jeongeupia sp. HS-3	1009682	S	12	1	13	0.00000
Silvimonas soli	2980100	S	10	0	10	0.00000
Laribacter hongkongensis	168471	S	11	1	12	0.00000
Nitrosomonas ureae	44577	S	32	2	34	0.00000
Nitrosospira sp. Is2	3080532	S	10	0	10	0.00000
Denitratisoma oestradiolicum	311182	S	30	1	31	0.00000
Methylophilus sp. DW102	3095607	S	21	0	21	0.00000
Ferribacterium limneticum	76259	S	26	8	34	0.00000
Pseudazoarcus pumilus	2067960	S	18	4	22	0.00000
Azospira restricta	404405	S	15	12	27	0.00000
Chitinivorax sp. PXF-14	3230488	S	10	0	10	0.00000
Acidithiobacillus ferridurans	1232575	S	12	3	15	0.00000
Akkermansia muciniphila	239935	S	24737	2093	26830	0.00125
Akkermansia sp. RCC_12PD	3115152	S	76	207	283	0.00001
Akkermansia sp. AE01SA01	3115151	S	38	110	148	0.00001
Akkermansia massiliensis	2927224	S	259	1001	1260	0.00006
Roseimicrobium sp. ORNL1	2711231	S	44	1	45	0.00000
Luteolibacter sp. LG18	2819286	S	15	1	16	0.00000
Sulfuriroseicoccus oceanibius	2707525	S	14	0	14	0.00000
Fuerstiella marisgermanici	1891926	S	100	1	101	0.00000
Gimesia chilikensis	2605989	S	15	0	15	0.00000
Rubinisphaera brasiliensis	119	S	18	0	18	0.00000
Planctomyces sp. SH-PL14	1632864	S	13	0	13	0.00000
Rosistilla carotiformis	2528017	S	18	0	18	0.00000
Pirellula sp. SH-Sr6A	1632865	S	12	0	12	0.00000
Limnoglobus roseus	2598579	S	16	0	16	0.00000
Tautonia plasticadhaerens	2527974	S	13	11	24	0.00000
Humisphaera borealis	2807512	S	16	0	16	0.00000
Phycisphaera mikurensis	547188	S	11	0	11	0.00000
Rhabdochlamydiaceae symbiont of Dictyostelium giganteum	3342349	S	15	0	15	0.00000
Candidatus Protochlamydia naegleriophila	389348	S	12	0	12	0.00000
Chlamydia abortus	83555	S	22	0	22	0.00000
Campylobacter jejuni	197	S	2303	4931	7234	0.00034
Campylobacter coli	195	S	96	30	126	0.00001
Campylobacter sp. VBCF_01 NA2	2983836	S	26	1	27	0.00000
Campylobacter bilis	2691918	S	17	0	17	0.00000
Campylobacter concisus	199	S	14	0	14	0.00000
Campylobacter hyointestinalis	198	S	13	0	13	0.00000
Sulfurospirillum sp. 1612	3094835	S	81	2	83	0.00000
Sulfurospirillum multivorans	66821	S	12	0	12	0.00000
Helicobacter sp. NHP21005	3040201	S	17	1	18	0.00000
Helicobacter pylori	210	S	16	1	17	0.00000
Helicobacter pullorum	35818	S	10	0	10	0.00000
Sulfurimonas sp. HSL3-2	3131936	S	14	11	25	0.00000
Nitrosophilus kaiyonis	2930200	S	46	2	48	0.00000
Nautilia sp. PV-1	2579250	S	14	0	14	0.00000
Desulfovibrio fairfieldensis	44742	S	1129	99	1228	0.00006
Desulfovibrio desulfuricans	876	S	34	5	39	0.00000
Desulfovibrio piger	901	S	34	4	38	0.00000
Candidatus Desulfovibrio trichonymphae	1725232	S	26	1	27	0.00000
Desulfovibrio ferrophilus	241368	S	18	0	18	0.00000
Pseudodesulfovibrio tunisiensis	463192	S	19	2	21	0.00000
Pseudodesulfovibrio mercurii	641491	S	14	20	34	0.00000
uncultured Pseudodesulfovibrio sp.	2035858	S	11	2	13	0.00000
Maridesulfovibrio sp.	2795000	S	62	6	68	0.00000
Nitratidesulfovibrio vulgaris	881	S	20	10	30	0.00000
uncultured Mailhella sp.	1981031	S	21	2	23	0.00000
Salidesulfovibrio onnuriiensis	2583823	S	19	1	20	0.00000
Desulfocurvibacter africanus	873	S	14	1	15	0.00000
Thermodesulfomicrobium sp. WS	3004129	S	23	2	25	0.00000
Desulfohalobium retbaense	45663	S	17	0	17	0.00000
Geobacter sp. DSM 9736	1277350	S	14	2	16	0.00000
Geobacter sp. FeAm09	2597769	S	13	4	17	0.00000
Geobacter sp. SVR	2495594	S	10	6	16	0.00000
Geotalea uraniireducens	351604	S	23	6	29	0.00000
Trichlorobacter lovleyi	313985	S	14	2	16	0.00000
Trichlorobacter ammonificans	2916410	S	13	2	15	0.00000
Citrifermentans bremense	60035	S	10	4	14	0.00000
Desulfuromonas versatilis	2802975	S	27	4	31	0.00000
Pelobacter propionicus	29543	S	24	7	31	0.00000
Syntrophotalea acetylenica	29542	S	18	2	20	0.00000
Geoalkalibacter subterraneus	483547	S	14	8	22	0.00000
Desulfonema magnum	45655	S	37	0	37	0.00000
Desulfonema limicola	45656	S	22	0	22	0.00000
Desulfococcus multivorans	897	S	21	3	24	0.00000
Desulfosarcina widdelii	947919	S	20	1	21	0.00000
Desulfosarcina sp. BuS5	933262	S	18	0	18	0.00000
Desulfobacter hydrogenophilus	2291	S	20	3	23	0.00000
uncultured Desulfobacter sp.	240139	S	11	0	11	0.00000
Desulfoluna limicola	2810562	S	19	0	19	0.00000
Desulfobulbus propionicus	894	S	13	1	14	0.00000
Desulfobulbus oralis	1986146	S	10	2	12	0.00000
Desulfurivibrio alkaliphilus	427923	S	12	1	13	0.00000
Candidatus Electrothrix sp. GW3-4	3126740	S	11	0	11	0.00000
Desulfoglaeba alkanexedens	361111	S	28	1	29	0.00000
Syntrophobacter fumaroxidans	119484	S	13	4	17	0.00000
Syntrophus buswellii	43774	S	35	4	39	0.00000
Desulfarculus baarsii	453230	S	18	10	28	0.00000
Treponema sp. OMZ 788	2563664	S	20	19	39	0.00000
Treponema denticola	158	S	34	26	60	0.00000
Treponema peruense	2787628	S	27	0	27	0.00000
Treponema putidum	221027	S	22	8	30	0.00000
Treponema ruminis	744515	S	19	0	19	0.00000
Treponema primitia	88058	S	18	0	18	0.00000
Treponema vincentii	69710	S	13	9	22	0.00000
Treponema phagedenis	162	S	13	0	13	0.00000
Brucepastera parasyntrophica	2880008	S	31	0	31	0.00000
Gracilinema caldarium	215591	S	68	0	68	0.00000
Breznakiella homolactica	2798577	S	11	0	11	0.00000
Sediminispirochaeta smaragdinae	55206	S	13	0	13	0.00000
Oceanispirochaeta crateris	2518645	S	13	0	13	0.00000
Borreliella garinii	29519	S	29	2	31	0.00000
Sphaerochaeta pleomorpha	1131707	S	13	1	14	0.00000
Leptospira santarosai	28183	S	62	1	63	0.00000
Brachyspira pilosicoli	52584	S	11	7	18	0.00000
Myxococcus hansupus	1297742	S	10	5	15	0.00000
Corallococcus macrosporus	35	S	16	8	24	0.00000
Corallococcus coralloides	184914	S	13	13	26	0.00000
Pyxidicoccus parkwaysis	2813578	S	14	1	15	0.00000
Archangium violaceum	83451	S	12	11	23	0.00000
Cystobacter fuscus	43	S	28	3	31	0.00000
Pendulispora rubella	2741070	S	28	5	33	0.00000
Chondromyces crocatus	52	S	19	0	19	0.00000
Polyangium aurulentum	2567896	S	15	0	15	0.00000
Nannocystis poenicansa	2995304	S	17	1	18	0.00000
Haliangium ochraceum	80816	S	10	0	10	0.00000
Acidobacterium capsulatum	33075	S	45	4	49	0.00000
Terriglobus roseus	392734	S	19	1	20	0.00000
Terriglobus albidus	1592106	S	19	1	20	0.00000
Telmatobacter sp. DSM 110680	3036704	S	31	1	32	0.00000
Edaphobacter flagellatus	1933044	S	18	2	20	0.00000
Paludibaculum fermentans	1473598	S	18	0	18	0.00000
Bdellovibrio bacteriovorus	959	S	19	0	19	0.00000
Candidatus Endomicrobiellum trichonymphae	1408204	S	24	0	24	0.00000
Mucispirillum schaedleri	248039	S	11	0	11	0.00000
Sphaerobacter thermophilus	2057	S	15	0	15	0.00000
Blautia hydrogenotrophica	53443	S	143532	12637	156169	0.00725
Blautia parvula	2877527	S	85826	21336	107162	0.00498
Blautia argi	1912897	S	15317	4256	19573	0.00091
Blautia wexlerae	418240	S	11443	9161	20604	0.00096
Blautia obeum	40520	S	10314	3675	13989	0.00065
Blautia hansenii	1322	S	8282	4655	12937	0.00060
Blautia pseudococcoides	1796616	S	2805	254	3059	0.00014
Blautia coccoides	1532	S	2500	7766	10266	0.00048
Blautia luti	89014	S	1934	863	2797	0.00013
Blautia producta	33035	S	1366	4883	6249	0.00029
Blautia sp. SC05B48	2479767	S	1133	2092	3225	0.00015
Blautia liquoris	2779518	S	249	11	260	0.00001
Mediterraneibacter gnavus	33038	S	151816	40664	192480	0.00894
[Ruminococcus] torques	33039	S	108429	31468	139897	0.00650
Mediterraneibacter glycyrrhizinilyticus	342942	S	19545	5238	24783	0.00115
[Ruminococcus] lactaris	46228	S	2085	340	2425	0.00011
Enterocloster bolteae	208479	S	189658	30023	219681	0.01020
Enterocloster clostridioformis	1531	S	24825	7239	32064	0.00149
Enterocloster asparagiformis	333367	S	3341	131	3472	0.00016
Sellimonas catena	2994035	S	53706	16016	69722	0.00324
Sellimonas intestinalis	1653434	S	1534	150	1684	0.00008
Sellimonas caecigallum	2592333	S	1064	118	1182	0.00005
[Clostridium] scindens	29347	S	22502	2617	25119	0.00117
[Clostridium] symbiosum	1512	S	13407	1564	14971	0.00070
[Clostridium] hylemonae	89153	S	1991	187	2178	0.00010
Lachnoclostridium phytofermentans	66219	S	163	4	167	0.00001
Roseburia faecis	301302	S	24481	5964	30445	0.00141
Roseburia hominis	301301	S	4014	1270	5284	0.00025
Roseburia intestinalis	166486	S	2861	2427	5288	0.00025
Roseburia sp. 831b	1261635	S	626	89	715	0.00003
Roseburia sp. 499	1261634	S	535	62	597	0.00003
Roseburia rectibacter	2763062	S	535	183	718	0.00003
Anaerostipes caccae	105841	S	21860	2749	24609	0.00114
Anaerostipes hadrus	649756	S	2082	390	2472	0.00011
Anaerostipes sp. PC18	3036926	S	404	65	469	0.00002
Anaerostipes rhamnosivorans	1229621	S	323	28	351	0.00002
Claveliimonas bilis	3028070	S	10417	1328	11745	0.00055
Agathobacter rectalis	39491	S	8173	3470	11643	0.00054
Dorea formicigenerans	39486	S	3978	1597	5575	0.00026
Dorea longicatena	88431	S	2884	1035	3919	0.00018
Hungatella hathewayi	154046	S	6662	752	7414	0.00034
Anaerobutyricum hallii	39488	S	5919	1278	7197	0.00033
Lacrimispora sp. BS-2	3151850	S	493	258	751	0.00003
Lacrimispora sp. JR3	3111456	S	490	82	572	0.00003
Lacrimispora sp. HJ-01	3375704	S	368	273	641	0.00003
Lacrimispora saccharolytica	84030	S	798	210	1008	0.00005
Lacrimispora xylanolytica	29375	S	501	48	549	0.00003
Lacrimispora xylanisolvens	384636	S	437	38	475	0.00002
Lacrimispora sphenoides	29370	S	389	232	621	0.00003
Coprococcus comes	410072	S	1630	689	2319	0.00011
Coprococcus catus	116085	S	1081	296	1377	0.00006
Coprococcus sp. ART55/1	751585	S	650	173	823	0.00004
Coprococcus eutactus	33043	S	507	140	647	0.00003
Faecalimonas umbilicata	1912855	S	2994	993	3987	0.00019
Lachnospira eligens	39485	S	1930	5507	7437	0.00035
Butyrivibrio fibrisolvens	831	S	875	30	905	0.00004
Butyrivibrio hungatei	185008	S	271	5	276	0.00001
Butyrivibrio proteoclasticus	43305	S	159	4	163	0.00001
Eisenbergiella porci	2652274	S	1288	172	1460	0.00007
Simiaoa sunii	2763672	S	1261	270	1531	0.00007
Anaerocolumna sedimenticola	2696063	S	440	23	463	0.00002
Anaerocolumna sp. MB42-C2	3070997	S	172	13	185	0.00001
Anaerocolumna sp. AGMB13020	3081750	S	110	3	113	0.00001
Anaerocolumna sp. AGMB13025	3039116	S	94	5	99	0.00000
Anaerocolumna cellulosilytica	433286	S	145	3	148	0.00001
Anaerocolumna chitinilytica	1727145	S	142	3	145	0.00001
Marvinbryantia formatexigens	168384	S	1101	46	1147	0.00005
Wansuia hejianensis	2763667	S	699	45	744	0.00003
Qiania dongpingensis	2763669	S	589	55	644	0.00003
Kineothrix sp. IPX-CK	3123317	S	221	8	229	0.00001
Kineothrix sp. MB12-C1	3070215	S	220	8	228	0.00001
Novisyntrophococcus fermenticellae	2068655	S	410	30	440	0.00002
Eshraghiella crossota	45851	S	264	47	311	0.00001
Stomatobaculum sp. F0698	3059030	S	249	9	258	0.00001
Lachnoanaerobaculum gingivalis	2490855	S	163	40	203	0.00001
Lachnoanaerobaculum umeaense	617123	S	43	9	52	0.00000
Pseudobutyrivibrio xylanivorans	185007	S	234	6	240	0.00001
Chordicoccus furentiruminis	2709410	S	221	8	229	0.00001
Wujia chipingensis	2763670	S	207	73	280	0.00001
Chakrabartyella piscis	2918914	S	138	3	141	0.00001
Anaeromicropila herbilytica	2785025	S	129	3	132	0.00001
Herbinix luporum	1679721	S	85	12	97	0.00000
Candidatus Epulonipiscium viviparus	420336	S	45	0	45	0.00000
[Clostridium] colinum	36835	S	31	0	31	0.00000
Anaeropeptidivorans aminofermentans	2934315	S	31	0	31	0.00000
Anaerotignum propionicum	28446	S	228	61	289	0.00001
Anaerotignum sp. MB30-C6	3070814	S	113	42	155	0.00001
Vallitalea pronyensis	1348613	S	33	0	33	0.00000
Vallitalea guaymasensis	1185412	S	19	0	19	0.00000
Petrocella atlantisensis	2173034	S	28	0	28	0.00000
Cellulosilyticum lentocellum	29360	S	17	47	64	0.00000
Defluviitalea saccharophila	879970	S	30	3	33	0.00000
Flavonifractor plautii	292800	S	242408	29177	271585	0.01261
Ruthenibacterium lactatiformans	1550024	S	27892	2832	30724	0.00143
Ruthenibacterium sp. TH_2024_36131	3136601	S	3544	878	4422	0.00021
Faecalibacterium prausnitzii	853	S	5541	4360	9901	0.00046
Faecalibacterium sp. I4-3-84	2929495	S	811	1580	2391	0.00011
Faecalibacterium sp. IP-1-18	2929488	S	560	3020	3580	0.00017
Faecalibacterium sp. I2-3-92	2929490	S	546	1300	1846	0.00009
Faecalibacterium sp. I4-1-79	2929494	S	509	463	972	0.00005
Faecalibacterium sp. I3-3-89	2929493	S	367	158	525	0.00002
Faecalibacterium sp. IP-3-29	2929489	S	316	652	968	0.00004
Faecalibacterium sp. I3-3-33	2929492	S	312	214	526	0.00002
Faecalibacterium sp. i21-0019-B1	3141184	S	224	659	883	0.00004
Faecalibacterium sp. i25-0019-C1	3141185	S	193	1108	1301	0.00006
Faecalibacterium duncaniae	411483	S	1237	5401	6638	0.00031
Faecalibacterium taiwanense	3030638	S	787	2802	3589	0.00017
Faecalibacterium wellingii	2929491	S	132	208	340	0.00002
Vescimonas coprocola	2714355	S	3686	1244	4930	0.00023
Vescimonas fastidiosa	2714353	S	1370	434	1804	0.00008
Pseudoflavonifractor gallinarum	2779352	S	5205	920	6125	0.00028
Anaerotruncus colihominis	169435	S	4383	838	5221	0.00024
Oscillibacter hominis	2763056	S	2305	326	2631	0.00012
Oscillibacter sp. PEA192	2109687	S	1989	11324	13313	0.00062
Subdoligranulum variabile	214851	S	2479	585	3064	0.00014
uncultured Subdoligranulum sp.	512298	S	859	227	1086	0.00005
Pusillibacter faecalis	2714358	S	3668	646	4314	0.00020
Ruminococcus sp. SR1/5	657323	S	1007	5482	6489	0.00030
Ruminococcus gauvreauii	438033	S	1109	150	1259	0.00006
Ruminococcus bovis	2564099	S	445	25	470	0.00002
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	252	37	289	0.00001
Ruminococcus champanellensis	1161942	S	110	12	122	0.00001
Ruminococcus albus	1264	S	51	1	52	0.00000
Lawsonibacter asaccharolyticus	2108523	S	3090	348	3438	0.00016
Dysosmobacter welbionis	2093857	S	1950	10233	12183	0.00057
Solibaculum mannosilyticum	2780922	S	823	150	973	0.00005
Caproicibacterium argilliputei	3030016	S	210	23	233	0.00001
Caproicibacterium sp. BJN0003	2994078	S	74	6	80	0.00000
Caproicibacterium amylolyticum	2766537	S	57	7	64	0.00000
Caproicibacterium lactatifermentans	2666138	S	23	2	25	0.00000
Amygdalobacter indicium	3029272	S	80	10	90	0.00000
Amygdalobacter nucleatus	3029274	S	14	3	17	0.00000
Thermoclostridium stercorarium	1510	S	86	6	92	0.00000
Ruminiclostridium herbifermentans	2488810	S	54	4	58	0.00000
Ruminiclostridium cellulolyticum	1521	S	14	1	15	0.00000
Ruminiclostridium papyrosolvens	29362	S	13	1	14	0.00000
Petroclostridium sp. X23	3045146	S	60	1	61	0.00000
Ethanoligenens harbinense	253239	S	56	2	58	0.00000
Acetivibrio clariflavus	288965	S	23	3	26	0.00000
Acetivibrio thermocellus	1515	S	22	1	23	0.00000
Thermocaproicibacter melissae	2966552	S	30	1	31	0.00000
Mageeibacillus indolicus	884684	S	17	3	20	0.00000
Fastidiosipila sanguinis	236753	S	12	1	13	0.00000
Paludicola sp. MB14-C6	3070656	S	11	0	11	0.00000
Clostridium sp. C45	3373596	S	96051	17075	113126	0.00525
Clostridium sp. M62/1	411486	S	11796	8992	20788	0.00097
Clostridium sp. MD294	97138	S	401	11	412	0.00002
Clostridium sp. SY8519	1042156	S	400	28	428	0.00002
Clostridium sp. C1	1155388	S	100	458	558	0.00003
Clostridium sp. LQ25	2992805	S	37	279	316	0.00001
Clostridium sp. DL-VIII	641107	S	29	2	31	0.00000
Clostridium sp. OS1-26	3070681	S	28	2	30	0.00000
Clostridium sp. BNL1100	755731	S	16	3	19	0.00000
Clostridium sp. JS66	3064705	S	15	6	21	0.00000
Clostridium sp. BJN0001	2930219	S	13	1	14	0.00000
Clostridium sp. BJN0013	3236840	S	10	1	11	0.00000
Clostridium sp. JN-9	2507159	S	10	0	10	0.00000
Clostridium perfringens	1502	S	13116	17054	30170	0.00140
Clostridium cadaveris	1529	S	295	21	316	0.00001
Clostridium septicum	1504	S	110	8	118	0.00001
Clostridium baratii	1561	S	87	5	92	0.00000
Clostridium isatidis	182773	S	68	6	74	0.00000
Clostridium gelidum	704125	S	67	3	70	0.00000
Clostridium botulinum	1491	S	63	40	103	0.00000
Clostridium felsineum	36839	S	62	6	68	0.00000
Clostridium beijerinckii	1520	S	57	42	99	0.00000
Clostridium gasigenes	94869	S	52	2	54	0.00000
Clostridium chauvoei	46867	S	51	4	55	0.00000
Clostridium tyrobutyricum	1519	S	40	1	41	0.00000
Clostridium intestinale	36845	S	39	1	40	0.00000
Clostridium acetobutylicum	1488	S	34	0	34	0.00000
Clostridium estertheticum	238834	S	32	1	33	0.00000
Clostridium manihotivorum	2320868	S	31	1	32	0.00000
Clostridium saccharoperbutylacetonicum	36745	S	31	1	32	0.00000
Clostridium bornimense	1216932	S	29	2	31	0.00000
Clostridium culturomicium	1499683	S	28	1	29	0.00000
Clostridium saccharobutylicum	169679	S	27	1	28	0.00000
Clostridium tagluense	360422	S	26	1	27	0.00000
Clostridium argentinense	29341	S	25	1	26	0.00000
Clostridium butyricum	1492	S	25	42	67	0.00000
Clostridium thermosuccinogenes	84032	S	24	1	25	0.00000
Clostridium kluyveri	1534	S	24	1	25	0.00000
Clostridium formicaceticum	1497	S	23	1	24	0.00000
Clostridium cellulovorans	1493	S	17	0	17	0.00000
Clostridium thermarum	1716543	S	16	1	17	0.00000
Clostridium aceticum	84022	S	14	0	14	0.00000
Clostridium tetani	1513	S	12	4	16	0.00000
Clostridium taeniosporum	394958	S	12	0	12	0.00000
Clostridium fermenticellae	2068654	S	11	0	11	0.00000
Clostridium pasteurianum	1501	S	11	0	11	0.00000
Lactonifactor longoviformis	341220	S	878	90	968	0.00004
Sarcina sp. JB2	2726954	S	63	4	67	0.00000
Proteiniclasticum sp. QWL-01	3036945	S	48	2	50	0.00000
Crassaminicella indica	2855394	S	25	2	27	0.00000
Crassaminicella thermophila	2599308	S	20	1	21	0.00000
Caloramator sp. E03	2576307	S	18	0	18	0.00000
Caloramator sp. Dgby_cultured_2	3029174	S	18	2	20	0.00000
Haloimpatiens sp. FM7330	3298610	S	12	0	12	0.00000
Haloimpatiens lingqiaonensis	1380675	S	11	2	13	0.00000
Flintibacter sp. KGMB00164	2610895	S	129597	11042	140639	0.00653
Intestinimonas butyriciproducens	1297617	S	4080	375	4455	0.00021
Massilistercora timonensis	2086584	S	2144	670	2814	0.00013
Thermaerobacter marianensis	73919	S	13	15	28	0.00000
Proteiniborus sp. MB09-C3	3050072	S	16	1	17	0.00000
Agathobaculum massiliense	3014267	S	1016	2949	3965	0.00018
Agathobaculum sp. NTUH-O15-33	3079302	S	620	18	638	0.00003
Intestinibacillus sp. NTUH-41-i26	3079303	S	266	818	1084	0.00005
Butyricicoccus sp. GAM44	2109686	S	19	0	19	0.00000
Eubacterium callanderi	53442	S	950	199	1149	0.00005
Eubacterium ramulus	39490	S	771	272	1043	0.00005
Eubacterium maltosivorans	2041044	S	685	77	762	0.00004
Eubacterium ventriosum	39496	S	302	61	363	0.00002
Eubacterium sp. MSJ-33	2841528	S	225	55	280	0.00001
Eubacterium limosum	1736	S	183	25	208	0.00001
Acetobacterium sp. KB-1	2184575	S	37	5	42	0.00000
uncultured Acetobacterium sp.	217139	S	21	2	23	0.00000
Acetobacterium wieringae	52694	S	20	2	22	0.00000
Alkalibacter rhizosphaerae	2815577	S	26	0	26	0.00000
Acutalibacter muris	1796620	S	295	11	306	0.00001
Caproiciproducens sp. CPB-2	3030017	S	137	4	141	0.00001
uncultured Caproiciproducens sp.	1738647	S	59	1	60	0.00000
Caproicibacter fermentans	2576756	S	59	3	62	0.00000
Caproicibacter sp. BJN0012	3110227	S	13	48	61	0.00000
Maliibacterium massiliense	2086585	S	454	53	507	0.00002
Aristaeella hokkaidonensis	3046382	S	95	19	114	0.00001
Aristaeella lactis	3046383	S	89	18	107	0.00000
Acididesulfobacillus acetoxydans	1561005	S	69	1	70	0.00000
Candidatus Formimonas warabiya	1761012	S	26	0	26	0.00000
Desulfofundulus kuznetsovii	58135	S	25	2	27	0.00000
Dehalobacterium formicoaceticum	51515	S	20	1	21	0.00000
Desulfitobacterium dehalogenans	36854	S	24	5	29	0.00000
Desulfitobacterium hafniense	49338	S	11	1	12	0.00000
Desulfosporosinus acidiphilus	885581	S	16	0	16	0.00000
Desulfosporosinus youngiae	339862	S	10	0	10	0.00000
Syntrophobotulus glycolicus	51197	S	32	0	32	0.00000
Syntrophomonas wolfei	863	S	29	0	29	0.00000
Heliomicrobium modesticaldum	35701	S	24	1	25	0.00000
Desulfoscipio gibsoniae	102134	S	10	0	10	0.00000
Clostridioides difficile	1496	S	27236	15836	43072	0.00200
Romboutsia ilealis	1115758	S	883	280	1163	0.00005
Romboutsia sp. 13368	2708053	S	180	73	253	0.00001
Romboutsia sp. CE17	2724150	S	53	9	62	0.00000
Romboutsia hominis	1507512	S	27	3	30	0.00000
Terrisporobacter mayombei	1541	S	115	87	202	0.00001
Terrisporobacter petrolearius	1460447	S	91	204	295	0.00001
Terrisporobacter glycolicus	36841	S	71	66	137	0.00001
Intestinibacter bartlettii	261299	S	135	12	147	0.00001
Paraclostridium sordellii	1505	S	47	6	53	0.00000
Paraclostridium bifermentans	1490	S	13	2	15	0.00000
Paraclostridium ghonii	29358	S	11	2	13	0.00000
Tepidibacter hydrothermalis	3036126	S	18	0	18	0.00000
Peptacetobacter hiranonis	89152	S	17	1	18	0.00000
Peptostreptococcus equinus	3003601	S	16	0	16	0.00000
Aminipila luticellarii	2507160	S	79	4	83	0.00000
Aminipila terrae	2697030	S	64	3	67	0.00000
Aminipila butyrica	433296	S	51	2	53	0.00000
Emergencia sp. JLR.KK010	3114296	S	110	4	114	0.00001
Emergencia timonensis	1776384	S	58	3	61	0.00000
Mogibacterium diversum	114527	S	17	2	19	0.00000
Filifactor alocis	143361	S	176	43	219	0.00001
Acetoanaerobium sticklandii	1511	S	11	0	11	0.00000
Alkaliphilus metalliredigens	208226	S	50	2	52	0.00000
Alkaliphilus oremlandii	461876	S	23	0	23	0.00000
Alkaliphilus sp. B6464	2731219	S	12	0	12	0.00000
Geosporobacter ferrireducens	1424294	S	36	1	37	0.00000
Peptoclostridium acidaminophilum	1731	S	14	0	14	0.00000
Monoglobus pectinilyticus	1981510	S	1050	124	1174	0.00005
Christensenella massiliensis	1805714	S	426	39	465	0.00002
Christensenella minuta	626937	S	100	5	105	0.00000
Christensenella sp. MSJ-20	2841518	S	69	3	72	0.00000
Thermoanaerobacterium thermosaccharolyticum	1517	S	16	19	35	0.00000
Thermoanaerobacterium sp. RBIITD	1550240	S	10	1	11	0.00000
Gelria sp. Kuro-4	2796927	S	39	0	39	0.00000
Carboxydothermus hydrogenoformans	129958	S	13	0	13	0.00000
Mahella australiensis	252966	S	21	1	22	0.00000
Moorella humiferrea	676965	S	30	4	34	0.00000
Moorella sp. Hama-1	2138101	S	15	1	16	0.00000
Metallumcola ferriviriculae	3039180	S	12	0	12	0.00000
Anoxybacter fermentans	1323375	S	24	0	24	0.00000
Halothermothrix orenii	31909	S	10	0	10	0.00000
Biomaibacter acetigenes	2316383	S	21	0	21	0.00000
Thermosediminibacter oceani	291990	S	15	0	15	0.00000
Koleobacter methoxysyntrophicus	2751313	S	10	0	10	0.00000
Streptococcus salivarius	1304	S	45335	78174	123509	0.00574
Streptococcus sp. FSL R7-0248	2975324	S	1630	5956	7586	0.00035
Streptococcus sp. FDAARGOS_192	1839799	S	696	2169	2865	0.00013
Streptococcus sp. LPB0220	2610896	S	518	589	1107	0.00005
Streptococcus sp. HSISS3	1316412	S	409	641	1050	0.00005
Streptococcus sp. HSISS2	1316411	S	385	626	1011	0.00005
Streptococcus sp. ZY1909104	3233335	S	231	293	524	0.00002
Streptococcus sp. FSL W7-1342	2954545	S	161	1725	1886	0.00009
Streptococcus sp. FSL K6-1323	2954513	S	154	1193	1347	0.00006
Streptococcus sp. CP1998	3238303	S	127	292	419	0.00002
Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A	3077723	S	81	131	212	0.00001
Streptococcus sp. Marseille-Q6470	2972784	S	58	27	85	0.00000
Streptococcus sp. A12	1759399	S	54	33	87	0.00000
Streptococcus sp. oral taxon 061	712623	S	52	26	78	0.00000
Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	3077584	S	39	21	60	0.00000
Streptococcus sp. oral taxon 431	712633	S	30	18	48	0.00000
Streptococcus sp. Marseille-Q3533	2759692	S	25	8	33	0.00000
Streptococcus sp. SN-1	3074854	S	24	19	43	0.00000
Streptococcus sp. 1643	2576376	S	20	41	61	0.00000
Streptococcus sp. ZY19097	3231906	S	16	5	21	0.00000
Streptococcus thermophilus	1308	S	5426	3210	8636	0.00040
Streptococcus parasanguinis	1318	S	2249	2150	4399	0.00020
Streptococcus sanguinis	1305	S	1411	558	1969	0.00009
