name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Barnesiella viscericola	397865	S	945	135	1080	0.00005
Coprobacter secundus	1501392	S	523	58	581	0.00003
Coprobacter fastidiosus	1099853	S	159	6	165	0.00001
Porphyromonas pogonae	867595	S	328	57	385	0.00002
Porphyromonas gingivalis	837	S	304	123	427	0.00002
Porphyromonas sp. oral taxon 275	712435	S	54	5	59	0.00000
Porphyromonas cangingivalis	36874	S	13	7	20	0.00000
Porphyromonas endodontalis	28124	S	12	2	14	0.00000
Porphyromonas asaccharolytica	28123	S	11	5	16	0.00000
Porphyromonas crevioricanis	393921	S	11	2	13	0.00000
Duncaniella dubosii	2518971	S	151	5	156	0.00001
Sodaliphilus pleomorphus	2606626	S	67	3	70	0.00000
Muribaculum intestinale	1796646	S	42	1	43	0.00000
Muribaculum gordoncarteri	2530390	S	16	0	16	0.00000
Paramuribaculum intestinale	2094151	S	18	0	18	0.00000
Paludibacter propionicigenes	185300	S	118	1	119	0.00001
Dysgonomonas capnocytophagoides	45254	S	21	1	22	0.00000
Petrimonas mucosa	1642646	S	15	0	15	0.00000
Salinivirga cyanobacteriivorans	1307839	S	17	0	17	0.00000
uncultured Draconibacterium sp.	1573823	S	37	2	39	0.00000
Mangrovibacterium marinum	1639118	S	19	2	21	0.00000
Labilibaculum antarcticum	1717717	S	30	0	30	0.00000
Flavobacterium psychrophilum	96345	S	1051	188	1239	0.00006
Flavobacterium sp. YJ01	3031997	S	64	68	132	0.00001
Flavobacterium sp. N3904	2986835	S	26	8	34	0.00000
Flavobacterium sp. CLA17	2724135	S	20	6	26	0.00000
Flavobacterium sp. 140616W15	2478552	S	11	2	13	0.00000
Flavobacterium columnare	996	S	36	21	57	0.00000
Flavobacterium davisii	2906077	S	21	3	24	0.00000
Flavobacterium covae	2906076	S	16	9	25	0.00000
Flavobacterium panacagri	3034146	S	14	5	19	0.00000
Gramella sp. MAR_2010_147	1250205	S	27	1	28	0.00000
Christiangramia sp. OXR-203	3100176	S	10	3	13	0.00000
Christiangramia flava	1486245	S	28	1	29	0.00000
Capnocytophaga canis	1848903	S	19	18	37	0.00000
Winogradskyella forsetii	2686077	S	25	2	27	0.00000
Flagellimonas maritima	1383885	S	12	0	12	0.00000
Tenacibaculum retecalamus	3018315	S	13	1	14	0.00000
Seonamhaeicola sp. MEBiC1930	2976768	S	15	1	16	0.00000
Cellulophaga sp. L1A9	2686362	S	12	0	12	0.00000
Aureibaculum algae	2584122	S	13	0	13	0.00000
Arenibacter algicola	616991	S	13	1	14	0.00000
Salinimicrobium tongyeongense	2809707	S	10	0	10	0.00000
Robiginitalea biformata	252307	S	10	0	10	0.00000
Elizabethkingia anophelis	1117645	S	801	56	857	0.00004
Chryseobacterium sp. T16E-39	2015076	S	24	3	27	0.00000
Chryseobacterium sp. HR92	3094839	S	13	11	24	0.00000
Chryseobacterium sp. LJ668	2864040	S	10	1	11	0.00000
Chryseobacterium camelliae	1265445	S	17	3	20	0.00000
Chryseobacterium arthrosphaerae	651561	S	13	4	17	0.00000
Chryseobacterium shandongense	1493872	S	12	4	16	0.00000
Chryseobacterium scophthalmum	59733	S	10	17	27	0.00000
Kaistella antarctica	266748	S	10	1	11	0.00000
Ornithobacterium rhinotracheale	28251	S	30	2	32	0.00000
Blattabacterium cuenoti	1653831	S	28	5	33	0.00000
Hymenobacter sp. 5516J-16	2932253	S	11	18	29	0.00000
Hymenobacter sp. APR13	1356852	S	10	6	16	0.00000
Hymenobacter jejuensis	2502781	S	31	2	33	0.00000
Hymenobacter swuensis	1446467	S	13	2	15	0.00000
Hymenobacter monticola	1705399	S	10	1	11	0.00000
Pontibacter sp. SGAir0037	2571030	S	15	1	16	0.00000
Pontibacter kalidii	2592049	S	21	3	24	0.00000
Pontibacter pudoricolor	2694930	S	16	1	17	0.00000
Algoriphagus sp. NG3	3097546	S	26	1	27	0.00000
Echinicola marina	2859768	S	10	3	13	0.00000
Dyadobacter chenhuakuii	2909339	S	19	0	19	0.00000
Dyadobacter pollutisoli	2910158	S	14	0	14	0.00000
Larkinella insperata	332158	S	13	1	14	0.00000
Spirosoma sp. KNUC1025	2894082	S	13	1	14	0.00000
Spirosoma sp. SC4-14	3128900	S	13	1	14	0.00000
Spirosoma montaniterrae	1178516	S	12	1	13	0.00000
Marivirga arenosa	3059076	S	11	0	11	0.00000
Marivirga tractuosa	1006	S	10	1	11	0.00000
Pedobacter sp. FW305-3-2-15-E-R2A2	3140251	S	11	57	68	0.00000
Pedobacter roseus	336820	S	70	1	71	0.00000
Pedobacter lusitanus	1503925	S	12	0	12	0.00000
Mucilaginibacter ginkgonis	2682091	S	16	52	68	0.00000
Mucilaginibacter jinjuensis	1176721	S	13	24	37	0.00000
Sphingobacterium sp. ML3W	1538644	S	12	4	16	0.00000
Sphingobacterium spiritivorum	258	S	36	2	38	0.00000
Sphingobacterium multivorum	28454	S	14	11	25	0.00000
Arcticibacter sp. MXS-1	3341726	S	19	0	19	0.00000
Flavisolibacter tropicus	1492898	S	183	2	185	0.00001
Chitinophaga sp. XS-30	2604421	S	48	2	50	0.00000
Chitinophaga sp. HK235	2952571	S	44	12	56	0.00000
Chitinophaga sp. LS1	3051176	S	11	3	14	0.00000
Chitinophaga oryzae	2725414	S	21	0	21	0.00000
Lacibacter sp. MH-610	3020883	S	45	0	45	0.00000
Pseudobacter ginsenosidimutans	661488	S	29	0	29	0.00000
Arachidicoccus terrestris	2875539	S	10	0	10	0.00000
Thermoflavifilum sp.	1968839	S	15	0	15	0.00000
Haliscomenobacter hydrossis	2350	S	28	0	28	0.00000
Prosthecochloris sp. CIB 2401	1868325	S	14	10	24	0.00000
Gracilimonas sediminicola	2952158	S	13	0	13	0.00000
Gaopeijia maritima	3119007	S	17	3	20	0.00000
Fibrobacter succinogenes	833	S	17	0	17	0.00000
Klebsiella aerogenes	548	S	4264	1716	5980	0.00028
Klebsiella variicola	244366	S	4188	15860	20048	0.00093
Klebsiella pneumoniae	573	S	516	18366	18882	0.00088
Raoultella planticola	575	S	10	5	15	0.00000
Enterobacter hormaechei	158836	S	2324	71873	74197	0.00345
Enterobacter cloacae	550	S	20	24	44	0.00000
Enterobacter ludwigii	299767	S	11	22	33	0.00000
Enterobacter bugandensis	881260	S	14	20	34	0.00000
Salmonella enterica	28901	S	2027	269808	271835	0.01263
Escherichia coli	562	S	308	6631	6939	0.00032
Escherichia marmotae	1499973	S	12	14	26	0.00000
Citrobacter farmeri	67824	S	10	65	75	0.00000
Kosakonia sacchari	1158459	S	60	10	70	0.00000
Candidatus Ishikawella capsulata	168169	S	53	3	56	0.00000
Superficieibacter sp. HKU1	3031919	S	23	2	25	0.00000
Cedecea neteri	158822	S	16	5	21	0.00000
Leclercia pneumoniae	2815358	S	10	4	14	0.00000
Proteus vulgaris	585	S	1937	1263	3200	0.00015
Proteus mirabilis	584	S	35	27	62	0.00000
Proteus terrae	1574161	S	21	89	110	0.00001
Proteus columbae	1987580	S	12	6	18	0.00000
Xenorhabdus nematophila	628	S	36	4	40	0.00000
Providencia sp. R33	2828763	S	26	7	33	0.00000
Photorhabdus akhurstii	171438	S	13	0	13	0.00000
Morganella morganii	582	S	12	2	14	0.00000
Pectobacterium parmentieri	1905730	S	126	24	150	0.00001
Serratia ureilytica	300181	S	85	68	153	0.00001
Serratia plymuthica	82996	S	21	2	23	0.00000
Serratia grimesii	82995	S	10	0	10	0.00000
Pantoea vagans	470934	S	15	16	31	0.00000
Pantoea alfalfae	3074822	S	14	10	24	0.00000
Candidatus Erwinia haradaeae	1922217	S	15	0	15	0.00000
Erwinia tracheiphila	65700	S	10	0	10	0.00000
Buchnera aphidicola	9	S	31	3	34	0.00000
Edwardsiella piscicida	1263550	S	27	11	38	0.00000
Edwardsiella hoshinae	93378	S	17	2	19	0.00000
Leminorella grimontii	82981	S	16	0	16	0.00000
Limnobaculum parvum	2172103	S	20	0	20	0.00000
Pseudomonas fluorescens	294	S	7081	723	7804	0.00036
Pseudomonas marginalis	298	S	5186	1020	6206	0.00029
Pseudomonas sp. SCA2728.1_7	2825975	S	24	12	36	0.00000
Pseudomonas sp. FP833	2954102	S	17	92	109	0.00001
Pseudomonas sp. ZY71	3115647	S	12	6	18	0.00000
Pseudomonas sp. NIBRBAC000502773	2590776	S	10	1	11	0.00000
Pseudomonas aeruginosa	287	S	68	182	250	0.00001
Pseudomonas citronellolis	53408	S	20	5	25	0.00000
Pseudomonas putida	303	S	31	16	47	0.00000
Pseudomonas chlororaphis	587753	S	14	8	22	0.00000
Pseudomonas syringae	317	S	11	9	20	0.00000
Pseudomonas lurida	244566	S	13	0	13	0.00000
Pseudomonas juntendi	2666183	S	10	16	26	0.00000
Stutzerimonas stutzeri	316	S	15	26	41	0.00000
Halopseudomonas sp. SMJS2	3041098	S	10	7	17	0.00000
Metapseudomonas otitidis	319939	S	16	1	17	0.00000
Entomomonas asaccharolytica	2785331	S	14	0	14	0.00000
Azotobacter chroococcum	353	S	11	1	12	0.00000
Marinobacter sp.	50741	S	33	5	38	0.00000
Marinobacter alexandrii	2570351	S	21	9	30	0.00000
Pseudoalteromonas sp. Scap25	2589992	S	5175	796502	801677	0.03723
Pseudoalteromonas luteoviolacea	43657	S	22	0	22	0.00000
Pseudoalteromonas xiamenensis	882626	S	14	0	14	0.00000
Shewanella benthica	43661	S	29	3	32	0.00000
Shewanella decolorationis	256839	S	17	14	31	0.00000
Shewanella algae	38313	S	11	7	18	0.00000
Salinimonas iocasae	2572577	S	13	0	13	0.00000
Halioxenophilus aromaticivorans	1306992	S	13	0	13	0.00000
Colwellia sp. M166	2583805	S	47	1	48	0.00000
Colwellia sp. PAMC 20917	1816218	S	15	0	15	0.00000
Idiomarina sp. OXR-189	3100175	S	53	14	67	0.00000
[Haemophilus] ducreyi	730	S	2405	295	2700	0.00013
Haemophilus parainfluenzae	729	S	118	20	138	0.00001
Gallibacterium salpingitidis	505341	S	110	7	117	0.00001
Gallibacterium anatis	750	S	21	3	24	0.00000
Mannheimia varigena	85404	S	27	5	32	0.00000
Actinobacillus succinogenes	67854	S	11	0	11	0.00000
Rodentibacter haemolyticus	2778911	S	12	0	12	0.00000
Histophilus somni	731	S	12	1	13	0.00000
Xanthomonas citri	346	S	1336	5346	6682	0.00031
Xanthomonas sp. 10-10	3115848	S	13	5	18	0.00000
Xanthomonas albilineans	29447	S	10	0	10	0.00000
Xanthomonas arboricola	56448	S	10	2	12	0.00000
Stenotrophomonas lacuserhaii	2760084	S	14	18	32	0.00000
Pseudoxanthomonas suwonensis	314722	S	26	6	32	0.00000
Dyella sp. BiH032	3075430	S	16	24	40	0.00000
Dyella telluris	2763498	S	15	20	35	0.00000
Tahibacter amnicola	2976241	S	19	3	22	0.00000
Aerosticca soli	2010829	S	12	31	43	0.00000
Acinetobacter baumannii	470	S	546	1693	2239	0.00010
Acinetobacter seifertii	1530123	S	102	18	120	0.00001
Acinetobacter haemolyticus	29430	S	19	2	21	0.00000
Acinetobacter bouvetii	202951	S	11	0	11	0.00000
Moraxella haemolytica	2904119	S	20	2	22	0.00000
Vibrio sp. SCSIO 43136	2819101	S	34	1	35	0.00000
Vibrio sp. JC009	2912314	S	25	1	26	0.00000
Vibrio sp. Scap24	2589990	S	22	8	30	0.00000
Vibrio sp. YMD68	3042300	S	13	3	16	0.00000
Vibrio sp. B1FLJ16	2751178	S	10	0	10	0.00000
Vibrio sp. SCSIO 43137	3021011	S	10	0	10	0.00000
Vibrio natriegens	691	S	45	20	65	0.00000
Vibrio parahaemolyticus	670	S	22	5	27	0.00000
Vibrio campbellii	680	S	12	8	20	0.00000
Vibrio cholerae	666	S	31	21	52	0.00000
Vibrio cortegadensis	1328770	S	25	2	27	0.00000
Vibrio furnissii	29494	S	24	4	28	0.00000
Vibrio vulnificus	672	S	20	1	21	0.00000
Vibrio gangliei	2077090	S	13	2	15	0.00000
Vibrio aquimaris	2587862	S	12	0	12	0.00000
Vibrio rhizosphaerae	398736	S	12	0	12	0.00000
Vibrio inusitatus	413402	S	11	1	12	0.00000
Halomonas sp. I5-271120	3061632	S	36	17	53	0.00000
Halomonas binhaiensis	2562282	S	14	1	15	0.00000
Chromohalobacter canadensis	141389	S	21	6	27	0.00000
Endozoicomonas sp. Mp262	2919499	S	33	1	34	0.00000
Endozoicomonas sp. GU-1	3009078	S	18	0	18	0.00000
Endozoicomonas sp. SCSIO W0465	2918516	S	14	0	14	0.00000
Marinomonas sp. A3A	2065312	S	11	3	14	0.00000
Alcanivorax sp.	1872427	S	34	10	44	0.00000
Hahella sp. HNIBRBA332	3015983	S	12	3	15	0.00000
Gynuella sunshinyii	1445505	S	10	0	10	0.00000
Oleiphilus messinensis	141451	S	14	0	14	0.00000
Aeromonas hydrophila	644	S	77	12744	12821	0.00060
Aeromonas veronii	654	S	49	19	68	0.00000
Aeromonas salmonicida	645	S	13	1	14	0.00000
Zobellella sp. DQSA1	3342386	S	32	1	33	0.00000
Oceanimonas sp. GK1	511062	S	12	0	12	0.00000
Oceanimonas pelagia	3028314	S	11	0	11	0.00000
Succinivibrio dextrinosolvens	83771	S	15	0	15	0.00000
Candidatus Thiodictyon syntrophicum	1166950	S	25	4	29	0.00000
Rheinheimera sp. D18	2545632	S	15	3	18	0.00000
Ectothiorhodospira sp. BSL-9	1442136	S	10	0	10	0.00000
Halorhodospira halochloris	1052	S	11	0	11	0.00000
Sulfuriflexus mobilis	1811807	S	16	0	16	0.00000
Thiolapillus brandeum	1076588	S	13	0	13	0.00000
Microbulbifer sp. THAF38	2587856	S	16	5	21	0.00000
Microbulbifer bruguierae	3029061	S	22	2	24	0.00000
Microbulbifer elongatus	86173	S	12	2	14	0.00000
Marinimicrobium sp. C6131	3022676	S	15	1	16	0.00000
Congregibacter litoralis	393662	S	13	4	17	0.00000
Candidatus Methylocalor cossyra	3108543	S	22	4	26	0.00000
Methylomicrobium album	39775	S	10	4	14	0.00000
Cycloclasticus sp. PY97N	728003	S	51	3	54	0.00000
Thiomicrorhabdus xiamenensis	2739063	S	14	0	14	0.00000
Thiomicrorhabdus sp.	2039724	S	11	0	11	0.00000
Piscirickettsia salmonis	1238	S	14	0	14	0.00000
Legionella clemsonensis	1867846	S	42	1	43	0.00000
Legionella israelensis	454	S	26	0	26	0.00000
Cardiobacterium hominis	2718	S	24	0	24	0.00000
Immundisolibacter cernigliae	1810504	S	11	0	11	0.00000
Bartonella krasnovii	2267275	S	9196	254	9450	0.00044
Bartonella bovis	155194	S	11	0	11	0.00000
Xanthobacter autotrophicus	280	S	5894	802	6696	0.00031
Xanthobacter sp. YC-JY1	2419844	S	20	2	22	0.00000
Labrys sp. KNU-23	2789216	S	22	1	23	0.00000
Rhizobium sp. NLR16a	2731112	S	28	26	54	0.00000
Rhizobium sp. SL42	2806346	S	25	2	27	0.00000
Rhizobium sp. WYJ-E13	2849093	S	13	1	14	0.00000
Rhizobium leguminosarum	384	S	15	35	50	0.00000
Rhizobium rhizogenes	359	S	13	8	21	0.00000
Agrobacterium tumefaciens	358	S	22	14	36	0.00000
Agrobacterium vitis	373	S	21	6	27	0.00000
Pararhizobium sp. IMCC3301	3067904	S	28	0	28	0.00000
Pseudorhizobium banfieldiae	1125847	S	12	1	13	0.00000
Neorhizobium galegae	399	S	12	1	13	0.00000
Sinorhizobium meliloti	382	S	19	24	43	0.00000
Sinorhizobium fredii	380	S	11	1	12	0.00000
Ensifer adhaerens	106592	S	33	3	36	0.00000
Hoeflea sp. IMCC20628	1620421	S	10	0	10	0.00000
Georhizobium sp. MAB10	3028319	S	17	1	18	0.00000
Bradyrhizobium sp. BTAi1	288000	S	14	39	53	0.00000
Bradyrhizobium sp. ORS 285	115808	S	10	45	55	0.00000
Bradyrhizobium japonicum	375	S	26	57	83	0.00000
Bradyrhizobium guangdongense	1325090	S	24	13	37	0.00000
Bradyrhizobium erythrophlei	1437360	S	12	1	13	0.00000
Mesorhizobium sp. C089B	2956823	S	10	58	68	0.00000
Mesorhizobium sp. AR10	2865839	S	10	9	19	0.00000
Mesorhizobium sp. J8	2777475	S	10	5	15	0.00000
Phyllobacterium sp. T1018	555316	S	12	0	12	0.00000
Nitratireductor kimnyeongensis	430679	S	15	0	15	0.00000
Aminobacter sp. NyZ550	2979870	S	10	7	17	0.00000
Chelativorans sp. AA-79	3028735	S	12	0	12	0.00000
Devosia rhizoryzae	2774137	S	16	3	19	0.00000
Pelagibacterium sp. H642	1881069	S	14	4	18	0.00000
Mariluticola halotolerans	2909283	S	12	1	13	0.00000
Methylobacterium mesophilicum	39956	S	11	16	27	0.00000
Microvirga lotononidis	864069	S	23	6	29	0.00000
Roseibium alexandrii	388408	S	24	0	24	0.00000
Stappia sp.	1870903	S	15	1	16	0.00000
Pannonibacter phragmitetus	121719	S	16	3	19	0.00000
uncultured Cohaesibacter sp.	1002546	S	32	10	42	0.00000
Rhodoplanes sp. Z2-YC6860	674703	S	13	0	13	0.00000
Pseudochrobactrum sp. XF203	2879116	S	18	1	19	0.00000
Terrihabitans soli	708113	S	28	1	29	0.00000
Oricola thermophila	2742145	S	13	0	13	0.00000
Acuticoccus sp. I52.16.1	2928472	S	12	0	12	0.00000
Zymomonas mobilis	542	S	1407	563	1970	0.00009
Sphingomonas naphthae	1813468	S	19	26	45	0.00000
Sphingobium sp. Cam5-1	2789327	S	14	3	17	0.00000
Sphingobium sp. AntQ-1	2930091	S	11	5	16	0.00000
Sphingobium yanoikuyae	13690	S	14	14	28	0.00000
Novosphingobium sp. BL-8A	3127639	S	13	3	16	0.00000
Novosphingobium aromaticivorans	48935	S	11	2	13	0.00000
Novosphingobium decolorationis	2698673	S	10	3	13	0.00000
Sphingopyxis sp. QXT-31	1357916	S	10	4	14	0.00000
Sphingopyxis macrogoltabida	33050	S	17	12	29	0.00000
Rhizorhabdus dicambivorans	1850238	S	15	12	27	0.00000
Erythrobacter mangrovi	2739433	S	11	0	11	0.00000
Croceibacterium sp. TMG7-5b_MA50	3121290	S	15	1	16	0.00000
Aurantiacibacter sp. MUD61	3009083	S	12	0	12	0.00000
Paracoccus aminovorans	34004	S	10	14	24	0.00000
Gemmobacter fulvus	2840474	S	46	9	55	0.00000
Yoonia rhodophyticola	3137370	S	11	0	11	0.00000
Tabrizicola piscis	2494374	S	16	2	18	0.00000
Paroceanicella profunda	2579971	S	15	3	18	0.00000
Pseudophaeobacter sp. TrK17	2815167	S	11	3	14	0.00000
Sulfitobacter pontiacus	60137	S	60	36	96	0.00000
Phaeobacter inhibens	221822	S	17	3	20	0.00000
Loktanella salsilacus	195913	S	25	1	26	0.00000
uncultured Celeribacter sp.	1303376	S	10	0	10	0.00000
Salipiger abyssi	1250539	S	10	2	12	0.00000
Alloyangia pacifica	311180	S	14	2	16	0.00000
Komagataeibacter oboediens	65958	S	117	18	135	0.00001
Acetobacter vaccinii	2592655	S	39	11	50	0.00000
Rhodovastum atsumiense	504468	S	12	1	13	0.00000
Roseomonas sp. OT10	2897332	S	11	19	30	0.00000
Elioraea tepida	2843330	S	12	1	13	0.00000
Azospirillum sp. TSH58	664962	S	17	7	24	0.00000
Azospirillum thermophilum	2202148	S	15	2	17	0.00000
Azospirillum argentinense	2970906	S	11	5	16	0.00000
Azospirillum thiophilum	528244	S	10	3	13	0.00000
Nitrospirillum viridazoti	3144925	S	63	4	67	0.00000
Niveispirillum cyanobacteriorum	1612173	S	10	0	10	0.00000
Ferrovibrio terrae	2594003	S	11	3	14	0.00000
Terasakiella sp. SH-1	2560057	S	13	0	13	0.00000
uncultured Brevundimonas sp.	213418	S	17	27	44	0.00000
Caulobacter sp. FWC26	69665	S	11	4	15	0.00000
Candidatus Midichloria mitochondrii	234827	S	13	0	13	0.00000
Hyphomonas sp. CACIAM 19H1	1873716	S	17	0	17	0.00000
Hyphomonas sp.	87	S	10	0	10	0.00000
Tistrella mobilis	171437	S	17	1	18	0.00000
Tistrella bauzanensis	657419	S	10	0	10	0.00000
Candidatus Pelagibacter sp. IMCC9063	1002672	S	17	0	17	0.00000
Burkholderia dolosa	152500	S	10858	418485	429343	0.01994
Burkholderia cepacia	292	S	21	2	23	0.00000
Burkholderia multivorans	87883	S	18	2	20	0.00000
Burkholderia contaminans	488447	S	12	1	13	0.00000
Burkholderia ambifaria	152480	S	11	1	12	0.00000
Burkholderia sp. MSMB1588	1636423	S	16	13	29	0.00000
Burkholderia perseverans	2615214	S	10	1	11	0.00000
Cupriavidus oxalaticus	96344	S	1459	161	1620	0.00008
Cupriavidus taiwanensis	164546	S	358	50	408	0.00002
Cupriavidus sp. WKF15	3032282	S	17	9	26	0.00000
Cupriavidus necator	106590	S	10	0	10	0.00000
Ralstonia solanacearum	305	S	1352	229	1581	0.00007
Ralstonia wenshanensis	2842456	S	27	1	28	0.00000
Ralstonia mannitolilytica	105219	S	14	1	15	0.00000
Paraburkholderia fungorum	134537	S	49	9	58	0.00000
Paraburkholderia phytofirmans	261302	S	42	9	51	0.00000
Paraburkholderia sp. SOS3	1926494	S	14	1	15	0.00000
Paraburkholderia caribensis	75105	S	16	7	23	0.00000
Paraburkholderia aromaticivorans	2026199	S	10	3	13	0.00000
Polynucleobacter paludilacus	1855895	S	30	14	44	0.00000
Polynucleobacter necessarius	576610	S	12	1	13	0.00000
Caballeronia sp. TF1N1	2878153	S	17	18	35	0.00000
Pandoraea pnomenusa	93220	S	11	0	11	0.00000
Pandoraea apista	93218	S	10	0	10	0.00000
Turicimonas muris	1796652	S	783	160	943	0.00004
Sutterella megalosphaeroides	2494234	S	16	8	24	0.00000
Variovorax paradoxus	34073	S	77	16	93	0.00000
Variovorax sp. V116	3065953	S	18	16	34	0.00000
Comamonas endophytica	2949090	S	17	2	19	0.00000
Comamonas testosteroni	285	S	12	5	17	0.00000
Comamonas terrigena	32013	S	10	1	11	0.00000
Acidovorax sp. SDU_ACID1	3136632	S	17	4	21	0.00000
Acidovorax sp. NCPPB 3576	2940488	S	12	6	18	0.00000
Acidovorax sp. KKS102	358220	S	12	3	15	0.00000
Hydrogenophaga sp. BPS33	2651974	S	12	30	42	0.00000
Rhodoferax sp. WC2427	3234144	S	12	12	24	0.00000
Polaromonas vacuolata	37448	S	15	8	23	0.00000
Diaphorobacter sp. HDW4A	2714924	S	15	7	22	0.00000
Verminephrobacter eiseniae	364317	S	20	1	21	0.00000
Paracidovorax avenae	80867	S	11	16	27	0.00000
Simplicispira suum	2109915	S	17	3	20	0.00000
Brachymonas sp. G13	3130163	S	11	1	12	0.00000
Massilia sp. H6	2970464	S	37	8	45	0.00000
Massilia sp. METH4	3123041	S	10	4	14	0.00000
Massilia atriviolacea	2495579	S	23	8	31	0.00000
Massilia litorea	2769491	S	18	4	22	0.00000
