name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Intestinibacillus sp. NTUH-41-i26	3079303	S	52	298	350	0.00003
Acutalibacter muris	1796620	S	765	26	791	0.00006
Caproiciproducens sp. CPB-2	3030017	S	111	55	166	0.00001
uncultured Caproiciproducens sp.	1738647	S	49	8	57	0.00000
Caproicibacter fermentans	2576756	S	94	51	145	0.00001
Maliibacterium massiliense	2086585	S	280	15	295	0.00002
Desulfitobacterium hafniense	49338	S	60	7	67	0.00001
Desulfosporosinus meridiei	79209	S	10	0	10	0.00000
Aristaeella hokkaidonensis	3046382	S	37	17	54	0.00000
Aristaeella lactis	3046383	S	23	10	33	0.00000
Desulforamulus ruminis	1564	S	11	0	11	0.00000
Dehalobacterium formicoaceticum	51515	S	11	0	11	0.00000
Desulfofundulus kuznetsovii	58135	S	11	0	11	0.00000
Desulfoscipio sp. XC116	3144975	S	18	0	18	0.00000
Heliomicrobium modesticaldum	35701	S	16	0	16	0.00000
Desulfotomaculum nigrificans	1565	S	15	1	16	0.00000
Proteinivorax hydrogeniformans	1826727	S	11	0	11	0.00000
Emergencia timonensis	1776384	S	48142	3821	51963	0.00391
Emergencia sp. JLR.KK010	3114296	S	561	17	578	0.00004
Mogibacterium neglectum	114528	S	137	324	461	0.00003
Mogibacterium diversum	114527	S	121	194	315	0.00002
Mogibacterium pumilum	86332	S	32	42	74	0.00001
Aminipila luticellarii	2507160	S	57	68	125	0.00001
Aminipila butyrica	433296	S	39	30	69	0.00001
Aminipila terrae	2697030	S	21	25	46	0.00000
Clostridioides difficile	1496	S	10336	1515	11851	0.00089
Intestinibacter bartlettii	261299	S	6261	727	6988	0.00053
Romboutsia ilealis	1115758	S	64	7	71	0.00001
Paraclostridium sordellii	1505	S	14	1	15	0.00000
Peptostreptococcus equinus	3003601	S	11	0	11	0.00000
Peptoclostridium acidaminophilum	1731	S	240	6	246	0.00002
Alkaliphilus oremlandii	461876	S	16	1	17	0.00000
Geosporobacter ferrireducens	1424294	S	10	0	10	0.00000
Christensenella massiliensis	1805714	S	164	25	189	0.00001
Christensenella sp. MSJ-20	2841518	S	100	3	103	0.00001
Christensenella minuta	626937	S	53	5	58	0.00000
Moorella glycerini	55779	S	22	0	22	0.00000
Moorella sp. Hama-1	2138101	S	12	0	12	0.00000
Moorella thermoacetica	1525	S	15	0	15	0.00000
Moorella humiferrea	676965	S	15	0	15	0.00000
Metallumcola ferriviriculae	3039180	S	41	0	41	0.00000
Monoglobus pectinilyticus	1981510	S	95	6	101	0.00001
Koleobacter methoxysyntrophicus	2751313	S	10	0	10	0.00000
Acidaminococcus intestini	187327	S	315073	9738	324811	0.02445
Acidaminococcus fermentans	905	S	35	0	35	0.00000
Phascolarctobacterium faecium	33025	S	121	2	123	0.00001
Phascolarctobacterium sp. Marseille-Q4147	2823317	S	49	24	73	0.00001
Phascolarctobacterium succinatutens	626940	S	10	5	15	0.00000
Dialister succinatiphilus	487173	S	279	456	735	0.00006
Dialister pneumosintes	39950	S	179	116	295	0.00002
Veillonella atypica	39777	S	62	4	66	0.00000
Veillonella parvula	29466	S	55	7	62	0.00000
Veillonella nakazawae	2682456	S	41	40	81	0.00001
Veillonella rogosae	423477	S	33	7	40	0.00000
Veillonella sp. S12025-13	2682455	S	30	26	56	0.00000
Veillonella dispar	39778	S	18	8	26	0.00000
Megasphaera elsdenii	907	S	67	21	88	0.00001
Megasphaera massiliensis	1232428	S	44	3	47	0.00000
Megasphaera stantonii	2144175	S	40	2	42	0.00000
Megasphaera hexanoica	1675036	S	14	1	15	0.00000
Selenomonas sp. oral taxon 126	712528	S	12	7	19	0.00000
Selenomonas sp. TAMA-11512	3095337	S	11	2	13	0.00000
Selenomonas ruminantium	971	S	30	0	30	0.00000
Selenomonas sputigena	69823	S	27	1	28	0.00000
Selenomonas timonae	2754044	S	18	5	23	0.00000
Megamonas funiformis	437897	S	40	2	42	0.00000
Megamonas hypermegale	158847	S	27	1	28	0.00000
Sporomusa aerivorans	204936	S	11	5	16	0.00000
Sporomusa termitida	2377	S	10	3	13	0.00000
Pelosinus fermentans	365349	S	17	1	18	0.00000
Streptococcus thermophilus	1308	S	8575	2339	10914	0.00082
Streptococcus salivarius	1304	S	2889	3658	6547	0.00049
Streptococcus parasanguinis	1318	S	850	595	1445	0.00011
Streptococcus sp. LPB0220	2610896	S	145	123	268	0.00002
Streptococcus sp. ZY1909104	3233335	S	127	115	242	0.00002
Streptococcus sp. CP1998	3238303	S	84	129	213	0.00002
Streptococcus sp. FSL R7-0248	2975324	S	82	221	303	0.00002
Streptococcus sp. FDAARGOS_192	1839799	S	76	178	254	0.00002
Streptococcus sp. HSISS2	1316411	S	29	47	76	0.00001
Streptococcus sp. HSISS3	1316412	S	23	36	59	0.00000
Streptococcus sp. FSL W7-1342	2954545	S	22	172	194	0.00001
Streptococcus sp. A12	1759399	S	21	9	30	0.00000
Streptococcus sp. FSL K6-1323	2954513	S	16	88	104	0.00001
Streptococcus sp. oral taxon 061	712623	S	15	6	21	0.00000
Streptococcus sp. Marseille-Q6470	2972784	S	14	5	19	0.00000
Streptococcus vestibularis	1343	S	403	189	592	0.00004
Streptococcus gordonii	1302	S	223	29	252	0.00002
Streptococcus lingualis	3098076	S	168	167	335	0.00003
Streptococcus dentalis	3098075	S	97	163	260	0.00002
Streptococcus mutans	1309	S	75	12	87	0.00001
Streptococcus sanguinis	1305	S	72	21	93	0.00001
Streptococcus agalactiae	1311	S	65	500	565	0.00004
Streptococcus pseudoporcinus	361101	S	54	11	65	0.00000
Streptococcus oralis	1303	S	53	36	89	0.00001
Streptococcus suis	1307	S	49	57	106	0.00001
Streptococcus infantis	68892	S	49	15	64	0.00000
Streptococcus pneumoniae	1313	S	46	24	70	0.00001
Streptococcus lactarius	684066	S	42	6	48	0.00000
Streptococcus mitis	28037	S	39	24	63	0.00000
Streptococcus australis	113107	S	27	32	59	0.00000
Streptococcus anginosus	1328	S	17	21	38	0.00000
Streptococcus merionis	400065	S	25	0	25	0.00000
Streptococcus pyogenes	1314	S	24	10	34	0.00000
Streptococcus pasteurianus	197614	S	23	169	192	0.00001
Streptococcus parasuis	1501662	S	22	7	29	0.00000
Streptococcus cristatus	45634	S	17	2	19	0.00000
Streptococcus marmotae	1825069	S	16	2	18	0.00000
Streptococcus ilei	1156431	S	13	15	28	0.00000
Streptococcus toyakuensis	2819619	S	13	13	26	0.00000
Lactococcus cremoris	1359	S	77	57	134	0.00001
Lactococcus lactis	1358	S	43	22	65	0.00000
Lactococcus petauri	1940789	S	17	45	62	0.00000
Lactococcus sp.	44273	S	17	420	437	0.00003
Lactococcus garvieae	1363	S	11	2	13	0.00000
Enterococcus faecium	1352	S	790	1187	1977	0.00015
Enterococcus faecalis	1351	S	266	180	446	0.00003
Enterococcus cecorum	44008	S	39	7	46	0.00000
Ligilactobacillus murinus	1622	S	205	31	236	0.00002
Ligilactobacillus ruminis	1623	S	86	10	96	0.00001
Ligilactobacillus salivarius	1624	S	26	14	40	0.00000
Leuconostoc carnosum	1252	S	88	33	121	0.00001
Lacticaseibacillus paracasei	1597	S	59	20	79	0.00001
Lacticaseibacillus rhamnosus	47715	S	18	2	20	0.00000
Weissella confusa	1583	S	10	5	15	0.00000
Lentilactobacillus laojiaonis	2883998	S	27	2	29	0.00000
Levilactobacillus koreensis	637971	S	15	0	15	0.00000
Granulicatella adiacens	46124	S	79	8	87	0.00001
Jeotgalibaca ciconiae	2496265	S	11	1	12	0.00000
Staphylococcus aureus	1280	S	2165	3904	6069	0.00046
Staphylococcus rostri	522262	S	11	4	15	0.00000
Paenibacillus sp. R14(2021)	2859228	S	43	4	47	0.00000
Paenibacillus sp. P36	3342538	S	21	2	23	0.00000
Paenibacillus sp. JDR-2	324057	S	20	1	21	0.00000
Paenibacillus sp. FSL W8-0426	2921714	S	15	2	17	0.00000
Paenibacillus sp. sptzw28	715179	S	14	0	14	0.00000
Paenibacillus sp. FSL K6-1217	2921466	S	14	36	50	0.00000
Paenibacillus sp. SI8	3163026	S	13	0	13	0.00000
Paenibacillus sp. D2_2	3073092	S	12	1	13	0.00000
Paenibacillus sp. N3/727	2925845	S	10	12	22	0.00000
Paenibacillus sp. FSL H3-0469	2954506	S	10	57	67	0.00001
Paenibacillus pedocola	3242193	S	68	41	109	0.00001
Paenibacillus alvei	44250	S	20	1	21	0.00000
Paenibacillus brasilensis	128574	S	19	9	28	0.00000
Paenibacillus konkukensis	2020716	S	18	1	19	0.00000
Paenibacillus guangzhouensis	1473112	S	16	0	16	0.00000
Paenibacillus donghaensis	414771	S	13	1	14	0.00000
Paenibacillus albicereus	2726185	S	12	3	15	0.00000
Paenibacillus polymyxa	1406	S	11	100	111	0.00001
Paenibacillus mucilaginosus	61624	S	11	22	33	0.00000
Paenibacillus lycopersici	2704462	S	10	0	10	0.00000
Brevibacillus marinus	2496837	S	25	1	26	0.00000
Brevibacillus brevis	1393	S	23	17	40	0.00000
Brevibacillus humidisoli	2895522	S	10	0	10	0.00000
Cohnella candidum	2674991	S	10	0	10	0.00000
Thermobacillus composti	377615	S	16	2	18	0.00000
Saccharibacillus brassicae	2583377	S	13	1	14	0.00000
Bacillus mycoides	1405	S	41	52	93	0.00001
Bacillus sp. 1NLA3E	666686	S	11	8	19	0.00000
Bacillus infantis	324767	S	36	6	42	0.00000
Bacillus pumilus	1408	S	23	22	45	0.00000
Fictibacillus phosphorivorans	1221500	S	55	8	63	0.00000
Fictibacillus sp. KU28468	2991053	S	25	4	29	0.00000
Lysinibacillus sp. FSL K6-1151	2921465	S	15	65	80	0.00001
Cytobacillus firmus	1399	S	17	28	45	0.00000
Amphibacillus xylanus	1449	S	34	5	39	0.00000
Evansella sp. LMS18	2924033	S	32	3	35	0.00000
Metabacillus dongyingensis	2874282	S	17	20	37	0.00000
Neobacillus novalis	220687	S	10	2	12	0.00000
Salisediminibacterium selenitireducens	85683	S	21	1	22	0.00000
Priestia megaterium	1404	S	19	12	31	0.00000
Mesobacillus jeotgali	129985	S	14	2	16	0.00000
Sutcliffiella horikoshii	79883	S	15	3	18	0.00000
Salimicrobium jeotgali	1230341	S	10	1	11	0.00000
Lederbergia lenta	1467	S	10	1	11	0.00000
Caldalkalibacillus thermarum	296745	S	10	1	11	0.00000
Fervidibacillus albus	2980026	S	10	0	10	0.00000
Sporosarcina thermotolerans	633404	S	67	5	72	0.00001
Sporosarcina sp. FSL K6-1522	2921554	S	17	0	17	0.00000
Fodinisporobacter ferrooxydans	2901836	S	45	0	45	0.00000
Alicyclobacillus acidocaldarius	405212	S	10	0	10	0.00000
Brochothrix thermosphacta	2756	S	26	4	30	0.00000
Exiguobacterium aurantiacum	33987	S	18	2	20	0.00000
Kroppenstedtia eburnea	714067	S	17	0	17	0.00000
Thomasclavelia ramosa	1547	S	28247	2662	30909	0.00233
Thomasclavelia spiroformis	29348	S	329	27	356	0.00003
Erysipelatoclostridium sp. An173	1965571	S	29	1	30	0.00000
Faecalibacillus intestinalis	1982626	S	51	8	59	0.00000
Catenibacterium sp. co_0103	2478954	S	36	8	44	0.00000
Holdemania massiliensis	1468449	S	1120	74	1194	0.00009
Longicatena caecimuris	1796635	S	230	29	259	0.00002
Massilimicrobiota timonensis	1776392	S	94	261	355	0.00003
Solobacterium moorei	102148	S	26	3	29	0.00000
Amedibacterium intestinale	2583452	S	23	5	28	0.00000
Allocoprobacillus halotolerans	2944914	S	22	1	23	0.00000
Allobaculum sp. Allo2	2853432	S	12	1	13	0.00000
Intestinibaculum porci	2487118	S	16	0	16	0.00000
Faecalibaculum rodentium	1702221	S	11	0	11	0.00000
Turicibacter bilis	2735723	S	84	16	100	0.00001
Turicibacter sp. TJ11	2806443	S	21	2	23	0.00000
Murdochiella vaginalis	1852373	S	84	10	94	0.00001
Anaerococcus nagyae	1755241	S	12	19	31	0.00000
Parvimonas micra	33033	S	16	13	29	0.00000
Peptoniphilus harei	54005	S	16	2	18	0.00000
Acidilutibacter cellobiosedens	2507161	S	80	4	84	0.00001
Sedimentibacter sp. MB35-C1	3070995	S	10	4	14	0.00000
Caldicellulosiruptor naganoensis	29324	S	15	9	24	0.00000
Caldicellulosiruptor danielii	1387557	S	10	3	13	0.00000
Bifidobacterium pseudocatenulatum	28026	S	126711	76126	202837	0.01527
Bifidobacterium longum	216816	S	31649	61062	92711	0.00698
Bifidobacterium catenulatum	1686	S	9581	8360	17941	0.00135
Bifidobacterium adolescentis	1680	S	1909	5481	7390	0.00056
Bifidobacterium bifidum	1681	S	1141	18482	19623	0.00148
Bifidobacterium pseudolongum	1694	S	756	167	923	0.00007
Bifidobacterium breve	1685	S	436	236	672	0.00005
Bifidobacterium dentium	1689	S	301	18	319	0.00002
Bifidobacterium angulatum	1683	S	206	38	244	0.00002
Bifidobacterium pullorum	78448	S	176	18	194	0.00001
Bifidobacterium sp. ESL0790	2983233	S	16	11	27	0.00000
Bifidobacterium scardovii	158787	S	51	3	54	0.00000
Bifidobacterium faecale	1454229	S	38	427	465	0.00003
Bifidobacterium fermentum	3059035	S	19	0	19	0.00000
Bifidobacterium actinocoloniiforme	638619	S	15	0	15	0.00000
Bifidobacterium lemurum	1603886	S	15	3	18	0.00000
Bifidobacterium animalis	28025	S	12	265	277	0.00002
Bifidobacterium saguini	762210	S	12	5	17	0.00000
Bifidobacterium asteroides	1684	S	11	0	11	0.00000
Bifidobacterium eulemuris	1765219	S	10	2	12	0.00000
Schaalia sp. HMT-172	3059028	S	1030	285	1315	0.00010
Schaalia odontolytica	1660	S	608	78	686	0.00005
Schaalia meyeri	52773	S	34	3	37	0.00000
Schaalia turicensis	131111	S	14	3	17	0.00000
Actinomyces sp. oral taxon 171	706438	S	109	45	154	0.00001
Actinomyces sp. oral taxon 169	712116	S	35	41	76	0.00001
Actinomyces sp. oral taxon 414	712122	S	18	1	19	0.00000
Actinomyces naeslundii	1655	S	58	14	72	0.00001
Actinomyces pacaensis	1852377	S	51	2	53	0.00000
Actinomyces massiliensis	461393	S	51	4	55	0.00000
Actinomyces oris	544580	S	34	44	78	0.00001
Actinomyces respiraculi	2744574	S	14	1	15	0.00000
Actinomyces viscosus	1656	S	13	3	16	0.00000
Trueperella pyogenes	1661	S	59	2	61	0.00000
Buchananella sp. 22MD1345	3231491	S	10	11	21	0.00000
Varibaculum prostatecancerukia	2811781	S	15	0	15	0.00000
Pauljensenia hongkongensis	178339	S	14	1	15	0.00000
Nanchangia anserum	2692125	S	13	0	13	0.00000
Curtobacterium sp. Csp2	2495430	S	848	126	974	0.00007
Microbacterium sp. PM5	2014534	S	141	33	174	0.00001
Microcella daejeonensis	2994971	S	20	2	22	0.00000
Microcella humidisoli	2963406	S	16	0	16	0.00000
Rothia mucilaginosa	43675	S	611	26	637	0.00005
Rothia dentocariosa	2047	S	153	11	164	0.00001
Arthrobacter sp. UC242_113	3374550	S	34	20	54	0.00000
Arthrobacter zhangbolii	2886936	S	12	5	17	0.00000
Oryzobacter telluris	3149179	S	16	1	17	0.00000
Helcobacillus massiliensis	521392	S	10	0	10	0.00000
Ornithinimicrobium faecis	2934158	S	16	0	16	0.00000
Georgenia wutianyii	2585135	S	13	0	13	0.00000
Streptomyces sp. ICC1	2099583	S	301	814	1115	0.00008
Streptomyces sp. ICC4	2099584	S	14	43	57	0.00000
Streptomyces sp. AHU1	3377215	S	10	0	10	0.00000
Streptomyces sp. NBC_00986	2903702	S	10	0	10	0.00000
Streptomyces sp. SJL17-4	2967224	S	10	1	11	0.00000
Streptomyces sudanensis	436397	S	52	4	56	0.00000
Streptomyces venezuelae	54571	S	12	1	13	0.00000
Streptomyces nigrescens	1920	S	10	2	12	0.00000
Mycolicibacterium austroafricanum	39687	S	82	46	128	0.00001
Mycobacterium sp. DL440	2675523	S	49	8	57	0.00000
Mycobacterium sp. JS623	212767	S	16	1	17	0.00000
Mycobacterium conspicuum	44010	S	24	9	33	0.00000
Corynebacterium durum	61592	S	53	1	54	0.00000
Corynebacterium riegelii	156976	S	20	3	23	0.00000
Corynebacterium stationis	1705	S	17	3	20	0.00000
Corynebacterium capitovis	131081	S	15	1	16	0.00000
Corynebacterium marquesiae	2913503	S	12	38	50	0.00000
Corynebacterium terpenotabidum	89154	S	12	2	14	0.00000
Corynebacterium uterequi	1072256	S	10	0	10	0.00000
Rhodococcus sp. W8901	2742603	S	11	17	28	0.00000
Gordonia zhaorongruii	2597659	S	15	4	19	0.00000
Hoyosella subflava	639313	S	29	1	30	0.00000
Tsukamurella tyrosinosolvens	57704	S	12	3	15	0.00000
Tessaracoccus sp. MC1865	2760310	S	36	6	42	0.00000
Cutibacterium avidum	33010	S	18	2	20	0.00000
Cutibacterium acnes	1747	S	14	0	14	0.00000
Cutibacterium modestum	2559073	S	12	0	12	0.00000
Propionibacterium acidifaciens	556499	S	24	4	28	0.00000
Propioniciclava sp. MC1595	2760308	S	23	5	28	0.00000
Arachnia propionica	1750	S	16	0	16	0.00000
Nocardioides renjunii	3095075	S	10	2	12	0.00000
Aeromicrobium chenweiae	2079793	S	16	3	19	0.00000
Kribbella flavida	182640	S	11	1	12	0.00000
Actinopolymorpha singaporensis	117157	S	12	0	12	0.00000
Pseudonocardia autotrophica	2074	S	15	5	20	0.00000
Saccharopolyspora erythraea	1836	S	11	6	17	0.00000
Lentzea sp. JNUCC 0626	3367513	S	11	7	18	0.00000
Actinoplanes ianthinogenes	122358	S	10	10	20	0.00000
Collinsella aerofaciens	74426	S	219465	55687	275152	0.02071
Collinsella sp. i05-0019-G5	3132705	S	14038	11093	25131	0.00189
Collinsella stercoris	147206	S	511	14	525	0.00004
Enorma phocaeensis	1871019	S	238	8	246	0.00002
Coriobacterium glomerans	33871	S	43	0	43	0.00000
Parolsenella massiliensis	1871022	S	642	72	714	0.00005
Parolsenella catena	2003188	S	240	25	265	0.00002
Thermophilibacter mediterraneus	1871031	S	71	9	80	0.00001
Thermophilibacter immobilis	2779519	S	22	2	24	0.00000
Olsenella timonensis	1805478	S	60	8	68	0.00001
Olsenella sp. oral taxon 807	712411	S	13	0	13	0.00000
Parafannyhessea umbonata	604330	S	49	3	52	0.00000
Lancefieldella parvula	1382	S	12	0	12	0.00000
Leptogranulimonas caecicola	2894156	S	22	0	22	0.00000
Adlercreutzia hattorii	2707299	S	6428	1929	8357	0.00063
Adlercreutzia equolifaciens	446660	S	5305	901	6206	0.00047
Eggerthella lenta	84112	S	8688	1099	9787	0.00074
Eggerthella sp. YY7918	502558	S	88	4	92	0.00001
Eggerthella guodeyinii	2690837	S	45	4	49	0.00000
Gordonibacter pamelaeae	471189	S	178	61	239	0.00002
Gordonibacter urolithinfaciens	1335613	S	46	13	59	0.00000
Raoultibacter timonensis	1907662	S	69	0	69	0.00001
Arabiibacter massiliensis	1870985	S	64	3	67	0.00001
Xiamenia xianingshaonis	2682776	S	53	1	54	0.00000
Slackia heliotrinireducens	84110	S	40	0	40	0.00000
Phoenicibacter congonensis	1944646	S	20	1	21	0.00000
Berryella wangjianweii	2734634	S	14	0	14	0.00000
Denitrobacterium detoxificans	79604	S	10	0	10	0.00000
Rubrobacter marinus	2653852	S	33	0	33	0.00000
Candidatus Atelocyanobacterium thalassa	713887	S	49	0	49	0.00000
Oscillatoria acuminata	118323	S	11	0	11	0.00000
Nostoc sp. CENA543	1869241	S	40	5	45	0.00000
Anthocerotibacter panamensis	2857077	S	30	0	30	0.00000
Dehalococcoides mccartyi	61435	S	21	39	60	0.00000
Anaerolinea thermophila	167964	S	10	0	10	0.00000
Fusobacterium ulcerans	861	S	11803	2341	14144	0.00106
Fusobacterium varium	856	S	315	98	413	0.00003
Fusobacterium hominis	2764326	S	11	0	11	0.00000
uncultured Ilyobacter sp.	544433	S	21	1	22	0.00000
Ilyobacter polytropus	167642	S	10	1	11	0.00000
Sebaldella termitidis	826	S	15	0	15	0.00000
Cloacibacillus evryensis	508460	S	3972	41	4013	0.00030
Cloacibacillus porcorum	1197717	S	154	1	155	0.00001
Pyramidobacter piscolens	638849	S	40	8	48	0.00000
Pyramidobacter sp. YE332	3068894	S	25	5	30	0.00000
Jonquetella anthropi	428712	S	19	0	19	0.00000
Fretibacterium fastidiosum	651822	S	14	0	14	0.00000
Candidatus Nanosynbacter sp. HMT-352	2899133	S	42	10	52	0.00000
Homo sapiens	9606	S	9412	64	9476	0.00071
Methanobrevibacter smithii	2173	S	821	90	911	0.00007
Methanobrevibacter sp. TLL-48-HuF1	2870563	S	11	1	12	0.00000
Haloarcula litorea	3032579	S	11	15	26	0.00000
Methanococcoides orientis	2822137	S	23	3	26	0.00000
Methanosarcina barkeri	2208	S	10	0	10	0.00000
Sulfolobus acidocaldarius	2285	S	168	3	171	0.00001
Carjivirus communis	2955582	S	20515	2606	23121	0.00174
Carjivirus hominis	2955583	S	4552	569	5121	0.00039
Delmidovirus splanchnicus	2955741	S	17	0	17	0.00000
Culoivirus faecalis	2955726	S	26	4	30	0.00000
Culoivirus americanus	2955725	S	13	3	16	0.00000
Buchavirus splanchnicus	2955555	S	36	0	36	0.00000
Felixounavirus VpaE1	1965382	S	15	57	72	0.00001
Felixounavirus AYO145A	1965378	S	14	50	64	0.00000
Felixounavirus UAB87	1965383	S	11	47	58	0.00000
Isoldevirus isolde	3060055	S	10	6	16	0.00000
