name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Aeromonas veronii	654	S	29	7	36	0.00000
Aeromonas sp. CU5	2033033	S	19	9	28	0.00000
Aeromonas caviae	648	S	26	25	51	0.00000
Aeromonas salmonicida	645	S	15	8	23	0.00000
Aeromonas encheleia	73010	S	13	1	14	0.00000
Aeromonas media	651	S	11	2	13	0.00000
Aeromonas allosaccharophila	656	S	10	3	13	0.00000
Dongshaea marina	2047966	S	100	1	101	0.00000
Oceanimonas pelagia	3028314	S	75	8	83	0.00000
uncultured Tolumonas sp.	263765	S	26	0	26	0.00000
Zobellella denitrificans	347534	S	17	1	18	0.00000
Succinivibrio dextrinosolvens	83771	S	16	0	16	0.00000
Vibrio sp. Scap24	2589990	S	14	1	15	0.00000
Vibrio sp. YMD68	3042300	S	13	1	14	0.00000
Vibrio sp. SCSIO 43136	2819101	S	11	0	11	0.00000
Vibrio aerogenes	92172	S	41	0	41	0.00000
Vibrio parahaemolyticus	670	S	17	261	278	0.00001
Vibrio cholerae	666	S	40	7	47	0.00000
Vibrio taketomensis	2572923	S	15	0	15	0.00000
Vibrio ostreae	2841925	S	10	1	11	0.00000
Photobacterium sp. CCB-ST2H9	2912855	S	34	1	35	0.00000
Photobacterium atrarenae	865757	S	20	2	22	0.00000
Photobacterium profundum	74109	S	16	0	16	0.00000
Photobacterium damselae	38293	S	11	2	13	0.00000
Salinivibrio kushneri	1908198	S	11	0	11	0.00000
Spiribacter curvatus	1335757	S	39	2	41	0.00000
Thioalkalivibrio sp. K90mix	396595	S	19	2	21	0.00000
Thioalkalivibrio paradoxus	108010	S	13	2	15	0.00000
Ectothiorhodospira sp. BSL-9	1442136	S	12	1	13	0.00000
Halorhodospira halophila	1053	S	11	1	12	0.00000
Alkalilimnicola ehrlichii	351052	S	12	1	13	0.00000
Thiorhodovibrio litoralis	2952932	S	11	1	12	0.00000
Candidatus Thiodictyon syntrophicum	1166950	S	15	3	18	0.00000
Allochromatium vinosum	1049	S	12	16	28	0.00000
Rheinheimera mangrovi	2498451	S	12	0	12	0.00000
Wenzhouxiangella sp. AB-CW3	2771012	S	29	2	31	0.00000
Halothiobacillus sp. DCM-1	3112558	S	14	0	14	0.00000
Microbulbifer sp. SH-1	2681547	S	29	8	37	0.00000
Microbulbifer sp. ALW1	1516059	S	27	8	35	0.00000
Microbulbifer sp. THAF38	2587856	S	10	8	18	0.00000
Microbulbifer sp. YPW16	2904242	S	10	1	11	0.00000
Microbulbifer hydrolyticus	48074	S	12	3	15	0.00000
Agaribacterium sp. ZY112	3233574	S	41	0	41	0.00000
Candidatus Paraluminiphilus aquimaris	2518994	S	24	0	24	0.00000
Kineobactrum salinum	2708301	S	16	0	16	0.00000
Spongiibacter nanhainus	2794344	S	12	0	12	0.00000
Spongiibacter taiwanensis	1748242	S	10	0	10	0.00000
Candidatus Methylocalor cossyra	3108543	S	43	3	46	0.00000
Methylotuvimicrobium buryatense	95641	S	28	5	33	0.00000
Methylomicrobium album	39775	S	20	2	22	0.00000
Methylogaea oryzae	1295382	S	18	2	20	0.00000
Methylomarinovum caldicuralii	438856	S	21	14	35	0.00000
Legionella fallonii	96230	S	44	7	51	0.00000
Legionella sainthelensi	28087	S	26	11	37	0.00000
Legionella israelensis	454	S	16	0	16	0.00000
Rickettsiella endosymbiont of Miltochrista miniata	3066239	S	23	0	23	0.00000
Thiothrix winogradskyi	96472	S	23	13	36	0.00000
Beggiatoa leptomitoformis	288004	S	14	0	14	0.00000
Thiomicrorhabdus indica	2267253	S	17	0	17	0.00000
Thiomicrorhabdus xiamenensis	2739063	S	12	0	12	0.00000
Francisella frigiditurris	1542390	S	10	5	15	0.00000
Immundisolibacter cernigliae	1810504	S	47	3	50	0.00000
Woeseia oceani	1548547	S	35	0	35	0.00000
Cardiobacterium sp. Marseille-Q4385	2866573	S	22	4	26	0.00000
Gilliamella apicola	1196095	S	16	10	26	0.00000
Candidatus Vondammii sp. HM_W22	2687299	S	22	0	22	0.00000
Thiohalobacter sp. IOR34	3057176	S	11	12	23	0.00000
Sulfurivermis fontis	1972068	S	20	1	21	0.00000
Bartonella krasnovii	2267275	S	3260	72	3332	0.00015
Xanthobacter autotrophicus	280	S	2219	516	2735	0.00012
Labrys sp. KNU-23	2789216	S	23	2	25	0.00000
Aquabacter sp. L1I39	2820278	S	15	1	16	0.00000
Starkeya sp. ORNL1	2709380	S	11	1	12	0.00000
Rhizobium sp. SL42	2806346	S	75	10	85	0.00000
Rhizobium sp. CB3171	3039157	S	38	61	99	0.00000
Rhizobium sp. SSA_523	2952477	S	20	2	22	0.00000
Rhizobium sp. CB3090	3039156	S	20	4	24	0.00000
Rhizobium sp. 32-5/1	3019602	S	16	2	18	0.00000
Rhizobium sp. AB2/73	2795216	S	16	9	25	0.00000
Rhizobium sp. WL3	2603277	S	11	2	13	0.00000
Rhizobium rhizogenes	359	S	72	78	150	0.00001
Rhizobium leguminosarum	384	S	66	147	213	0.00001
Rhizobium rosettiformans	1368430	S	39	13	52	0.00000
Rhizobium jaguaris	1312183	S	24	2	26	0.00000
Rhizobium lusitanum	293958	S	22	2	24	0.00000
Rhizobium tropici	398	S	12	2	14	0.00000
Agrobacterium tumefaciens	358	S	43	92	135	0.00001
Agrobacterium vaccinii	2735528	S	63	9	72	0.00000
Agrobacterium vitis	373	S	13	8	21	0.00000
Neorhizobium sp. CSC1952	2978974	S	44	9	53	0.00000
Neorhizobium sp. NCHU2750	1825976	S	16	4	20	0.00000
Allorhizobium pseudoryzae	379684	S	12	2	14	0.00000
Sinorhizobium fredii	380	S	109	41	150	0.00001
Sinorhizobium americanum	194963	S	18	3	21	0.00000
Sinorhizobium meliloti	382	S	14	19	33	0.00000
Sinorhizobium numidicum	680248	S	13	1	14	0.00000
Ensifer adhaerens	106592	S	54	20	74	0.00000
Hoeflea sp. IMCC20628	1620421	S	26	2	28	0.00000
Hoeflea sp.	1940281	S	23	2	25	0.00000
Georhizobium sp. MAB10	3028319	S	21	4	25	0.00000
Georhizobium profundi	2341112	S	11	3	14	0.00000
Bradyrhizobium sp. ORS 111	1685958	S	46	72	118	0.00001
Bradyrhizobium sp. CIAT3101	439387	S	45	16	61	0.00000
Bradyrhizobium sp. CCBAU 53340	1325112	S	27	16	43	0.00000
Bradyrhizobium sp. 170	2782641	S	19	9	28	0.00000
Bradyrhizobium sp. BWA-3-5	3080013	S	18	6	24	0.00000
Bradyrhizobium sp. STM 3562	578924	S	18	2	20	0.00000
Bradyrhizobium genosp. L	83637	S	17	6	23	0.00000
Bradyrhizobium sp. CCBAU 51753	1325100	S	16	5	21	0.00000
Bradyrhizobium sp. ORS 278	114615	S	13	4	17	0.00000
Bradyrhizobium sp. YCK136	3351346	S	11	57	68	0.00000
Bradyrhizobium sp. NDS-1	3080014	S	10	5	15	0.00000
Bradyrhizobium sp. WD16	1521768	S	10	1	11	0.00000
Bradyrhizobium sp. 6(2017)	1197460	S	10	17	27	0.00000
Bradyrhizobium cosmicum	1404864	S	35	18	53	0.00000
Bradyrhizobium erythrophlei	1437360	S	28	3	31	0.00000
Bradyrhizobium canariense	255045	S	21	2	23	0.00000
Bradyrhizobium guangdongense	1325090	S	13	6	19	0.00000
Bradyrhizobium ottawaense	931866	S	13	40	53	0.00000
Bradyrhizobium symbiodeficiens	1404367	S	11	13	24	0.00000
Bradyrhizobium barranii	2992140	S	10	17	27	0.00000
Bradyrhizobium arachidis	858423	S	10	11	21	0.00000
Rhodopseudomonas sp. BAL398	3034676	S	28	8	36	0.00000
Rhodopseudomonas palustris	1076	S	23	5	28	0.00000
Mesorhizobium sp. C395A	2956832	S	86	75	161	0.00001
Mesorhizobium sp. 8	2584466	S	29	5	34	0.00000
Mesorhizobium sp. NBSH29	2654249	S	17	1	18	0.00000
Mesorhizobium sp. AR02	2865837	S	14	5	19	0.00000
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	S	13	3	16	0.00000
Mesorhizobium terrae	2725666	S	87	16	103	0.00000
Mesorhizobium australicum	536018	S	13	5	18	0.00000
Phyllobacterium sp. T1018	555316	S	28	2	30	0.00000
Phyllobacterium sp. 628	2718938	S	12	0	12	0.00000
Phyllobacterium zundukense	1867719	S	13	1	14	0.00000
Nitratireductor mangrovi	2599600	S	38	6	44	0.00000
Aquibium microcysteis	675281	S	25	4	29	0.00000
Chelativorans sp. AA-79	3028735	S	17	2	19	0.00000
Bosea sp. RAC05	1842539	S	51	14	65	0.00000
Bosea sp. Tri-49	1867715	S	47	6	53	0.00000
Bosea sp. PAMC 26642	1792307	S	29	3	32	0.00000
Bosea sp. 685	3080057	S	23	3	26	0.00000
Bosea sp. AS-1	2015316	S	16	2	18	0.00000
Devosia sp. YIM 151766	3017325	S	43	9	52	0.00000
Devosia sp. SD17-2	2976459	S	19	2	21	0.00000
Devosia sp. FJ2-5-3	2976680	S	14	1	15	0.00000
Devosia beringensis	2657486	S	17	3	20	0.00000
Devosia ginsengisoli	400770	S	13	2	15	0.00000
Devosia algicola	3026418	S	12	1	13	0.00000
Methylobacterium nodulans	114616	S	16	14	30	0.00000
Methylobacterium radiodurans	2202828	S	15	23	38	0.00000
Methylobacterium organophilum	410	S	12	25	37	0.00000
Methylorubrum extorquens	408	S	16	18	34	0.00000
Stappia sp.	1870903	S	56	11	67	0.00000
Breoghania sp.	2065378	S	32	3	35	0.00000
Roseibium porphyridii	2866279	S	16	10	26	0.00000
Methyloceanibacter caenitepidi	1384459	S	51	3	54	0.00000
Rhodoplanes sp. Z2-YC6860	674703	S	26	2	28	0.00000
Hyphomicrobium sp. DMF-1	3019544	S	11	0	11	0.00000
uncultured Cohaesibacter sp.	1002546	S	66	13	79	0.00000
Methylocystis sp. SC2	187303	S	38	4	42	0.00000
Methylocystis sp. MJC1	2654282	S	10	0	10	0.00000
uncultured Pleomorphomonas sp.	442121	S	54	10	64	0.00000
Hartmannibacter diazotrophicus	1482074	S	11	2	13	0.00000
Methylocapsa polymorpha	3080828	S	42	2	44	0.00000
Brucella intermedia	94625	S	19	4	23	0.00000
Brucella pseudogrignonensis	419475	S	15	5	20	0.00000
Ahrensia marina	1514904	S	33	1	34	0.00000
Chelatococcus sp. CO-6	1702325	S	23	6	29	0.00000
Alsobacter sp. KACC 23698	3149229	S	22	3	25	0.00000
Phreatobacter stygius	1940610	S	13	1	14	0.00000
Lichenihabitans psoromatis	2528642	S	14	1	15	0.00000
Sphingomonas sp. 7/4-4	3018446	S	28	6	34	0.00000
Sphingomonas sp. CV7422	3018036	S	20	8	28	0.00000
Sphingomonas sp. NY01	2968057	S	16	4	20	0.00000
Sphingomonas sp. HMP6	1517551	S	16	2	18	0.00000
Sphingomonas sp. So64.6b	2997354	S	11	2	13	0.00000
Sphingomonas sp. R1	399176	S	10	3	13	0.00000
Sphingomonas sp. SUN019	2937788	S	10	1	11	0.00000
Sphingomonas sp. CL5.1	2653203	S	10	4	14	0.00000
Sphingomonas taxi	1549858	S	19	7	26	0.00000
Sphingomonas ginsengisoli An et al. 2013	363835	S	16	4	20	0.00000
Sphingomonas leidyi	68569	S	13	5	18	0.00000
Sphingomonas aerolata	185951	S	13	3	16	0.00000
Novosphingobium sp. P6W	1609758	S	36	5	41	0.00000
Novosphingobium sp. EMRT-2	2571749	S	23	18	41	0.00000
Novosphingobium sp. KACC 22771	3025670	S	18	1	19	0.00000
Novosphingobium sp. ZN18A2	3079861	S	16	2	18	0.00000
Novosphingobium pentaromativorans	205844	S	34	33	67	0.00000
Novosphingobium terrae	2726189	S	14	0	14	0.00000
Novosphingobium resinovorum	158500	S	10	5	15	0.00000
Sphingobium sp. YG1	2082188	S	14	27	41	0.00000
Sphingobium xenophagum	121428	S	23	49	72	0.00000
Sphingopyxis sp. 113P3	292913	S	12	10	22	0.00000
Sphingopyxis sp. USTB-05	2830667	S	10	6	16	0.00000
Novosphingopyxis iocasae	2762729	S	19	7	26	0.00000
Parasphingopyxis algicola	2026624	S	10	1	11	0.00000
Zymomonas mobilis	542	S	629	138	767	0.00003
Erythrobacter sp. BLCC-B19	3025315	S	43	6	49	0.00000
Erythrobacter sp. JK5	2829500	S	24	3	27	0.00000
Erythrobacter sp. Dej080120_24	3024837	S	18	2	20	0.00000
Erythrobacter aurantius	2909249	S	26	2	28	0.00000
Qipengyuania flava	192812	S	13	3	16	0.00000
Aurantiacibacter gangjinensis	502682	S	29	2	31	0.00000
Aurantiacibacter sp. MUD11	3003265	S	14	2	16	0.00000
Altererythrobacter ishigakiensis	476157	S	19	0	19	0.00000
Altererythrobacter sp. CAU 1644	3032592	S	14	2	16	0.00000
Croceicoccus sp. Ery15	1703338	S	12	6	18	0.00000
Tsuneonella dongtanensis	692370	S	12	1	13	0.00000
Sphingosinicella microcystinivorans	335406	S	70	15	85	0.00000
Paracoccus versutus	34007	S	60	65	125	0.00001
Paracoccus zhejiangensis	1077935	S	38	22	60	0.00000
Paracoccus sp. AK26	2589076	S	13	5	18	0.00000
Paracoccus tegillarcae	1529068	S	13	3	16	0.00000
Paracoccus liaowanqingii	2560053	S	10	3	13	0.00000
Pikeienuella piscinae	2748098	S	78	20	98	0.00000
Pontivivens ytuae	2789856	S	58	15	73	0.00000
Pseudooceanicola spongiae	2613965	S	27	8	35	0.00000
Pseudooceanicola nitratireducens	517719	S	10	4	14	0.00000
Fuscovulum blasticum	1075	S	19	10	29	0.00000
Fuscovulum ytuae	3042299	S	16	6	22	0.00000
Frigidibacter mobilis	1335048	S	27	26	53	0.00000
Rhodovulum sp. P5	1564506	S	20	8	28	0.00000
Profundibacter amoris	2171755	S	12	2	14	0.00000
Tabrizicola piscis	2494374	S	12	4	16	0.00000
Leisingera aquaemixtae	1396826	S	52	18	70	0.00000
Leisingera caerulea	506591	S	37	11	48	0.00000
Leisingera sp. M658	2867015	S	21	12	33	0.00000
Phaeobacter sp. A36a-5a	1086632	S	22	13	35	0.00000
Phaeobacter porticola	1844006	S	19	17	36	0.00000
Sulfitobacter sp. JB4-11	3238304	S	12	3	15	0.00000
Sulfitobacter sp. LCG007	3233575	S	10	2	12	0.00000
Sulfitobacter albidus	2829501	S	10	4	14	0.00000
Roseovarius sp. SCSIO 43702	2823043	S	46	10	56	0.00000
Ruegeria sp. AD91A	2293862	S	11	1	12	0.00000
Ruegeria pomeroyi	89184	S	15	4	19	0.00000
Jannaschia sp. CCS1	290400	S	29	3	32	0.00000
Salipiger sp. H15	3029062	S	21	7	28	0.00000
Salipiger abyssi	1250539	S	11	7	18	0.00000
Pseudosulfitobacter sp. DSM 107133	2883100	S	21	16	37	0.00000
Tropicibacter oceani	3058420	S	29	7	36	0.00000
Celeribacter ethanolicus	1758178	S	12	7	19	0.00000
Roseicyclus elongatus	159346	S	19	4	23	0.00000
Octadecabacter sp. SW4	2602067	S	15	5	20	0.00000
Mameliella alba	561184	S	14	5	19	0.00000
Oceanicola sp. D3	2587163	S	13	2	15	0.00000
Roseobacter ponti	1891787	S	10	0	10	0.00000
Roseivivax marinus	1379903	S	12	3	15	0.00000
Actibacterium sp. EMB200-NS6	1609966	S	12	13	25	0.00000
Marinovum algicola	42444	S	10	3	13	0.00000
Rhodobacter capsulatus	1061	S	55	18	73	0.00000
Azospirillum sp. B510	137722	S	17	7	24	0.00000
Azospirillum sp. TSH100	652764	S	17	9	26	0.00000
Azospirillum doebereinerae	92933	S	30	8	38	0.00000
Azospirillum brasilense	192	S	19	24	43	0.00000
Azospirillum thiophilum	528244	S	19	21	40	0.00000
Azospirillum argentinense	2970906	S	14	21	35	0.00000
Skermanella mucosa	1789672	S	21	14	35	0.00000
Skermanella pratensis	2233999	S	10	6	16	0.00000
Hypericibacter terrae	2602015	S	87	8	95	0.00000
Hypericibacter adhaerens	2602016	S	55	7	62	0.00000
Rhodospirillum centenum	34018	S	68	9	77	0.00000
Aerophototrophica crusticola	1709002	S	26	3	29	0.00000
Magnetospirillum sp. XM-1	1663591	S	12	2	14	0.00000
Caenispirillum salinarum	859058	S	79	10	89	0.00000
Thalassospira australica	1528106	S	36	9	45	0.00000
Terasakiella sp. SH-1	2560057	S	34	0	34	0.00000
Aestuariispira ectoiniformans	2775080	S	30	1	31	0.00000
Stella humosa	94	S	26	3	29	0.00000
Paramagnetospirillum magneticum	84159	S	15	1	16	0.00000
Brevundimonas naejangsanensis	588932	S	105	48	153	0.00001
Brevundimonas albigilva	1312364	S	39	12	51	0.00000
Brevundimonas bullata	13160	S	14	3	17	0.00000
Brevundimonas intermedia	74315	S	13	2	15	0.00000
uncultured Brevundimonas sp.	213418	S	12	2	14	0.00000
Brevundimonas diminuta	293	S	11	5	16	0.00000
Asticcacaulis sp. MM231	3157666	S	63	3	66	0.00000
Asticcacaulis sp. AND118	2840468	S	39	3	42	0.00000
Phenylobacterium zucineum	284016	S	46	7	53	0.00000
Phenylobacterium montanum	2823693	S	30	2	32	0.00000
Caulobacter vibrioides	155892	S	13	28	41	0.00000
Caulobacter rhizosphaerae	2010972	S	10	12	22	0.00000
Acetobacter persici	1076596	S	18	55	73	0.00000
Gluconobacter albidus	318683	S	16	3	19	0.00000
Rhodovastum atsumiense	504468	S	28	2	30	0.00000
Komagataeibacter saccharivorans	265959	S	13	4	17	0.00000
Granulibacter bethesdensis	364410	S	17	1	18	0.00000
Novacetimonas hansenii	436	S	10	0	10	0.00000
Roseomonas haemaphysalidis	2768162	S	73	31	104	0.00000
Roseomonas sp. OT10	2897332	S	33	30	63	0.00000
Roseomonas marmotae	2768161	S	17	7	24	0.00000
Roseococcus microcysteis	2771361	S	28	3	31	0.00000
Acidisoma cladoniae	3040935	S	36	1	37	0.00000
Acidocella sp. MX-AZ03	2697363	S	10	0	10	0.00000
Elioraea tepida	2843330	S	23	2	25	0.00000
Tistrella bauzanensis	657419	S	107	17	124	0.00001
Tistrella mobilis	171437	S	62	20	82	0.00000
Maricaulis maris	74318	S	22	1	23	0.00000
Marinicauda algicola	2029849	S	18	4	22	0.00000
Algimonas porphyrae	1128113	S	39	1	40	0.00000
Candidatus Nucleicultrix amoebiphila	1509244	S	62	0	62	0.00000
Candidatus Bodocaedibacter vickermanii	2741701	S	22	0	22	0.00000
Rickettsiales endosymbiont of Stachyamoeba lipophora	2486578	S	15	20	35	0.00000
Burkholderia dolosa	152500	S	5165	65318	70483	0.00314
Burkholderia ubonensis	101571	S	61	2	63	0.00000
Burkholderia ambifaria	152480	S	58	2	60	0.00000
Burkholderia cepacia	292	S	27	0	27	0.00000
Burkholderia territorii	1503055	S	13	0	13	0.00000
Burkholderia lata	482957	S	13	0	13	0.00000
Burkholderia arboris	488730	S	13	0	13	0.00000
Burkholderia pseudomallei	28450	S	12	45	57	0.00000
Burkholderia sp. FERM BP-3421	1494466	S	11	9	20	0.00000
Cupriavidus oxalaticus	96344	S	793	52	845	0.00004
Cupriavidus neocaledonicus	1040979	S	119	19	138	0.00001
Cupriavidus pauculus	82633	S	67	2	69	0.00000
Cupriavidus sp. DF5525	3160989	S	19	5	24	0.00000
Cupriavidus sp. WKF15	3032282	S	10	1	11	0.00000
Cupriavidus pinatubonensis	248026	S	35	0	35	0.00000
Cupriavidus metallidurans	119219	S	34	1	35	0.00000
Cupriavidus taiwanensis	164546	S	31	3	34	0.00000
Cupriavidus basilensis	68895	S	17	0	17	0.00000
Cupriavidus necator	106590	S	13	1	14	0.00000
Cupriavidus gilardii	82541	S	11	0	11	0.00000
Ralstonia solanacearum	305	S	630	55	685	0.00003
Ralstonia pseudosolanacearum	1310165	S	15	3	18	0.00000
Ralstonia mannitolilytica	105219	S	21	1	22	0.00000
Ralstonia sp. RRA	3122075	S	13	1	14	0.00000
Paraburkholderia fungorum	134537	S	65	12	77	0.00000
Paraburkholderia sp. IMGN_8	3136564	S	21	3	24	0.00000
Paraburkholderia sp. PGU19	2735434	S	19	12	31	0.00000
Paraburkholderia phytofirmans	261302	S	39	10	49	0.00000
Paraburkholderia atlantica	2654982	S	29	4	33	0.00000
Paraburkholderia terricola	169427	S	29	6	35	0.00000
Paraburkholderia ginsengisoli	311231	S	24	5	29	0.00000
Paraburkholderia caribensis	75105	S	20	9	29	0.00000
Paraburkholderia caffeinilytica	1761016	S	13	3	16	0.00000
Paraburkholderia sprentiae	948107	S	11	1	12	0.00000
Paraburkholderia edwinii	2861782	S	10	0	10	0.00000
Paraburkholderia phenoliruptrix	252970	S	10	4	14	0.00000
Caballeronia sp. TF1N1	2878153	S	32	24	56	0.00000
Caballeronia sp. Lep1P3	2878150	S	14	35	49	0.00000
Caballeronia grimmiae	1071679	S	19	16	35	0.00000
Polynucleobacter sp. MG-6-Vaara-E2	2576932	S	22	26	48	0.00000
Polynucleobacter necessarius	576610	S	28	0	28	0.00000
Pandoraea thiooxydans	445709	S	34	0	34	0.00000
Pandoraea fibrosis	1891094	S	15	4	19	0.00000
Limnobacter sp.	2003368	S	40	0	40	0.00000
Lautropia mirabilis	47671	S	15	0	15	0.00000
Variovorax sp. 38R	2774875	S	38	71	109	0.00000
Variovorax sp. UC122_21	3374554	S	13	11	24	0.00000
Variovorax sp. PAMC26660	2762322	S	13	6	19	0.00000
Variovorax paradoxus	34073	S	12	3	15	0.00000
Comamonas aquatica	225991	S	62	28	90	0.00000
Comamonas serinivorans	1082851	S	12	2	14	0.00000
Acidovorax sp. SDU_ACID1	3136632	S	11	47	58	0.00000
Rhodoferax sp. GW822-FHT02A01	3141537	S	17	2	19	0.00000
Rhodoferax koreense	1842727	S	17	7	24	0.00000
Rhodoferax aquaticus	2527691	S	11	2	13	0.00000
Ottowia oryzae	2109914	S	52	12	64	0.00000
Polaromonas sp. JS666	296591	S	53	5	58	0.00000
Polaromonas naphthalenivorans	216465	S	10	1	11	0.00000
Diaphorobacter sp. MNS-0	2866628	S	18	109	127	0.00001
Diaphorobacter sp. HDW4A	2714924	S	11	3	14	0.00000
Ramlibacter tataouinensis	94132	S	50	13	63	0.00000
Paracidovorax avenae	80867	S	16	84	100	0.00000
Candidatus Symbiobacter mobilis	1436290	S	18	0	18	0.00000
Janthinobacterium sp. PAMC25594	2861284	S	78	75	153	0.00001
Janthinobacterium sp. Marseille	375286	S	35	7	42	0.00000
Janthinobacterium sp. LM6	1938606	S	18	17	35	0.00000
Janthinobacterium lividum	29581	S	12	25	37	0.00000
Massilia sp. PAMC28688	2861283	S	16	2	18	0.00000
Massilia sp. W12	3126507	S	13	0	13	0.00000
Massilia sp. MB5	2919578	S	12	14	26	0.00000
Massilia putida	1141883	S	13	3	16	0.00000
Massilia oculi	945844	S	10	7	17	0.00000
Pseudoduganella chitinolytica	34070	S	12	2	14	0.00000
Telluria beijingensis	3068633	S	22	5	27	0.00000
Duganella sp. BuS-21	2943848	S	16	2	18	0.00000
Rugamonas sp. DEMB1	3039386	S	13	3	16	0.00000
Oxalobacter formigenes	847	S	52	3	55	0.00000
Oxalobacter aliiformigenes	2946593	S	48	4	52	0.00000
Oxalobacter vibrioformis	933080	S	35	0	35	0.00000
Herbaspirillum rubrisubalbicans	80842	S	52	7	59	0.00000
Herbaspirillum huttiense	863372	S	49	6	55	0.00000
Herbaspirillum frisingense	92645	S	12	1	13	0.00000
Undibacterium parvum	401471	S	10	0	10	0.00000
Actimicrobium sp. CCC2.4	3048606	S	18	1	19	0.00000
Achromobacter spanius	217203	S	44	84	128	0.00001
Achromobacter sp. MFA1 R4	1881016	S	16	20	36	0.00000
Achromobacter veterisilvae	2069367	S	33	13	46	0.00000
Achromobacter xylosoxidans	85698	S	30	22	52	0.00000
Achromobacter denitrificans	32002	S	21	8	29	0.00000
Achromobacter pestifer	1353889	S	12	7	19	0.00000
Achromobacter deleyi	1353891	S	10	7	17	0.00000
Alcaligenes sp. WGS1538	3366811	S	27	1	28	0.00000
Alcaligenes faecalis	511	S	20	1	21	0.00000
Pigmentiphaga sp. CHJ604	3081984	S	22	1	23	0.00000
Pigmentiphaga sp. H8	2488560	S	12	0	12	0.00000
Advenella kashmirensis	310575	S	15	1	16	0.00000
Orrella dioscoreae	1851544	S	13	0	13	0.00000
Sutterella wadsworthensis	40545	S	149	3	152	0.00001
Sutterella faecalis	2584944	S	54	1	55	0.00000
Turicimonas muris	1796652	S	13	0	13	0.00000
Paucibacter aquatile	2070761	S	40	0	40	0.00000
Roseateles sp. SL47	2995138	S	20	0	20	0.00000
uncultured Roseateles sp.	452440	S	26	0	26	0.00000
Paucibacter sediminis	3019553	S	22	0	22	0.00000
Roseateles depolymerans	76731	S	12	0	12	0.00000
Caldimonas brevitalea	413882	S	19	0	19	0.00000
Aquincola tertiaricarbonis	391953	S	19	0	19	0.00000
Xylophilus sp. GOD-11R	3089814	S	44	1	45	0.00000
Thiomonas intermedia	926	S	20	0	20	0.00000
Thiomonas sp. X19	1050370	S	14	0	14	0.00000
Eleftheria terrae	1597781	S	34	0	34	0.00000
Aquabacterium olei	1296669	S	15	0	15	0.00000
Snodgrassella alvi	1196083	S	79	4	83	0.00000
Neisseria leonii	2995413	S	31	21	52	0.00000
Uruburuella testudinis	1282863	S	18	5	23	0.00000
Eikenella halliae	1795832	S	15	18	33	0.00000
Chromobacterium subtsugae	251747	S	29	12	41	0.00000
Chromobacterium vaccinii	1108595	S	19	11	30	0.00000
Chromobacterium sp. IIBBL 290-4	2953890	S	12	3	15	0.00000
Chromobacterium phragmitis	2202141	S	13	7	20	0.00000
Chromobacterium violaceum	536	S	12	8	20	0.00000
Vogesella sp. LIG4	1192162	S	42	5	47	0.00000
Chitiniphilus purpureus	2981137	S	74	6	80	0.00000
Chitiniphilus eburneus	2571148	S	12	0	12	0.00000
Aromatoleum aromaticum	551760	S	51	84	135	0.00001
Niveibacterium sp. SC-1	3135646	S	10	0	10	0.00000
Azospira inquinata	2785627	S	10	1	11	0.00000
Thauera sp. WB-2	2897772	S	40	10	50	0.00000
Thauera aminoaromatica	164330	S	13	3	16	0.00000
Pseudazoarcus pumilus	2067960	S	47	6	53	0.00000
Nitrogeniibacter mangrovi	2016596	S	10	1	11	0.00000
Thiobacillus sedimenti	3110231	S	81	8	89	0.00000
Sulfuricystis thermophila	2496847	S	35	4	39	0.00000
Sulfuricystis multivorans	2211108	S	15	0	15	0.00000
Denitratisoma oestradiolicum	311182	S	24	0	24	0.00000
Candidatus Nitrotoga arctica	453162	S	17	1	18	0.00000
Sideroxyarcus emersonii	2764705	S	14	12	26	0.00000
Methylophilus sp. DW102	3095607	S	12	0	12	0.00000
Usitatibacter palustris	2732487	S	25	0	25	0.00000
Sulfuriferula nivalis	2675298	S	16	0	16	0.00000
Mariprofundus aestuarium	1921086	S	28	0	28	0.00000
Campylobacter jejuni	197	S	1017	4297	5314	0.00024
Campylobacter coli	195	S	829	304	1133	0.00005
Campylobacter gracilis	824	S	376	6	382	0.00002
Campylobacter concisus	199	S	85	1	86	0.00000
Campylobacter sp. VBCF_01 NA2	2983836	S	35	0	35	0.00000
Campylobacter rectus	203	S	33	1	34	0.00000
Campylobacter showae	204	S	11	0	11	0.00000
Campylobacter bilis	2691918	S	11	0	11	0.00000
Sulfurovum sp. NBC37-1	387093	S	26	0	26	0.00000
Sulfurovum sp. XGS-02	2925411	S	22	0	22	0.00000
Sulfurovum lithotrophicum	206403	S	25	0	25	0.00000
Sulfurovum indicum	2779528	S	20	0	20	0.00000
Sulfurimonas sp. HSL3-2	3131936	S	14	8	22	0.00000
Sulfuricurvum kujiense	148813	S	21	0	21	0.00000
Candidatus Sulfuricurvum sp. RIFRC-1	1249480	S	13	0	13	0.00000
Arcobacter sp. L	944547	S	30	2	32	0.00000
Malaciobacter canalis	1912871	S	17	1	18	0.00000
Helicobacter pylori	210	S	32	0	32	0.00000
Sulfurospirillum barnesii	44674	S	10	0	10	0.00000
Akkermansia muciniphila	239935	S	1865	111	1976	0.00009
